UPC,Price,Variation,Source Link
196672960855,52.492999999999995,Pure White / 5,https://www.vincecamuto.com/collections/50-off-sandal-promotion/products/vince-camuto-brissia-wedge-mule-pure-white
196672960862,52.492999999999995,Pure White / 5.5,https://www.vincecamuto.com/collections/50-off-sandal-promotion/products/vince-camuto-brissia-wedge-mule-pure-white
196672960879,52.492999999999995,Pure White / 6,https://www.vincecamuto.com/collections/50-off-sandal-promotion/products/vince-camuto-brissia-wedge-mule-pure-white
196672960886,52.492999999999995,Pure White / 6.5,https://www.vincecamuto.com/collections/50-off-sandal-promotion/products/vince-camuto-brissia-wedge-mule-pure-white
196672960893,52.492999999999995,Pure White / 7,https://www.vincecamuto.com/collections/50-off-sandal-promotion/products/vince-camuto-brissia-wedge-mule-pure-white
196672960909,52.492999999999995,Pure White / 7.5,https://www.vincecamuto.com/collections/50-off-sandal-promotion/products/vince-camuto-brissia-wedge-mule-pure-white
196672960916,52.492999999999995,Pure White / 8,https://www.vincecamuto.com/collections/50-off-sandal-promotion/products/vince-camuto-brissia-wedge-mule-pure-white
196672960923,52.492999999999995,Pure White / 8.5,https://www.vincecamuto.com/collections/50-off-sandal-promotion/products/vince-camuto-brissia-wedge-mule-pure-white
196672960930,52.492999999999995,Pure White / 9,https://www.vincecamuto.com/collections/50-off-sandal-promotion/products/vince-camuto-brissia-wedge-mule-pure-white
196672960947,52.492999999999995,Pure White / 9.5,https://www.vincecamuto.com/collections/50-off-sandal-promotion/products/vince-camuto-brissia-wedge-mule-pure-white
196672960954,52.492999999999995,Pure White / 10,https://www.vincecamuto.com/collections/50-off-sandal-promotion/products/vince-camuto-brissia-wedge-mule-pure-white
196672960961,52.492999999999995,Pure White / 11,https://www.vincecamuto.com/collections/50-off-sandal-promotion/products/vince-camuto-brissia-wedge-mule-pure-white
196672960978,52.492999999999995,Pure White / 12,https://www.vincecamuto.com/collections/50-off-sandal-promotion/products/vince-camuto-brissia-wedge-mule-pure-white
197651726516,52.492999999999995,Panna Creme / 5,https://www.vincecamuto.com/collections/50-off-sandal-promotion/products/vince-camuto-kyler-studded-kitten-heel-sandal-panna-creme
197651726523,52.492999999999995,Panna Creme / 5.5,https://www.vincecamuto.com/collections/50-off-sandal-promotion/products/vince-camuto-kyler-studded-kitten-heel-sandal-panna-creme
197651726530,52.492999999999995,Panna Creme / 6,https://www.vincecamuto.com/collections/50-off-sandal-promotion/products/vince-camuto-kyler-studded-kitten-heel-sandal-panna-creme
197651726547,52.492999999999995,Panna Creme / 6.5,https://www.vincecamuto.com/collections/50-off-sandal-promotion/products/vince-camuto-kyler-studded-kitten-heel-sandal-panna-creme
197651726554,52.492999999999995,Panna Creme / 7,https://www.vincecamuto.com/collections/50-off-sandal-promotion/products/vince-camuto-kyler-studded-kitten-heel-sandal-panna-creme
197651726561,52.492999999999995,Panna Creme / 7.5,https://www.vincecamuto.com/collections/50-off-sandal-promotion/products/vince-camuto-kyler-studded-kitten-heel-sandal-panna-creme
197651726578,52.492999999999995,Panna Creme / 8,https://www.vincecamuto.com/collections/50-off-sandal-promotion/products/vince-camuto-kyler-studded-kitten-heel-sandal-panna-creme
197651726585,52.492999999999995,Panna Creme / 8.5,https://www.vincecamuto.com/collections/50-off-sandal-promotion/products/vince-camuto-kyler-studded-kitten-heel-sandal-panna-creme
197651726592,52.492999999999995,Panna Creme / 9,https://www.vincecamuto.com/collections/50-off-sandal-promotion/products/vince-camuto-kyler-studded-kitten-heel-sandal-panna-creme
197651726608,52.492999999999995,Panna Creme / 9.5,https://www.vincecamuto.com/collections/50-off-sandal-promotion/products/vince-camuto-kyler-studded-kitten-heel-sandal-panna-creme
197651726615,52.492999999999995,Panna Creme / 10,https://www.vincecamuto.com/collections/50-off-sandal-promotion/products/vince-camuto-kyler-studded-kitten-heel-sandal-panna-creme
197651726622,52.492999999999995,Panna Creme / 11,https://www.vincecamuto.com/collections/50-off-sandal-promotion/products/vince-camuto-kyler-studded-kitten-heel-sandal-panna-creme
197651726639,52.492999999999995,Panna Creme / 12,https://www.vincecamuto.com/collections/50-off-sandal-promotion/products/vince-camuto-kyler-studded-kitten-heel-sandal-panna-creme
197651718191,52.492999999999995,Black / 5,https://www.vincecamuto.com/collections/50-off-sandal-promotion/products/vince-camuto-linanna-mule-black
197651718207,52.492999999999995,Black / 5.5,https://www.vincecamuto.com/collections/50-off-sandal-promotion/products/vince-camuto-linanna-mule-black
197651718214,52.492999999999995,Black / 6,https://www.vincecamuto.com/collections/50-off-sandal-promotion/products/vince-camuto-linanna-mule-black
197651718221,52.492999999999995,Black / 6.5,https://www.vincecamuto.com/collections/50-off-sandal-promotion/products/vince-camuto-linanna-mule-black
197651718238,52.492999999999995,Black / 7,https://www.vincecamuto.com/collections/50-off-sandal-promotion/products/vince-camuto-linanna-mule-black
197651718245,52.492999999999995,Black / 7.5,https://www.vincecamuto.com/collections/50-off-sandal-promotion/products/vince-camuto-linanna-mule-black
197651718252,52.492999999999995,Black / 8,https://www.vincecamuto.com/collections/50-off-sandal-promotion/products/vince-camuto-linanna-mule-black
197651718269,52.492999999999995,Black / 8.5,https://www.vincecamuto.com/collections/50-off-sandal-promotion/products/vince-camuto-linanna-mule-black
197651718276,52.492999999999995,Black / 9,https://www.vincecamuto.com/collections/50-off-sandal-promotion/products/vince-camuto-linanna-mule-black
197651718283,52.492999999999995,Black / 9.5,https://www.vincecamuto.com/collections/50-off-sandal-promotion/products/vince-camuto-linanna-mule-black
