UPC,Price,Variation,Source Link
1.97652E+11,99.99,Bianco/Black / 5,https://www.vincecamuto.com/collections/30-off-select-styles/products/vince-camuto-cobby-quilted-mule-bianco-black
197651723775,99.99,Bianco/Black / 5.5,https://www.vincecamuto.com/collections/30-off-select-styles/products/vince-camuto-cobby-quilted-mule-bianco-black
'197651723782,99.99,Bianco/Black / 6,https://www.vincecamuto.com/collections/30-off-select-styles/products/vince-camuto-cobby-quilted-mule-bianco-black
'197651723799,99.99,Bianco/Black / 6.5,https://www.vincecamuto.com/collections/30-off-select-styles/products/vince-camuto-cobby-quilted-mule-bianco-black
'197651723805,99.99,Bianco/Black / 7,https://www.vincecamuto.com/collections/30-off-select-styles/products/vince-camuto-cobby-quilted-mule-bianco-black
'197651723812,99.99,Bianco/Black / 7.5,https://www.vincecamuto.com/collections/30-off-select-styles/products/vince-camuto-cobby-quilted-mule-bianco-black
'197651723829,99.99,Bianco/Black / 8,https://www.vincecamuto.com/collections/30-off-select-styles/products/vince-camuto-cobby-quilted-mule-bianco-black
'197651723836,99.99,Bianco/Black / 8.5,https://www.vincecamuto.com/collections/30-off-select-styles/products/vince-camuto-cobby-quilted-mule-bianco-black
'197651723843,99.99,Bianco/Black / 9,https://www.vincecamuto.com/collections/30-off-select-styles/products/vince-camuto-cobby-quilted-mule-bianco-black
'197651723850,99.99,Bianco/Black / 9.5,https://www.vincecamuto.com/collections/30-off-select-styles/products/vince-camuto-cobby-quilted-mule-bianco-black
'197651723867,99.99,Bianco/Black / 10,https://www.vincecamuto.com/collections/30-off-select-styles/products/vince-camuto-cobby-quilted-mule-bianco-black
'197651723874,99.99,Bianco/Black / 11,https://www.vincecamuto.com/collections/30-off-select-styles/products/vince-camuto-cobby-quilted-mule-bianco-black
'197651723881,99.99,Bianco/Black / 12,https://www.vincecamuto.com/collections/30-off-select-styles/products/vince-camuto-cobby-quilted-mule-bianco-black
'197651689491,84.99,Natural/Black,https://www.vincecamuto.com/collections/30-off-select-styles/products/vince-camuto-fredi-crossbody-bag-natural-black
'197651723539,99.99,Black / 5,https://www.vincecamuto.com/collections/30-off-select-styles/products/vince-camuto-cobby-quilted-mule-black
'197651723546,99.99,Black / 5.5,https://www.vincecamuto.com/collections/30-off-select-styles/products/vince-camuto-cobby-quilted-mule-black
'197651723553,99.99,Black / 6,https://www.vincecamuto.com/collections/30-off-select-styles/products/vince-camuto-cobby-quilted-mule-black
'197651723560,99.99,Black / 6.5,https://www.vincecamuto.com/collections/30-off-select-styles/products/vince-camuto-cobby-quilted-mule-black
'197651723577,99.99,Black / 7,https://www.vincecamuto.com/collections/30-off-select-styles/products/vince-camuto-cobby-quilted-mule-black
'197651723584,99.99,Black / 7.5,https://www.vincecamuto.com/collections/30-off-select-styles/products/vince-camuto-cobby-quilted-mule-black
'197651723591,99.99,Black / 8,https://www.vincecamuto.com/collections/30-off-select-styles/products/vince-camuto-cobby-quilted-mule-black
'197651723607,99.99,Black / 8.5,https://www.vincecamuto.com/collections/30-off-select-styles/products/vince-camuto-cobby-quilted-mule-black
'197651723614,99.99,Black / 9,https://www.vincecamuto.com/collections/30-off-select-styles/products/vince-camuto-cobby-quilted-mule-black
'197651723621,99.99,Black / 9.5,https://www.vincecamuto.com/collections/30-off-select-styles/products/vince-camuto-cobby-quilted-mule-black
'197651723638,99.99,Black / 10,https://www.vincecamuto.com/collections/30-off-select-styles/products/vince-camuto-cobby-quilted-mule-black
'197651723645,99.99,Black / 11,https://www.vincecamuto.com/collections/30-off-select-styles/products/vince-camuto-cobby-quilted-mule-black
'197651723652,99.99,Black / 12,https://www.vincecamuto.com/collections/30-off-select-styles/products/vince-camuto-cobby-quilted-mule-black
'197651724864,89.99,Egyptian Gold / 5,https://www.vincecamuto.com/collections/30-off-select-styles/products/vince-camuto-genri-o-ring-sandal-egyptian-gold
'197651724871,89.99,Egyptian Gold / 5.5,https://www.vincecamuto.com/collections/30-off-select-styles/products/vince-camuto-genri-o-ring-sandal-egyptian-gold
'197651724888,89.99,Egyptian Gold / 6,https://www.vincecamuto.com/collections/30-off-select-styles/products/vince-camuto-genri-o-ring-sandal-egyptian-gold
'197651724895,89.99,Egyptian Gold / 6.5,https://www.vincecamuto.com/collections/30-off-select-styles/products/vince-camuto-genri-o-ring-sandal-egyptian-gold
'197651724901,89.99,Egyptian Gold / 7,https://www.vincecamuto.com/collections/30-off-select-styles/products/vince-camuto-genri-o-ring-sandal-egyptian-gold
'197651724918,89.99,Egyptian Gold / 7.5,https://www.vincecamuto.com/collections/30-off-select-styles/products/vince-camuto-genri-o-ring-sandal-egyptian-gold
'197651724925,89.99,Egyptian Gold / 8,https://www.vincecamuto.com/collections/30-off-select-styles/products/vince-camuto-genri-o-ring-sandal-egyptian-gold
'197651724932,89.99,Egyptian Gold / 8.5,https://www.vincecamuto.com/collections/30-off-select-styles/products/vince-camuto-genri-o-ring-sandal-egyptian-gold
'197651724949,89.99,Egyptian Gold / 9,https://www.vincecamuto.com/collections/30-off-select-styles/products/vince-camuto-genri-o-ring-sandal-egyptian-gold
'197651724956,89.99,Egyptian Gold / 9.5,https://www.vincecamuto.com/collections/30-off-select-styles/products/vince-camuto-genri-o-ring-sandal-egyptian-gold
