Color,URL
"Glaze Green, White Logo_Black, Cool Grey Logo_City Grey, Black Logo_Dusty Crimson, Nocturnal Logo_Lemon Wash, Blue Echo Logo_Gulf Stream, Black Logo",https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=1388261
Alpenglow_Safari,https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=1819791
Tusk_Black_Stone Green,https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=2030741
Collegiate Navy_Fig_Safari,https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=1738161
Canoe_Black,https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=2086481
Atoll_Stone_Lemon Wash_Cirrus Grey_White Cap,https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=1275711
Stone Green_River Blue_Fig,https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=1738151
Stone Green_Fossil_Flax_Abyss,https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=1794791
Blue Echo_City Grey_Glaze Green_Lemon Wash_Pear_Sail,https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=1577051
Stone Green_River Blue_Black,https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=2118851
"Dusty Crimson, Nocturnal Logo_Glaze Green, White Logo_Blue Echo, White Logo_Lavender Pearl, Black Logo",https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=1536171
Stone Green_Mountain Red_River Blue_Sand Dune_Ripple Blue_Razzle,https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=1772051
"Spray, River Blue_Alpenglow",https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=2086981
"Slate Grey, Poppy Red_Cumulus Grey, Blue Echo_Greenscape, Red Quartz_Monument, Mountain Red",https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=2099811
City Grey Multi Plaid_Tuscan Multi Plaid_Ripple Blue Multi Plaid_Collegiate Navy Multi Plaid_Safari Multi Plaid_Ripple Blue Multi Gingham,https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=1577671
Collegiate Navy_White_Stone Green_Ancient Fossil_Ripple Blue,https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=2120751
"Grill, Sunset Red_Mud, Oxford Tan_Grey Ice, Sea Salt",https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=2108521
"City Grey, Cool Grey",https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=2096211
City Grey_Teal_Alpenglow_Collegiate Navy_Ancient Fossil,https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=2118241
"Shark, Shark_Fungi, Fungi",https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=2062981
Canoe_Rich Wine_Everblue_Mountain Blue_Crushed Blue_River Blue_Collegiate Navy,https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=1955431
"Curry, Poppy Red_Black, Canyon Sun",https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=2103871
Dark Stone Heather_Stone Green Heather_Dark Mountain Heather_Tuscan Heather_Columbia Grey Heather,https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=2120701
Teal_Pink Sand_Fig_White_Safari,https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=2033344
Teal_Chalk_Lemon Wash_Spray_Fuchsia,https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=1372112
River Blue_Snowdrift_Moonvista_Nocturnal,https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=2103411
Lemon Wash_Pear,https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=1286064
"Teal, Spray_Pink Sand, Alpenglow_Razzle, Moonvista",https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=2085651
"Dusty Crimson, Nocturnal Logo_Glaze Green, White Logo_Pear, Cypress Logo_Gulf Stream, Black Logo",https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=1388263
Camel Brown_Collegiate Navy,https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=2087031
"Tuscan, Spice",https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=2089341
"Ripple Blue_Dark Stone, Sand Dune",https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=1476671
Nocturnal_Black_Stone Green,https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=2144361
River Blue_Mountain Blue_Razzle_Ripple Blue_Black_Collegiate Navy_Mountain Red_Koi_Azul,https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=1768831
"Black, New Moon",https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=1424692
Black_Canoe_Stone Green_Collegiate Navy,https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=2119191
"Vivid Blue, White_Gulf Stream, Sorbet_Red Spark, White_Cool Grey, Black Bass Lures",https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=1872661
Lemon Wash Roaming_Teal Rogue Valley_River Blue Rogue Valley,https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=2098501
River Blue_White_City Grey,https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=2012931
"Columbia Grey_Mountain Blue, Collegiate Navy",https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=2086961_S
Cypress_Faded Peach_Nocturnal,https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=2078481
"Pear Heather, Cypress Logo_Glaze Green Heather, White Logo_Vivid Blue Heather, Bright Nectar Logo_Red Spark Heather, White Logo_Cool Grey Heather, Vivid Blue Logo_Charcoal Hthr, Cool Grey Logo_Collegiate Navy Heather, White Logo",https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=1709421
"Grey Green, Ti Grey Steel_Sea Salt, Pink Haze_Black, Oxford Tan",https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=2108841
Gulf Stream_Lavender Pearl_Blue Echo_Summer Orange_Glaze Green_Pear_Red Spark,https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=2093901
Spray Broadleaf_Cypress_Bluebell_Shale Purple Broadleaf_Cocoa Butter Broadleaf_Black,https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=2035361
Black_Cool Grey_Cypress_Fossil_Collegiate Navy,https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=2120911
Daredevil,https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=1372111
Dark Stone_Black_Nocturnal_Daredevil,https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=2144371
Hydrangea_Vivid Blue_Tiki Pink,https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=2078301
Cirrus Grey_Eve,https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=2086701
Pear_Bright Nectar,https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=1287055
"Bark, Desert Sun_Black, Ti Grey Steel",https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=2078951
"Stone Green, Safari_Spice, Tuscan_Canteen",https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=2105651
River Blue_Canoe,https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=1955441
Clematis Blue_Razzle_Teal_Nocturnal_Alpenglow,https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=2114801
"Ti Grey Steel, Mountain Blue_Steam, River Blue_Mountain Blue, White",https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=2103761
Gulf Stream_Red Spark,https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=1011622
Black_Canoe,https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=2087621
"Graphite, Dusty Iris",https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=1575461
"Night Tide, White_Cool Grey, Nocturnal, US Fish Flag_Gulf Stream, Cypress, US Fish Flag_Dusty Crimson, White, Nocturnal",https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=1836811
Cool Grey_Carbon_Glaze Green_Sunset Red_Lavender Pearl_Blue Echo_White_Lemon Wash_Shark,https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=2120291
Teal_Pink Sand,https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=2123011
White_Spray_Safari_Alpenglow_Nocturnal,https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=2119751
Stone Green_Delta_Collegiate Navy_Black,https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=2104691
Canyon Blue_Atoll_Collegiate Navy_Tiki Pink_Cirrus Grey_Fossil_White Cap,https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=2093111
Clematis Blue_Teal_Razzle_Daredevil_White,https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=2103391
Pink Sand_Cirrus Grey_Collegiate Navy_Teal,https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=2119181
"Gravel, Dark Moss",https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=2100881
Summer Orange_Glaze Green_Blue Echo_Carbon_White,https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=2069181
Stone Green,https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=2012963
Canoe_Collegiate Navy_Black_Stone Green,https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=2119171
"Black, Light Sand",https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=2099731
Pear_Bright Nectar,https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=1287053
Canoe_City Grey,https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=2125431
Crushed Blue Swamplands_Cool Grey Huntfish_Stone Swamplands,https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=2119891
"Spray, River Blue_Alpenglow_White, Chalk_Collegiate Navy, Nocturnal",https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=2086982
"Black, Dark Stone_Black, Ti Grey Steel_Wet Sand, Safari_Velvet Cove, Black",https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=1889551
"Deep Olive, Desert Sun",https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=1594731
Spray_Hydrangea_Black_White,https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=2070351
Tiki Pink_Cypress_Lemon Wash_Hydrangea_Bluebell_Black,https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=2070271
"Silver Grey, Eve_Moonstone, Teal_Sea Salt, Snowdrift",https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=2081121
Safari_Nocturnal,https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=2086371
Lemon Wash_Pear_Blue Echo_Red Spark,https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=1577052
Canoe_Nocturnal_Safari_City Grey,https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=2119641
Cool Grey,https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=1536071
Lemon Wash_Dusty Crimson,https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=1011652
Tuscan_Safari_Shark_Canoe,https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=2120581
Dark Stone_Ripple Blue_River Blue_Black,https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=2118631
"River Blue_Columbia Grey, City Grey_Tuscan_Safari, Stone Green",https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=2115921
"Collegiate Navy, Red Spark Logo_Blue Echo, Cool Grey Logo_Lemon Wash, Summer Orange Logo_Summer Orange, Blue Echo Logo_Red Spark_Key West, Vivid Blue Logo",https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=1541251
"Hot Coral, Razzle, Satin Pink_River Blue, Canoe, Tuscan_Dark Stone, Cypress, Red Spark",https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=2126181
Ripple Blue_Mountain Red_Sand Dune_Razzle_Stone Green,https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=1772054
"Fig, Moonvista",https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=2094401
Alpenglow_Spray_Black_White_Nocturnal,https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=2032751
Delta,https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=2088081
River Blue_White_Ancient Fossil,https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=2086411
Lemon Wash_Hydrangea_Tiki Pink_Black_White_Gulf Stream_Blue Macaw_Collegiate Navy,https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=1547181
Tusk_Stone Green_City Grey,https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=2012955
Stone Green_Canoe,https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=2119141
Blue Echo Wild Caught_Nocturnal Fly Pride_Faded Peach Marlin Chase_Spray Marlin Chase_Cypress Freshfish_White Majestic Catch,https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=1438981
Black Outerbounds_Ripple Blue Trail Tails_Tuscan Trail Tails_Mountain Blue Outerbounds,https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=1618261
Stone Green_Collegiate Navy_Black_Canoe,https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=2119172
"Tiki Pink, Gulf Stream_Hydrangea, Gulf Stream",https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=2062701
"Ti Grey Steel, Wild Fuchsia_Columbia Grey, Mountain Blue",https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=2108261
Cool Green_Mars_Black,https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=2119351
River Blue,https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=2116291
"Nocturnal, ICONS_Columbia Grey Heather_River Blue, Canoe_Canteen, Dark Stone_Black Mod Camo_Black",https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=2001521
Cirrus Grey_Tiki Pink Undertow_Spray Undertow_Vivid Blue_Black,https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=2093211
"Black, Weld",https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=1652541
"Safari, Dark Stone_Spray, Teal_Pink Sand, Alpenglow_Collegiate Navy, Spray_Eraser Pink, Fig",https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=2085451
Collegiate Navy_Safari,https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=2130901
Spray,https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=2086671
Stone Green_City Grey,https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=2123351
River Blue_Alpenglow_White_Black,https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=2126081
Nocturnal,https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=2093161
"Chalk, White",https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=2113902
"Dove, Stratus_Pond, Black",https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=2063431
Collegiate Navy_Black_Stone Green,https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=2087032
Clematis Blue_Alpenglow_Razzle,https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=2144451
Ripple Blue Heather_Canteen Heather,https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=1990753
"Safari, Stone Green_Ancient Fossil, Ancient Fossil_Lemon Wash_Black",https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=2118791
Lemon Wash_White_Alpenglow_Spray,https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=2119771
Black_Canoe,https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=2072421
"Steam, White_White, Ocean Blue",https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=2041001
Dark Stone_Black,https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=2072071
Pink Sand Pasteled Tonal_Snowdrift Pasteled_White Pasteled_Sea Salt Outbacked_Spray Pasteled Tonal_Alpenglow Pasteled_Collegiate Navy Outbacked,https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=2118231
"Moonstone, River Blue_Blue Echo, Black",https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=2108291
Blue Echo_Key West_Dusty Crimson_Glaze Green_Cool Grey_Bright Nectar_Iron,https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=2078861
Bluebell_Lemon Wash_Hydrangea_Glaze Green_Gulf Stream_White_Tiki Pink,https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=2070251
"Spray, River Blue_Lemon Wash_Alpenglow",https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=1534113
White_Nocturnal_Spray_Alpenglow_Lemon Wash_Safari,https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=2119711
"Summer Orange, Marlin Rise_Blue Echo, Trout Rise_Collegiate Navy, Marlin Rise_Gulf Stream, Tarpon Rise",https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=2069241
Nocturnal_Teal_Eraser Pink_Snowdrift_Dark Stone,https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=1556962
Shark Tropicfield_Carbon Fly Pride_Cool Grey Palaka Grid_Cypress Floridays_White Tropicfield_Collegiate Navy Palaka Grid_Crushed Blue Floridays_White Fly Pride,https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=1653761
Columbia Grey_Collegiate Navy Heather_River Blue_Tuscan Heather,https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=2118561
"Delta, Black_Columbia Grey, City Grey",https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=2089343
"Summer Orange, Safari_Nocturnal, Canoe_Black",https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=2117001
"Columbia Grey Heather, Black, Flag_Canteen, Black, Fun with Flags_Black, Columbia Grey, Flag_Collegiate Navy",https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=1495921
"Razzle, Spray, Clematis Blue_Black_Dark Stone, Safari",https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=2116481
Camel Brown_Collegiate Navy_Black,https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=2116431
Black_Charcoal Heather_Collegiate Navy,https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=2001731
Carbon_Black_White_Crushed Blue_Sunset Red,https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=2113741
Black Popflorid_Clematis Blue Popflorid_Teal Popflorid,https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=2084791
"Black, Hyper Blue",https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=2126821
Collegiate Navy_Lemon Wash_Spray,https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=1867042
Koi_River Blue,https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=2089921
White Cap_Glaze Green_Fossil,https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=2092991
"Ancient Fossil, Shark_Gulf Stream, Shark_Sorbet, Shark_Cool Grey, Vivid Blue_Black, Gulf Stream_Vivid Blue, Cool Grey_Collegiate Navy, Cool Grey_Red Spark, Collegiate Navy",https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=2113721
River Blue_Canteen,https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=1533894
Collegiate Navy Tropicfield_Black_Cypress Tropicfield,https://www.columbia.com/on/demandware.store/Sites-Columbia_US-Site/en_US/Product-Variation?pid=1654781
