Barcode,Cost,ADJ,Source,Tag
199157033006,48.00,38.40,https://www.shopwss.com/products/lla1315196_wmd?variant=47405957316738,eligible-discount
199157033013,48.00,38.40,https://www.shopwss.com/products/lla1315196_wmd?variant=47405957349506,eligible-discount
199157033020,48.00,38.40,https://www.shopwss.com/products/lla1315196_wmd?variant=47405957382274,eligible-discount
199157033037,48.00,38.40,https://www.shopwss.com/products/lla1315196_wmd?variant=47405957415042,eligible-discount
199157033044,48.00,38.40,https://www.shopwss.com/products/lla1315196_wmd?variant=47405957447810,eligible-discount
199157033051,48.00,38.40,https://www.shopwss.com/products/lla1315196_wmd?variant=47405957480578,eligible-discount
199157032948,48.00,38.40,https://www.shopwss.com/products/lha1315316_wmd?variant=47405957513346,eligible-discount
199157032955,48.00,38.40,https://www.shopwss.com/products/lha1315316_wmd?variant=47405957546114,eligible-discount
199157032962,48.00,38.40,https://www.shopwss.com/products/lha1315316_wmd?variant=47405957578882,eligible-discount
199157032979,48.00,38.40,https://www.shopwss.com/products/lha1315316_wmd?variant=47405957611650,eligible-discount
199157032986,48.00,38.40,https://www.shopwss.com/products/lha1315316_wmd?variant=47405957644418,eligible-discount
199157032993,48.00,38.40,https://www.shopwss.com/products/lha1315316_wmd?variant=47405957677186,eligible-discount
199157033181,48.00,38.40,https://www.shopwss.com/products/lsp1315235_wmd?variant=47405957873794,eligible-discount
199157033198,48.00,38.40,https://www.shopwss.com/products/lsp1315235_wmd?variant=47405957906562,eligible-discount
199157033204,48.00,38.40,https://www.shopwss.com/products/lsp1315235_wmd?variant=47405957939330,eligible-discount
199157033211,48.00,38.40,https://www.shopwss.com/products/lsp1315235_wmd?variant=47405957972098,eligible-discount
199157033228,48.00,38.40,https://www.shopwss.com/products/lsp1315235_wmd?variant=47405958004866,eligible-discount
199157033235,48.00,38.40,https://www.shopwss.com/products/lsp1315235_wmd?variant=47405958037634,eligible-discount
199157033068,48.00,38.40,https://www.shopwss.com/products/lmm1315250_wmd?variant=47405958070402,eligible-discount
199157033075,48.00,38.40,https://www.shopwss.com/products/lmm1315250_wmd?variant=47405958103170,eligible-discount
199157033082,48.00,38.40,https://www.shopwss.com/products/lmm1315250_wmd?variant=47405958135938,eligible-discount
199157033099,48.00,38.40,https://www.shopwss.com/products/lmm1315250_wmd?variant=47405958168706,eligible-discount
199157033105,48.00,38.40,https://www.shopwss.com/products/lmm1315250_wmd?variant=47405958201474,eligible-discount
199157033112,48.00,38.40,https://www.shopwss.com/products/lmm1315250_wmd?variant=47405958234242,eligible-discount
199157033129,48.00,38.40,https://www.shopwss.com/products/ltr1315280_wmd?variant=47405958299778,eligible-discount
199157033136,48.00,38.40,https://www.shopwss.com/products/ltr1315280_wmd?variant=47405958332546,eligible-discount
199157033143,48.00,38.40,https://www.shopwss.com/products/ltr1315280_wmd?variant=47405958365314,eligible-discount
199157033150,48.00,38.40,https://www.shopwss.com/products/ltr1315280_wmd?variant=47405958398082,eligible-discount
199157033167,48.00,38.40,https://www.shopwss.com/products/ltr1315280_wmd?variant=47405958430850,eligible-discount
199157033174,48.00,38.40,https://www.shopwss.com/products/ltr1315280_wmd?variant=47405958463618,eligible-discount
198530951876,48.00,38.40,https://www.shopwss.com/products/lld1315272_wmd?variant=47405958922370,eligible-discount
198530951883,48.00,38.40,https://www.shopwss.com/products/lld1315272_wmd?variant=47405958955138,eligible-discount
198530951890,48.00,38.40,https://www.shopwss.com/products/lld1315272_wmd?variant=47405958987906,eligible-discount
198530951906,48.00,38.40,https://www.shopwss.com/products/lld1315272_wmd?variant=47405959020674,eligible-discount
198530951913,48.00,38.40,https://www.shopwss.com/products/lld1315272_wmd?variant=47405959053442,eligible-discount
