Variant URL,Price,Barcode,Available
https://www.rarebeauty.com/products/positive-light-liquid-luminizer-1?variant=42267130265735,$27.00,'840122907036,True
https://www.rarebeauty.com/products/positive-light-liquid-luminizer-1?variant=40242053054599,$27.00,'840122900143,True
https://www.rarebeauty.com/products/positive-light-liquid-luminizer-1?variant=40242053120135,$27.00,'840122900099,True
https://www.rarebeauty.com/products/positive-light-liquid-luminizer-1?variant=40242053152903,$27.00,'840122900082,True
https://www.rarebeauty.com/products/positive-light-liquid-luminizer-1?variant=40242053185671,$27.00,'840122900136,True
https://www.rarebeauty.com/products/positive-light-liquid-luminizer-1?variant=40242053218439,$27.00,'840122900105,True
https://www.rarebeauty.com/products/positive-light-liquid-luminizer-1?variant=40242053087367,$27.00,'840122900112,True
https://www.rarebeauty.com/products/positive-light-liquid-luminizer-1?variant=40242053251207,$27.00,'840122900150,True
https://www.rarebeauty.com/products/positive-light-liquid-luminizer-1?variant=40242053283975,$27.00,'840122900129,True
https://www.rarebeauty.com/products/liquid-touch-weightless-foundation-1?variant=40242055446663,$30.00,'840122902727,False
https://www.rarebeauty.com/products/liquid-touch-weightless-foundation-1?variant=40242055544967,$30.00,'840122902734,True
https://www.rarebeauty.com/products/liquid-touch-weightless-foundation-1?variant=40242055479431,$30.00,'840122902741,True
https://www.rarebeauty.com/products/liquid-touch-weightless-foundation-1?variant=40242055577735,$30.00,'840122902758,True
https://www.rarebeauty.com/products/liquid-touch-weightless-foundation-1?variant=40242055413895,$30.00,'840122902765,True
https://www.rarebeauty.com/products/liquid-touch-weightless-foundation-1?variant=40242055610503,$30.00,'840122902772,True
https://www.rarebeauty.com/products/liquid-touch-weightless-foundation-1?variant=40242055774343,$30.00,'840122902789,True
https://www.rarebeauty.com/products/liquid-touch-weightless-foundation-1?variant=40242055643271,$30.00,'840122902796,True
https://www.rarebeauty.com/products/liquid-touch-weightless-foundation-1?variant=40242055381127,$30.00,'840122902802,True
https://www.rarebeauty.com/products/liquid-touch-weightless-foundation-1?variant=40242055676039,$30.00,'840122902819,True
https://www.rarebeauty.com/products/liquid-touch-weightless-foundation-1?variant=40242055348359,$30.00,'840122902826,False
https://www.rarebeauty.com/products/liquid-touch-weightless-foundation-1?variant=40242055512199,$30.00,'840122902833,True
https://www.rarebeauty.com/products/liquid-touch-weightless-foundation-1?variant=40242055315591,$30.00,'840122900563,False
https://www.rarebeauty.com/products/liquid-touch-weightless-foundation-1?variant=40242055282823,$30.00,'840122902857,False
https://www.rarebeauty.com/products/liquid-touch-weightless-foundation-1?variant=40242055708807,$30.00,'840122902864,True
https://www.rarebeauty.com/products/liquid-touch-weightless-foundation-1?variant=40242055250055,$30.00,'840122902871,True
https://www.rarebeauty.com/products/liquid-touch-weightless-foundation-1?variant=40242055217287,$30.00,'840122900600,False
https://www.rarebeauty.com/products/liquid-touch-weightless-foundation-1?variant=40242055184519,$30.00,'840122902895,False
https://www.rarebeauty.com/products/liquid-touch-weightless-foundation-1?variant=40242055151751,$30.00,'840122902901,False
https://www.rarebeauty.com/products/liquid-touch-weightless-foundation-1?variant=40242055741575,$30.00,'840122902918,False
https://www.rarebeauty.com/products/liquid-touch-weightless-foundation-1?variant=40242055118983,$30.00,'840122902925,False
https://www.rarebeauty.com/products/liquid-touch-weightless-foundation-1?variant=40242055086215,$30.00,'840122902932,False
https://www.rarebeauty.com/products/liquid-touch-weightless-foundation-1?variant=40242055053447,$30.00,'840122902949,False
https://www.rarebeauty.com/products/liquid-touch-weightless-foundation-1?variant=40242055020679,$30.00,'840122900679,False
https://www.rarebeauty.com/products/liquid-touch-weightless-foundation-1?variant=40242054987911,$30.00,'840122900686,False
https://www.rarebeauty.com/products/liquid-touch-weightless-foundation-1?variant=40242054955143,$30.00,'840122900693,False
https://www.rarebeauty.com/products/liquid-touch-weightless-foundation-1?variant=40242054922375,$30.00,'840122900709,False
https://www.rarebeauty.com/products/liquid-touch-weightless-foundation-1?variant=40242054889607,$30.00,'840122900716,False
https://www.rarebeauty.com/products/liquid-touch-weightless-foundation-1?variant=40242054856839,$30.00,'840122900723,True
https://www.rarebeauty.com/products/liquid-touch-weightless-foundation-1?variant=40242054824071,$30.00,'840122900730,True
https://www.rarebeauty.com/products/liquid-touch-weightless-foundation-1?variant=40242054791303,$30.00,'840122900747,False
https://www.rarebeauty.com/products/liquid-touch-weightless-foundation-1?variant=40242054758535,$30.00,'840122900754,False
https://www.rarebeauty.com/products/liquid-touch-weightless-foundation-1?variant=40242054725767,$30.00,'840122900761,False
https://www.rarebeauty.com/products/liquid-touch-weightless-foundation-1?variant=40242054692999,$30.00,'840122900778,False
