"Locale","Image","Title","Product Codes: PartNumber","Model","Product Codes: UPC","ASIN","New, 3rd Party FBA: Current","New: Current","Buy Box 🚚: Current","Buy Box 🚚: 30 days avg.","Buy Box 🚚: 90 days avg.","Reviews: Rating Count - Format Specific","Reviews: Rating Count","New Offer Count: Current","Competitive Price Threshold","Size","Item Form","Pattern","Style","Material","Item Type","Variation Attributes","Color","Bought in past month","List Price: 90 days avg.","Sales Rank: Current","Parent ASIN","Product Codes: EAN","Product Codes: GTIN","Amazon: Current","Amazon: Highest","Amazon: 90 days OOS","FBA Pick&Pack Fee","Referral Fee %","Referral Fee based on current Buy Box price","List Price: 30 days avg.","Total Offer Count","Listed since","Brand","Brand Store Name","Brand Store URL Name","Categories: Root","Manufacturer","Return Rate"
"com","https://m.media-amazon.com/images/I/51Ye9LndCWL.jpg;https://m.media-amazon.com/images/I/61UKvqwpUDL.jpg;https://m.media-amazon.com/images/I/61P2+0sK+7L.jpg;https://m.media-amazon.com/images/I/61mg2jqV4fL.jpg;https://m.media-amazon.com/images/I/51mGw+uuJQL.jpg;https://m.media-amazon.com/images/I/61KrXx+JckL.jpg","Crocs Unisex Mellow Recovery Slides Sandal, Black Tide, 14 Women/12 Men","210333-001-M12","208392","196265773725","B0CQRBDVQL","$ 39.98","$ 39.98","$ 39.98","$ 39.95","$ 39.26","1","5081","1","$ 39.98","14 Women/12 Men","","Solid","Mellow Recovery Slide","","slides-sandals","Size: 14 Women/12 Men; Color: Black Tide;","Black Tide","50","$ 49.99","1069","B0BYPQ1V2M","0196265773725","","","","100 %","$ 7.72","15.01 %","$ 6.00","$ 49.99","1","2024/09/05","Crocs","Crocs","Crocs","Clothing, Shoes & Jewelry","Crocs",""
"com","https://m.media-amazon.com/images/I/517Pz01iUfL.jpg;https://m.media-amazon.com/images/I/51B1gvxqajL.jpg;https://m.media-amazon.com/images/I/71rHuCvBQgL.jpg","Nike Unisex Everyday Cushioned Training Ankle Socks (3 Pairs), Multi-Color, Medium","SX7667","SX7667","194955549216","B09B14GL3T","","$ 18.98","$ 26.93","$ 27.16","$ 23.72","178","229","1","-","Medium","","Solid","Everyday Cushioned Training Ankle Socks (3 Pairs)","Cotton Blend","athletic-socks","Size: Medium; Color: Multi-color;","Multi-color","50","$ 18.70","1108","B07KTLTFYQ","0194955549216","","","$ 34.99","31 %","$ 4.61","17.01 %","$ 4.58","$ 20.00","1","2022/02/22","Nike","","","Clothing, Shoes & Jewelry","Nike",""
"com","https://m.media-amazon.com/images/I/61af2x3GtAL.jpg;https://m.media-amazon.com/images/I/611C4FtGRrL.jpg","Nike Standard Everyday Cushioned Training Crew Socks (6 Pairs), Black/White, S","SX7666-010","SX7666","194954124766","B08QZ9W14M","","$ 26.00","","$ 26.04","$ 26.31","32","55","3","$ 16.80","Small","","Solid","Everyday Cushioned Training Crew Socks (6 Pairs)","Cotton Blend","running-socks","Size: Small; Color: Black/White;","Black/White","50","$ 24.75","1107","B07KTLTFYQ","0194954124766","","","$ 26.45","96 %","$ 5.90","17 %","-","$ 26.00","3","2022/10/21","Nike","","","Clothing, Shoes & Jewelry","NIKE",""
"com","https://m.media-amazon.com/images/I/71QMbnDxWUL.jpg;https://m.media-amazon.com/images/I/61HJ7Sh2bhL.jpg;https://m.media-amazon.com/images/I/61ed78lPW0L.jpg;https://m.media-amazon.com/images/I/61Ws8XLd3TL.jpg;https://m.media-amazon.com/images/I/61UiLvdwEjL.jpg;https://m.media-amazon.com/images/I/61drreuD4cL.jpg;https://m.media-amazon.com/images/I/61TVtuLIiML.jpg;https://m.media-amazon.com/images/I/71wakHq1GmL.jpg;https://m.media-amazon.com/images/I/71OnaZFAS8L.jpg","adidas Unisex Samba Indoor Sneaker, Black/White/Vivid Red, 7 US Men","NJG41","NJG41","197609834706","B0CKMKQG4Q","$ 89.98","$ 89.95","$ 89.95","$ 89.95","$ 84.90","37","1510","4","$ 89.95","8 Women/7 Men","","Striped","Samba Indoor","Leather","soccer-shoes","Size: 8 Women/7 Men; Color: Black/White/Vivid Red;","Black/White/Vivid Red","200","$ 90.00","1111","B0CKMRBH97","0197609834706","","$ 89.95","$ 90.00","1 %","$ 7.00","15 %","$ 13.49","$ 90.00","10","2023/10/06","adidas","","","Clothing, Shoes & Jewelry","adidas",""
"com","https://m.media-amazon.com/images/I/61d-XumbpkL.jpg;https://m.media-amazon.com/images/I/61qZNROzzVL.jpg;https://m.media-amazon.com/images/I/61HpHNWNi8L.jpg;https://m.media-amazon.com/images/I/611O2GYtoSL.jpg;https://m.media-amazon.com/images/I/613veK7H6sL.jpg;https://m.media-amazon.com/images/I/61fm3mleRcL.jpg;https://m.media-amazon.com/images/I/71QPmHEhGqL.jpg;https://m.media-amazon.com/images/I/71+iIF0iTFL.jpg","adidas Unisex Samba Indoor Sneaker, White/Black/Vivid Red, 9.5 US Men","NJG41","NJG41","197609830913","B0CKMM41FY","$ 89.95","$ 89.95","$ 89.95","$ 89.95","$ 84.30","14","1510","6","$ 89.95","10.5 Women/9.5 Men","","Striped","Samba Indoor","Leather","fashion-sneakers","Size: 10.5 Women/9.5 Men; Color: White/Black/Vivid Red;","White/Black/Vivid Red","400","$ 90.00","1111","B0CKMRBH97","0197609830913","","$ 89.95","$ 90.00","3 %","$ 7.32","15 %","$ 13.49","$ 90.00","8","2023/10/06","adidas","","","Clothing, Shoes & Jewelry","adidas",""
"com","https://m.media-amazon.com/images/I/61d-XumbpkL.jpg;https://m.media-amazon.com/images/I/61qZNROzzVL.jpg;https://m.media-amazon.com/images/I/61HpHNWNi8L.jpg;https://m.media-amazon.com/images/I/611O2GYtoSL.jpg;https://m.media-amazon.com/images/I/613veK7H6sL.jpg;https://m.media-amazon.com/images/I/61fm3mleRcL.jpg;https://m.media-amazon.com/images/I/71QPmHEhGqL.jpg;https://m.media-amazon.com/images/I/71+iIF0iTFL.jpg","adidas Unisex Samba Indoor Sneaker, White/Black/Vivid Red, 11.5 US Men","NJG41","NJG41","197609830937","B0CKMKMJ9C","$ 89.95","$ 89.95","$ 89.95","$ 89.95","$ 83.09","9","1510","7","$ 89.95","12.5 Women/11.5 Men","","Striped","Samba Indoor","Leather","soccer-shoes","Size: 12.5 Women/11.5 Men; Color: White/Black/Vivid Red;","White/Black/Vivid Red","100","$ 90.00","1058","B0CKMRBH97","0197609830937","","$ 89.95","$ 90.00","0 %","$ 7.40","15 %","$ 13.49","$ 90.00","7","2023/10/06","adidas","","","Clothing, Shoes & Jewelry","adidas",""
"com","https://m.media-amazon.com/images/I/71QMbnDxWUL.jpg;https://m.media-amazon.com/images/I/61HJ7Sh2bhL.jpg;https://m.media-amazon.com/images/I/61ed78lPW0L.jpg;https://m.media-amazon.com/images/I/61Ws8XLd3TL.jpg;https://m.media-amazon.com/images/I/61UiLvdwEjL.jpg;https://m.media-amazon.com/images/I/61drreuD4cL.jpg;https://m.media-amazon.com/images/I/61TVtuLIiML.jpg;https://m.media-amazon.com/images/I/71wakHq1GmL.jpg;https://m.media-amazon.com/images/I/71OnaZFAS8L.jpg","adidas Unisex Samba Indoor Sneaker, Black/White/Vivid Red, 10 US Men","NJG41","NJG41","197609834744","B0CKML959X","$ 89.98","$ 89.95","$ 89.95","$ 89.95","$ 84.85","19","1510","5","$ 89.95","11 Women/10 Men","","Striped","Samba Indoor","Leather","soccer-shoes","Size: 11 Women/10 Men; Color: Black/White/Vivid Red;","Black/White/Vivid Red","200","$ 90.00","1106","B0CKMRBH97","0197609834744","","$ 89.95","$ 90.00","2 %","$ 7.32","15 %","$ 13.49","$ 90.00","9","2023/10/06","adidas","","","Clothing, Shoes & Jewelry","adidas",""
"com","https://m.media-amazon.com/images/I/71QMbnDxWUL.jpg;https://m.media-amazon.com/images/I/61HJ7Sh2bhL.jpg;https://m.media-amazon.com/images/I/61ed78lPW0L.jpg;https://m.media-amazon.com/images/I/61Ws8XLd3TL.jpg;https://m.media-amazon.com/images/I/61UiLvdwEjL.jpg;https://m.media-amazon.com/images/I/61drreuD4cL.jpg;https://m.media-amazon.com/images/I/61TVtuLIiML.jpg;https://m.media-amazon.com/images/I/71wakHq1GmL.jpg;https://m.media-amazon.com/images/I/71OnaZFAS8L.jpg","adidas Unisex Samba Indoor Sneaker, Black/White/Vivid Red, 11.5 US Men","NJG41","NJG41","197609834645","B0CKMJ3N14","$ 89.95","$ 89.95","$ 89.95","$ 89.95","$ 81.59","5","1479","5","$ 89.95","12.5 Women/11.5 Men","","Striped","Samba Indoor","Leather","fashion-sneakers","Size: 12.5 Women/11.5 Men; Color: Black/White/Vivid Red;","Black/White/Vivid Red","100","$ 90.00","1096","B0CKMRBH97","0197609834645","","$ 89.95","$ 90.00","20 %","$ 7.40","15 %","$ 13.49","$ 90.00","5","2023/10/06","adidas","","","Clothing, Shoes & Jewelry","adidas",""
"com","https://m.media-amazon.com/images/I/61d-XumbpkL.jpg;https://m.media-amazon.com/images/I/61qZNROzzVL.jpg;https://m.media-amazon.com/images/I/61HpHNWNi8L.jpg;https://m.media-amazon.com/images/I/611O2GYtoSL.jpg;https://m.media-amazon.com/images/I/613veK7H6sL.jpg;https://m.media-amazon.com/images/I/61fm3mleRcL.jpg;https://m.media-amazon.com/images/I/71QPmHEhGqL.jpg;https://m.media-amazon.com/images/I/71+iIF0iTFL.jpg","adidas Unisex Samba Indoor Sneaker, White/Black/Vivid Red, 9 US Men","NJG41","NJG41","197609830876","B0CKMK7YR7","$ 89.95","$ 89.95","$ 89.95","$ 89.95","$ 86.34","26","1510","6","$ 89.95","10 Women/9 Men","","Striped","Samba Indoor","Leather","soccer-shoes","Size: 10 Women/9 Men; Color: White/Black/Vivid Red;","White/Black/Vivid Red","600","$ 90.00","1112","B0CKMRBH97","0197609830876","","$ 89.95","$ 90.00","0 %","$ 7.48","15 %","$ 13.49","$ 90.00","6","2023/10/06","adidas","","","Clothing, Shoes & Jewelry","adidas",""
"com","https://m.media-amazon.com/images/I/61d-XumbpkL.jpg;https://m.media-amazon.com/images/I/61qZNROzzVL.jpg;https://m.media-amazon.com/images/I/61HpHNWNi8L.jpg;https://m.media-amazon.com/images/I/611O2GYtoSL.jpg;https://m.media-amazon.com/images/I/613veK7H6sL.jpg;https://m.media-amazon.com/images/I/61fm3mleRcL.jpg;https://m.media-amazon.com/images/I/71QPmHEhGqL.jpg;https://m.media-amazon.com/images/I/71+iIF0iTFL.jpg","adidas Unisex Samba Indoor Sneaker, White/Black/Vivid Red, 6.5 US Men","NJG41","NJG41","197609830982","B0CKMKD1FW","$ 89.95","$ 89.95","$ 89.95","$ 89.95","$ 88.05","39","1510","4","$ 89.95","7.5 Women/6.5 Men","","Striped","Samba Indoor","Leather","soccer-shoes","Size: 7.5 Women/6.5 Men; Color: White/Black/Vivid Red;","White/Black/Vivid Red","800","$ 90.00","1097","B0CKMRBH97","0197609830982","","$ 89.95","$ 90.00","9 %","$ 7.00","15 %","$ 13.49","$ 90.00","6","2023/10/06","adidas","","","Clothing, Shoes & Jewelry","adidas","High"
"com","https://m.media-amazon.com/images/I/71QMbnDxWUL.jpg;https://m.media-amazon.com/images/I/61HJ7Sh2bhL.jpg;https://m.media-amazon.com/images/I/61ed78lPW0L.jpg;https://m.media-amazon.com/images/I/61Ws8XLd3TL.jpg;https://m.media-amazon.com/images/I/61UiLvdwEjL.jpg;https://m.media-amazon.com/images/I/61drreuD4cL.jpg;https://m.media-amazon.com/images/I/61TVtuLIiML.jpg;https://m.media-amazon.com/images/I/71wakHq1GmL.jpg;https://m.media-amazon.com/images/I/71OnaZFAS8L.jpg","adidas Unisex Samba Indoor Sneaker, Black/White/Vivid Red, 8.5 US Men","NJG41","NJG41","197609834805","B0CKMKFVHD","$ 89.95","$ 89.95","$ 89.95","$ 89.94","$ 83.97","28","1492","5","$ 89.95","9.5 Women/8.5 Men","","Striped","Samba Indoor","Leather","fashion-sneakers","Size: 9.5 Women/8.5 Men; Color: Black/White/Vivid Red;","Black/White/Vivid Red","100","$ 90.00","1112","B0CKMRBH97","0197609834805","","$ 89.95","$ 90.00","0 %","$ 7.16","15 %","$ 13.49","$ 90.00","6","2023/10/06","adidas","","","Clothing, Shoes & Jewelry","adidas","High"
