"Locale","Image","Title","Product Codes: PartNumber","Model","Product Codes: UPC","ASIN","New, 3rd Party FBA: Current","New: Current","Buy Box 🚚: Current","Buy Box 🚚: 30 days avg.","Buy Box 🚚: 90 days avg.","Reviews: Rating Count - Format Specific","Reviews: Rating Count","New Offer Count: Current","Competitive Price Threshold","Size","Item Form","Pattern","Style","Material","Item Type","Variation Attributes","Color","Bought in past month","List Price: 90 days avg.","Sales Rank: Current","Parent ASIN","Product Codes: EAN","Product Codes: GTIN","Amazon: Current","Amazon: Highest","Amazon: 90 days OOS","FBA Pick&Pack Fee","Referral Fee %","Referral Fee based on current Buy Box price","List Price: 30 days avg.","Total Offer Count","Listed since","Brand","Brand Store Name","Brand Store URL Name","Categories: Root","Manufacturer","Return Rate"
"com","https://m.media-amazon.com/images/I/61m4iiAFv1L.jpg;https://m.media-amazon.com/images/I/618gcz46f-L.jpg;https://m.media-amazon.com/images/I/71eJWKa7Y7L.jpg;https://m.media-amazon.com/images/I/61MP79l0aJL.jpg;https://m.media-amazon.com/images/I/61OkYwuHlCL.jpg;https://m.media-amazon.com/images/I/41eLH3N0r9L.jpg;https://m.media-amazon.com/images/I/61FZHwNO9fL.jpg;https://m.media-amazon.com/images/I/61RVpFN-ssL.jpg;https://m.media-amazon.com/images/I/61Tl2ZmVRoL.jpg","New Balance Boy's 574 V1 New-B Hook and Loop Sneaker, Black/Silver Metallic, 6 Wide Toddler","NW574BK","nbnw574bk","196307211697","B09K4PBPYJ","","$ 95.82","","$ 59.95","$ 59.96","1","240","1","$ 59.95","6 Wide Toddler","","","Classic With Modern Touch","Suede","fashion-sneakers","Size: 6 Wide Toddler; Color: Black/Silver Metallic;","Black/Silver Metallic","","$ 59.99","27179","B0CTRTC291","0196307211697","","","$ 59.99","27 %","$ 4.99","15 %","-","$ 59.99","1","2021/10/22","New Balance","","","Clothing, Shoes & Jewelry","New Balance",""
"com","https://m.media-amazon.com/images/I/61m4iiAFv1L.jpg;https://m.media-amazon.com/images/I/618gcz46f-L.jpg;https://m.media-amazon.com/images/I/71eJWKa7Y7L.jpg;https://m.media-amazon.com/images/I/61MP79l0aJL.jpg;https://m.media-amazon.com/images/I/61OkYwuHlCL.jpg;https://m.media-amazon.com/images/I/41eLH3N0r9L.jpg;https://m.media-amazon.com/images/I/61FZHwNO9fL.jpg;https://m.media-amazon.com/images/I/61RVpFN-ssL.jpg;https://m.media-amazon.com/images/I/61Tl2ZmVRoL.jpg","New Balance Boy's 574 V1 New-B Hook and Loop Sneaker, Black/Silver Metallic, 5 Wide Toddler","NW574BK","NW574BK","196307211673","B09K4PSGCK","","$ 95.82","","$ 59.95","$ 59.96","-","242","1","$ 59.95","5 Wide Toddler","","","574 V1 New-b Hook and Loop","Suede","fashion-sneakers","Size: 5 Wide Toddler; Color: Black/Silver Metallic;","Black/Silver Metallic","","$ 59.99","27166","B0CTRTC291","0196307211673","","","$ 59.99","13 %","$ 4.55","15 %","-","$ 59.99","1","2021/10/22","New Balance","","","Clothing, Shoes & Jewelry","New Balance",""
"com","https://m.media-amazon.com/images/I/61m4iiAFv1L.jpg;https://m.media-amazon.com/images/I/618gcz46f-L.jpg;https://m.media-amazon.com/images/I/71eJWKa7Y7L.jpg;https://m.media-amazon.com/images/I/61MP79l0aJL.jpg;https://m.media-amazon.com/images/I/61OkYwuHlCL.jpg;https://m.media-amazon.com/images/I/41eLH3N0r9L.jpg;https://m.media-amazon.com/images/I/61FZHwNO9fL.jpg;https://m.media-amazon.com/images/I/61RVpFN-ssL.jpg;https://m.media-amazon.com/images/I/61Tl2ZmVRoL.jpg","New Balance Boy's 574 V1 New-B Hook and Loop Sneaker, Black/Silver Metallic, 9 Wide Toddler","NW574BK","NW574BK","196307211758","B09K4RY1SH","","$ 95.82","","$ 59.95","$ 59.96","1","242","1","$ 59.95","9 Wide Toddler","","","574 V1 New-b Hook and Loop","Rubber","fashion-sneakers","Size: 9 Wide Toddler; Color: Black/Silver Metallic;","Black/Silver Metallic","","$ 59.99","27190","B0CTRTC291","0196307211758","","","$ 59.99","17 %","$ 5.37","15 %","-","$ 59.99","1","2021/10/22","New Balance","","","Clothing, Shoes & Jewelry","New Balance",""
"com","https://m.media-amazon.com/images/I/61m4iiAFv1L.jpg;https://m.media-amazon.com/images/I/618gcz46f-L.jpg;https://m.media-amazon.com/images/I/71eJWKa7Y7L.jpg;https://m.media-amazon.com/images/I/61MP79l0aJL.jpg;https://m.media-amazon.com/images/I/61OkYwuHlCL.jpg;https://m.media-amazon.com/images/I/41eLH3N0r9L.jpg;https://m.media-amazon.com/images/I/61FZHwNO9fL.jpg;https://m.media-amazon.com/images/I/61RVpFN-ssL.jpg;https://m.media-amazon.com/images/I/61Tl2ZmVRoL.jpg","New Balance Boy's 574 V1 New-B Hook and Loop Sneaker, Black/Silver Metallic, 7 Wide Toddler","NW574BK","NW574BK","196307211710","B09K4T6DBK","","$ 95.82","","$ 59.95","$ 59.96","-","240","1","$ 59.95","7 Wide Toddler","","","574 V1 New-b Hook and Loop","Rubber","fashion-sneakers","Size: 7 Wide Toddler; Color: Black/Silver Metallic;","Black/Silver Metallic","","$ 59.99","27179","B0CTRTC291","0196307211710","","","$ 59.99","14 %","$ 5.37","15 %","-","$ 59.99","1","2021/10/22","New Balance","","","Clothing, Shoes & Jewelry","New Balance",""
"com","https://m.media-amazon.com/images/I/614h2gVJuxL.jpg;https://m.media-amazon.com/images/I/61NB+pZHO+L.jpg;https://m.media-amazon.com/images/I/51ITWvfKPYL.jpg;https://m.media-amazon.com/images/I/71oc54UBhYL.jpg;https://m.media-amazon.com/images/I/71YZwBJ5jQL.jpg","Nike Women's Air Max 270 Light Soft Pink/Black (AH6789 604) - 12","AH6789 604","AH6789","195869206394","B0B5JRPHK5","$ 145.10","$ 130.48","$ 134.99","$ 134.84","$ 136.87","1","2","4","$ 170.00","12","","","Nike Air Max 270 Women's Shoes","","road-running-shoes","Size: 12; Color: Light Soft Pink Black Pink Oxford;","Light Soft Pink Black Pink Oxford","","$ 144.95","27619","B07BSBKPL6","0195869206394","","","","100 %","$ 7.40","15 %","$ 20.25","$ 144.95","4","2023/02/08","Nike","","","Clothing, Shoes & Jewelry","Nike",""
"com","https://m.media-amazon.com/images/I/614h2gVJuxL.jpg;https://m.media-amazon.com/images/I/61NB+pZHO+L.jpg;https://m.media-amazon.com/images/I/51ITWvfKPYL.jpg;https://m.media-amazon.com/images/I/71oc54UBhYL.jpg;https://m.media-amazon.com/images/I/71YZwBJ5jQL.jpg","NIKE Women's Air Max 270 Shoes, Light Soft Pink/Black, 11.5","AH6789 604","AH6789","195869206387","B0B5JTFHTH","$ 142.39","$ 134.90","$ 142.39","$ 139.93","$ 139.88","5","6","7","$ 170.00","11.5","","","Sneaker","Rubber","road-running-shoes","Size: 11.5; Color: Light Soft Pink Black Pink Oxford;","Light Soft Pink Black Pink Oxford","","$ 381.54","27682","B07BSBKPL6","0195869206387","00195869206387","","","100 %","$ 7.40","15 %","$ 21.36","$ 381.54","7","2022/10/05","Nike","","","Clothing, Shoes & Jewelry","Nike",""
"com","https://m.media-amazon.com/images/I/614h2gVJuxL.jpg;https://m.media-amazon.com/images/I/61NB+pZHO+L.jpg;https://m.media-amazon.com/images/I/51ITWvfKPYL.jpg;https://m.media-amazon.com/images/I/71oc54UBhYL.jpg;https://m.media-amazon.com/images/I/71YZwBJ5jQL.jpg","Nike Women's Air Max 270 Running, Light Soft Pink/Pink Oxford-de, 11","AH6789 604","AH6789","195869206370","B0B5HWVVNV","$ 170.00","$ 170.00","$ 170.00","$ 161.94","$ 148.83","4","8","6","$ 170.00","11","","","Nike Air Max 270 Women's Shoes","Ethylene Vinyl Acetate","road-running-shoes","Size: 11; Color: Light Soft Pink Black Pink Oxford;","Light Soft Pink Black Pink Oxford","","$ 175.00","27804","B07BSBKPL6","0195869206370","00195869206370","","","100 %","$ 7.16","15 %","$ 25.50","$ 175.00","6","2022/10/05","Nike","","","Clothing, Shoes & Jewelry","Nike",""
"com","https://m.media-amazon.com/images/I/614h2gVJuxL.jpg;https://m.media-amazon.com/images/I/61NB+pZHO+L.jpg;https://m.media-amazon.com/images/I/51ITWvfKPYL.jpg;https://m.media-amazon.com/images/I/71oc54UBhYL.jpg;https://m.media-amazon.com/images/I/71YZwBJ5jQL.jpg","Nike Women's Air Max 270 Running, Light Soft Pink/Pink Oxford-de, 10.5","AH6789-604","AH6789-604","195869206363","B0B5JS6RC7","","$ 210.00","","","$ 146.65","4","4","1","$ 154.95","10.5","","","Modern","Synthetic","road-running-shoes","Size: 10.5; Color: Light Soft Pink Black Pink Oxford;","Light Soft Pink Black Pink Oxford","","$ 381.54","27619","B07BSBKPL6","0195869206363","","","","100 %","$ 7.32","15 %","-","$ 381.54","1","2022/10/04","Nike","","","Clothing, Shoes & Jewelry","NIKE",""
"com","https://m.media-amazon.com/images/I/614h2gVJuxL.jpg;https://m.media-amazon.com/images/I/61NB+pZHO+L.jpg;https://m.media-amazon.com/images/I/51ITWvfKPYL.jpg;https://m.media-amazon.com/images/I/71oc54UBhYL.jpg;https://m.media-amazon.com/images/I/71YZwBJ5jQL.jpg","NIKE Women's Air Max 270 Shoes, Light Soft Pink/Black, 6","AH6789 604","AH6789","195869206271","B0B1YDG5F4","$ 169.43","$ 169.77","$ 169.77","$ 169.13","$ 165.66","3","4","12","$ 170.00","6","","","Modern","Synthetic","road-running-shoes","Size: 6; Color: Light Soft Pink Black Pink Oxford;","Light Soft Pink Black Pink Oxford","","$ 169.99","27718","B07BSBKPL6","0195869206271","","","","100 %","$ 7.88","15 %","$ 25.47","$ 169.99","12","2022/11/13","Nike","","","Clothing, Shoes & Jewelry","Nike",""
"com","https://m.media-amazon.com/images/I/51S6-GkvyXS.jpg;https://m.media-amazon.com/images/I/31j+Erq8zaL.jpg;https://m.media-amazon.com/images/I/31vHYaim4dL.jpg;https://m.media-amazon.com/images/I/612KlEHD6WL.jpg;https://m.media-amazon.com/images/I/71-dnBgbx0L.jpg;https://m.media-amazon.com/images/I/61TMI-TDRkL.jpg;https://m.media-amazon.com/images/I/31n+YG37llL.jpg;https://m.media-amazon.com/images/I/31viQdGMiiL.jpg;https://m.media-amazon.com/images/I/31JqZyBAOrL.jpg;https://m.media-amazon.com/images/I/31BZcRNECjL.jpg","Nike Women's Stockings Sneaker, Black Black Anthracite White 001, 6.5","AH6789","AH6789","888413779764","B079QLBF8Q","$ 148.49","$ 147.54","$ 147.54","$ 157.44","$ 153.18","129","135","18","$ 170.00","6.5","","Monochrome","Stockings","Mesh","road-running-shoes","Size: 6.5; Color: Black Anthracite White 001;","Black Anthracite White 001","","$ 160.00","27804","B07BSBKPL6","0888413779764","00888413779764","","","100 %","$ 7.16","15 %","$ 22.13","$ 160.00","18","2018/03/05","Nike","","","Clothing, Shoes & Jewelry","Nike",""
"com","https://m.media-amazon.com/images/I/51S6-GkvyXS.jpg;https://m.media-amazon.com/images/I/31j+Erq8zaL.jpg;https://m.media-amazon.com/images/I/31vHYaim4dL.jpg;https://m.media-amazon.com/images/I/612KlEHD6WL.jpg;https://m.media-amazon.com/images/I/71-dnBgbx0L.jpg;https://m.media-amazon.com/images/I/61TMI-TDRkL.jpg;https://m.media-amazon.com/images/I/31n+YG37llL.jpg;https://m.media-amazon.com/images/I/31viQdGMiiL.jpg;https://m.media-amazon.com/images/I/31JqZyBAOrL.jpg;https://m.media-amazon.com/images/I/31BZcRNECjL.jpg","NIKE Women's Running Shoes for Asphalt, Black, Black, Anthracite, White 001, 9.5","AH6789","AH6789","888413779825","B079QKP3H3","$ 160.00","$ 160.00","","$ 143.65","$ 144.19","95","104","8","$ 142.00","9.5","","Solid","Running Shoes for Asphalt","Canvas","fashion-sneakers","Size: 9.5; Color: Black Anthracite White 001;","Black Anthracite White 001","","$ 151.25","28287","B07BSBKPL6","0888413779825","","","","100 %","$ 7.56","15 %","-","$ 151.25","8","2018/02/22","Nike","","","Clothing, Shoes & Jewelry","Nike",""
"com","https://m.media-amazon.com/images/I/618AFbTb6AL.jpg","Nike J Guard (White, Medium)","101","SP0040","676556838888","B006YBQI2I","$ 18.39","$ 16.89","$ 16.92","$ 17.31","$ 17.35","-","268","9","-","Medium","","","Compact","Ethylene Vinyl Acetate (EVA)","polo-knee-guards","","White","200","$ 17.99","27557","","0676556838888","","","","100 %","$ 4.99","15.01 %","$ 2.54","$ 17.99","9","2012/01/15","Nike","","","Sports & Outdoors","Nike",""
"com","https://m.media-amazon.com/images/I/51S6-GkvyXS.jpg;https://m.media-amazon.com/images/I/31j+Erq8zaL.jpg;https://m.media-amazon.com/images/I/31vHYaim4dL.jpg;https://m.media-amazon.com/images/I/612KlEHD6WL.jpg;https://m.media-amazon.com/images/I/71-dnBgbx0L.jpg;https://m.media-amazon.com/images/I/61TMI-TDRkL.jpg;https://m.media-amazon.com/images/I/31n+YG37llL.jpg;https://m.media-amazon.com/images/I/31viQdGMiiL.jpg;https://m.media-amazon.com/images/I/31JqZyBAOrL.jpg;https://m.media-amazon.com/images/I/31BZcRNECjL.jpg","Nike Women's Low-top Trainer Sneakers, Black Anthracite White 001, 11","AH6789","AH6789","888413779856","B079QGVPB9","","$ 153.95","$ 154.96","$ 152.21","$ 145.03","28","30","8","$ 142.00","11","","Solid","Low-top Trainer","Cotton","fashion-sneakers","Size: 11; Color: Black Anthracite White 001;","Black Anthracite White 001","","","27804","B07BSBKPL6","0888413779856","","","","100 %","$ 7.40","15 %","$ 23.24","","8","2018/02/22","Nike","","","Clothing, Shoes & Jewelry","Nike",""
"com","https://m.media-amazon.com/images/I/51S6-GkvyXS.jpg;https://m.media-amazon.com/images/I/31j+Erq8zaL.jpg;https://m.media-amazon.com/images/I/31vHYaim4dL.jpg;https://m.media-amazon.com/images/I/612KlEHD6WL.jpg;https://m.media-amazon.com/images/I/71-dnBgbx0L.jpg;https://m.media-amazon.com/images/I/61TMI-TDRkL.jpg;https://m.media-amazon.com/images/I/31n+YG37llL.jpg;https://m.media-amazon.com/images/I/31viQdGMiiL.jpg;https://m.media-amazon.com/images/I/31JqZyBAOrL.jpg;https://m.media-amazon.com/images/I/31BZcRNECjL.jpg","Nike Women's Stockings Fitness Shoes, Black Black Anthracite White 001, 11.5 US","AH6789_001","AH6789","888413779863","B079QPN8WK","$ 151.74","$ 151.25","$ 151.48","$ 144.77","$ 137.16","6","6","13","$ 159.95","10.5","","Solid","Stockings","Mesh","fashion-sneakers","Size: 10.5; Color: Black Anthracite White 001;","Black Anthracite White 001","","$ 311.15","28032","B07BSBKPL6","0888413779863","","","","100 %","$ 7.24","15 %","$ 22.72","$ 311.15","13","2022/05/08","Nike","","","Clothing, Shoes & Jewelry","Nike",""
"com","https://m.media-amazon.com/images/I/81d0FiKm6NL.jpg;https://m.media-amazon.com/images/I/31crt0gH2BL.jpg;https://m.media-amazon.com/images/I/41pxT+sVYgL.jpg;https://m.media-amazon.com/images/I/81w3n6-RNbL.jpg;https://m.media-amazon.com/images/I/711CW6LC3vL.jpg;https://m.media-amazon.com/images/I/71MLkJMflZL.jpg;https://m.media-amazon.com/images/I/311meqElwXL.jpg;https://m.media-amazon.com/images/I/31BUDpnvd0L.jpg;https://m.media-amazon.com/images/I/31xWgFI+QBL.jpg;https://m.media-amazon.com/images/I/31i24TO7s7L.jpg;https://m.media-amazon.com/images/I/41PYLbHNwpL.jpg","Nike Women's Stockings Sneaker, Black, 9.5 AU","AH6789_006","AH6789","887226241901","B07G7TYHYF","$ 146.74","$ 144.00","$ 144.29","$ 155.50","$ 139.91","76","79","10","$ 170.00","10","","Monochrome","Stockings","Synthetic Fabric","road-running-shoes","Size: 10; Color: White;","White","","$ 149.20","27804","B07BSBKPL6","0887226241901","00887226241901","","","100 %","$ 7.40","15 %","$ 21.64","$ 150.00","10","2018/08/06","Nike","","","Clothing, Shoes & Jewelry","Nike",""
"com","https://m.media-amazon.com/images/I/614h2gVJuxL.jpg;https://m.media-amazon.com/images/I/61NB+pZHO+L.jpg;https://m.media-amazon.com/images/I/51ITWvfKPYL.jpg;https://m.media-amazon.com/images/I/71oc54UBhYL.jpg;https://m.media-amazon.com/images/I/71YZwBJ5jQL.jpg","NIKE Women's Air Max 270 Shoes, Light Soft Pink/Black, 7","AH6789 604","AH6789-604","195869206295","B0B1YDYBY2","$ 131.99","$ 132.39","$ 132.39","$ 136.80","$ 145.23","32","44","30","$ 170.00","7","","","Nike Air Max 270 Women's Shoes","","road-running-shoes","Size: 7; Color: Light Soft Pink Black Pink Oxford;","Light Soft Pink Black Pink Oxford","50","$ 139.35","27874","B07BSBKPL6","0195869206295","","","","100 %","$ 7.08","15 %","$ 19.86","$ 139.00","30","2022/10/11","Nike","","","Clothing, Shoes & Jewelry","Nike",""
"com","https://m.media-amazon.com/images/I/614h2gVJuxL.jpg;https://m.media-amazon.com/images/I/61NB+pZHO+L.jpg;https://m.media-amazon.com/images/I/51ITWvfKPYL.jpg;https://m.media-amazon.com/images/I/71oc54UBhYL.jpg;https://m.media-amazon.com/images/I/71YZwBJ5jQL.jpg","Nike Women's Air Max 270 Running, Light Soft Pink/Pink Oxford-de, 8","AH6789 604","AH6789-604","195869206318","B0B1YFPQLN","$ 139.55","$ 139.55","$ 145.00","$ 132.50","$ 138.66","31","41","23","$ 170.00","8","","","Race","Synthetic/Mesh","road-running-shoes","Size: 8; Color: Light Soft Pink Black Pink Oxford;","Light Soft Pink Black Pink Oxford","50","$ 154.00","27682","B07BSBKPL6","0195869206318","00195869206318","","","100 %","$ 7.08","15 %","$ 21.75","$ 154.00","23","2022/08/17","Nike","","","Clothing, Shoes & Jewelry","Nike",""
"com","https://m.media-amazon.com/images/I/71RdnMDub3L.jpg;https://m.media-amazon.com/images/I/614h2gVJuxL.jpg;https://m.media-amazon.com/images/I/61NB+pZHO+L.jpg;https://m.media-amazon.com/images/I/51ITWvfKPYL.jpg;https://m.media-amazon.com/images/I/71YZwBJ5jQL.jpg;https://m.media-amazon.com/images/I/71oc54UBhYL.jpg","Nike Women's Air Max 270 Running shoe, Light Soft Pink/Pink Oxford-de, 10","AH6789 604","AH6789","195869206356","B0B1YDJH9C","$ 144.99","$ 144.99","$ 144.99","$ 136.62","$ 137.39","19","26","9","$ 170.00","10","","","Shoes","Mesh","road-running-shoes","Size: 10; Color: Light Soft Pink Black Pink Oxford;","Light Soft Pink Black Pink Oxford","","$ 142.00","27804","B07BSBKPL6","0195869206356","00195869206356","","","100 %","$ 7.40","15 %","$ 21.75","$ 142.00","9","2022/08/10","Nike","","","Clothing, Shoes & Jewelry","Nike",""
"com","https://m.media-amazon.com/images/I/51S6-GkvyXS.jpg;https://m.media-amazon.com/images/I/31j+Erq8zaL.jpg;https://m.media-amazon.com/images/I/31vHYaim4dL.jpg;https://m.media-amazon.com/images/I/612KlEHD6WL.jpg;https://m.media-amazon.com/images/I/71-dnBgbx0L.jpg;https://m.media-amazon.com/images/I/61TMI-TDRkL.jpg;https://m.media-amazon.com/images/I/31n+YG37llL.jpg;https://m.media-amazon.com/images/I/31viQdGMiiL.jpg;https://m.media-amazon.com/images/I/31JqZyBAOrL.jpg;https://m.media-amazon.com/images/I/31BZcRNECjL.jpg","Nike Women's Low-Top Sneaker, Black Black Anthracite WHI 001, 8.5","AH6789","AH6789","888413779801","B079QMJFXV","","$ 189.99","","$ 155.64","$ 144.92","201","212","11","$ 170.00","8.5","","Monochrome","Low-Top","Mesh","road-running-shoes","Size: 8.5; Color: Black Anthracite White 001;","Black Anthracite White 001","","$ 160.00","27804","B07BSBKPL6","0888413779801","","","","100 %","$ 7.16","15 %","-","$ 160.00","11","2018/02/22","Nike","","","Clothing, Shoes & Jewelry","Nike",""
"com","https://m.media-amazon.com/images/I/51S6-GkvyXS.jpg;https://m.media-amazon.com/images/I/31j+Erq8zaL.jpg;https://m.media-amazon.com/images/I/31vHYaim4dL.jpg;https://m.media-amazon.com/images/I/612KlEHD6WL.jpg;https://m.media-amazon.com/images/I/71-dnBgbx0L.jpg;https://m.media-amazon.com/images/I/61TMI-TDRkL.jpg;https://m.media-amazon.com/images/I/31n+YG37llL.jpg;https://m.media-amazon.com/images/I/31viQdGMiiL.jpg;https://m.media-amazon.com/images/I/31JqZyBAOrL.jpg;https://m.media-amazon.com/images/I/31BZcRNECjL.jpg","Nike Women's Air Max 270, Black / Anthracite-white, 7","AH6789","AH6789","888413779771","B079QHVX6Q","","$ 204.00","","$ 154.18","$ 148.26","183","188","10","$ 170.00","7","","Solid","Running Shoes for Asphalt","Rubber","fashion-sneakers","Size: 7; Color: Black Anthracite White 001;","Black Anthracite White 001","","$ 160.00","27804","B07BSBKPL6","8884137797710, 0888413779771","","","$ 156.82","100 %","$ 7.16","15 %","-","$ 160.00","10","2018/03/05","Nike","","","Clothing, Shoes & Jewelry","Nike",""
"com","https://m.media-amazon.com/images/I/51S6-GkvyXS.jpg;https://m.media-amazon.com/images/I/31j+Erq8zaL.jpg;https://m.media-amazon.com/images/I/31vHYaim4dL.jpg;https://m.media-amazon.com/images/I/612KlEHD6WL.jpg;https://m.media-amazon.com/images/I/71-dnBgbx0L.jpg;https://m.media-amazon.com/images/I/61TMI-TDRkL.jpg;https://m.media-amazon.com/images/I/31n+YG37llL.jpg;https://m.media-amazon.com/images/I/31viQdGMiiL.jpg;https://m.media-amazon.com/images/I/31JqZyBAOrL.jpg;https://m.media-amazon.com/images/I/31BZcRNECjL.jpg","NIKE Women's Athletic Shoes, W-Air Max 270 Black, Black, Anthracite, White 10 US/ 7.5 UK","AH6789_001","AH6789","888413779832","B079QLBXFC","","$ 204.00","","$ 139.46","$ 138.62","81","88","7","$ 142.00","10","","Solid","Modern Sporty","Faux Leather","fashion-sneakers","Size: 10; Color: Black Anthracite White 001;","Black Anthracite White 001","","$ 160.00","27804","B07BSBKPL6","0888413779832","","","$ 160.00","100 %","$ 7.32","15 %","-","$ 160.00","7","2018/02/22","Nike","","","Clothing, Shoes & Jewelry","Nike",""
"com","https://m.media-amazon.com/images/I/81GbVZK+4yL.jpg;https://m.media-amazon.com/images/I/81NsQp2QrWL.jpg;https://m.media-amazon.com/images/I/71exRtu4vSL.jpg;https://m.media-amazon.com/images/I/91oMJY7Hs1L.jpg;https://m.media-amazon.com/images/I/71y23RFHrJL.jpg;https://m.media-amazon.com/images/I/81p+qdwgbuL.jpg;https://m.media-amazon.com/images/I/718P2hOK-EL.jpg","Crocs Classic Clogs (Little Kid/Big Kid) Navy 3 Little Kid M","204536_001","206991-410","191448735057","B09645FVCV","$ 39.95","$ 39.95","$ 39.95","$ 39.88","$ 39.87","528","6473","4","$ 39.99","3 Little Kid","","Solid","Classic Clogs (Little Kid/Big Kid)","Plastic","clogs-and-mules-shoes","Size: 3 Little Kid; Color: Navy;","Navy","50","$ 39.98","26653","B0037KMTD6","0191448053335, 0191448735057","","$ 39.99","$ 40.00","60 %","$ 6.62","14.99 %","$ 5.99","$ 39.95","4","2021/05/28","Crocs","Crocs","Crocs","Clothing, Shoes & Jewelry","Crocs",""
"com","https://m.media-amazon.com/images/I/81GbVZK+4yL.jpg;https://m.media-amazon.com/images/I/81NsQp2QrWL.jpg;https://m.media-amazon.com/images/I/71exRtu4vSL.jpg;https://m.media-amazon.com/images/I/91oMJY7Hs1L.jpg;https://m.media-amazon.com/images/I/71y23RFHrJL.jpg;https://m.media-amazon.com/images/I/81p+qdwgbuL.jpg;https://m.media-amazon.com/images/I/718P2hOK-EL.jpg","Crocs Classic Clogs (Little Kid/Big Kid) Navy 2 Little Kid M","204536_001","206991-410","191448735040","B09641789Z","$ 39.95","$ 39.95","$ 39.95","$ 35.59","$ 37.16","434","6473","3","$ 39.95","2 Little Kid","","solid","Classic Clogs (Little Kid/Big Kid)","Plastic","clogs-and-mules-shoes","Size: 2 Little Kid; Color: Navy;","Navy","50","$ 39.97","26906","B0037KMTD6","0191448735040, 0191448053328","","","$ 40.00","51 %","$ 7.00","15.01 %","$ 6.00","$ 39.95","3","2021/05/28","Crocs","Crocs","Crocs","Clothing, Shoes & Jewelry","Crocs",""
"com","https://m.media-amazon.com/images/I/715b4hOcE4L.jpg;https://m.media-amazon.com/images/I/71Hhla-++lL.jpg;https://m.media-amazon.com/images/I/7137rer8oTL.jpg;https://m.media-amazon.com/images/I/61jwSs+I4jL.jpg;https://m.media-amazon.com/images/I/51uJPfj+LQL.jpg;https://m.media-amazon.com/images/I/61XkQi5wBcL.jpg","DC Mens Court Graffik Skate Shoe, White/Black/Black,11","300529","300529-WLK","191282814178, 753440755497","B081SJFCFQ","","$ 58.09","$ 63.08","$ 63.52","$ 63.50","182","9488","10","$ 69.95","11","","Solid","Court Graffik Casual Low Top Skate Shoe Sneaker","Suede","skateboarding-shoes","Size: 11; Color: White/Black/Black;","White/Black/Black","","$ 65.00","28569","B0DHLD5FGZ","0753440755497, 0191282814178","","","$ 70.00","100 %","$ 7.32","15 %","$ 9.46","$ 65.00","10","2019/11/20","DC","DC","DCShoes","Clothing, Shoes & Jewelry","DC",""
"com","https://m.media-amazon.com/images/I/715b4hOcE4L.jpg;https://m.media-amazon.com/images/I/71Hhla-++lL.jpg;https://m.media-amazon.com/images/I/7137rer8oTL.jpg;https://m.media-amazon.com/images/I/61jwSs+I4jL.jpg;https://m.media-amazon.com/images/I/51uJPfj+LQL.jpg;https://m.media-amazon.com/images/I/61XkQi5wBcL.jpg","DC Mens Court Graffik Skate Shoe, White/Black/Black,13","300529-WLK","300529-WLK","191282814215","B081SJBG5J","","$ 64.78","$ 67.44","$ 65.48","$ 64.08","110","9488","8","$ 69.95","13","","Solid","Court Graffik Casual Low Top Skate Shoe Sneaker","Nubuck leather and textile","skateboarding-shoes","Size: 13; Color: White/Black/Black;","White/Black/Black","","$ 65.00","28565","B0DHLD5FGZ","0191282814215","00191282814215","","$ 70.00","95 %","$ 8.28","15 %","$ 10.12","$ 65.00","8","2019/11/20","DC","DC","DCShoes","Clothing, Shoes & Jewelry","DC",""
"com","https://m.media-amazon.com/images/I/715fiNSHyoL.jpg;https://m.media-amazon.com/images/I/61Vi1w5+xyL.jpg;https://m.media-amazon.com/images/I/51ox43jcBuL.jpg;https://m.media-amazon.com/images/I/5134zfixlNL.jpg;https://m.media-amazon.com/images/I/61RGYpkTX+L.jpg;https://m.media-amazon.com/images/I/61uOyq8y2sL.jpg","DC mens Court Graffik Casual Skate Shoe, Black/Black/Black, 9.5 US","300529-3BK-9.5 D D US","300529-3BK","886434908903","B006IYR2BM","","$ 69.95","$ 69.95","$ 62.37","$ 61.62","513","9488","4","$ 69.95","9.5","","solid","Court Graffik Casual Low Top Skate Shoe Sneaker","synthetic","skateboarding-shoes","Size: 9.5; Color: Black/Black/Black;","Black/Black/Black","50","$ 60.00","28569","B0DHLD5FGZ","0886434908903","","$ 69.95","$ 69.99","16 %","$ 7.56","15 %","$ 10.49","$ 60.00","4","2012/01/24","DC","DC","DCShoes","Clothing, Shoes & Jewelry","DC","Low"
