UPC,ASIN,Title,Cost,Price,Profit,ROI,Offers,Sales Rank,Size,Color, Source, Tag
196265881888,B0D613PJ1H,"Crocs Unisex Classic Clog Mystic Purple Men's 6, Women's 8 Medium",31.99,49.9900016784668,3.500001678466802,10.940924284047522%,5,1,8 Women/6 Men,Mystic Purple,https://www.shopwss.com/products/10001_5bn?variant=41083645100087,eligible-discount
196265881864,B0D618V9CZ,"Crocs Unisex Classic Clog Mystic Purple Men's 4, Women's 6 Medium",31.99,49.9900016784668,4.290001640319829,13.410445890340197%,1,1,6 Women/4 Men,Mystic Purple,https://www.shopwss.com/products/10001_5bn?variant=41083645034551,eligible-discount
196265881857,B0D619RMRY,"Crocs Unisex Classic Clog Mystic Purple Men's 3, Women's 5 M",31.99,0,0,,1,1,5 Women/3 Men,Mystic Purple,https://www.shopwss.com/products/10001_5bn?variant=41083645067319,eligible-discount
196265881871,B0D61GKX9R,"Crocs Unisex Classic Clog Mystic Purple Men's 5, Women's 7 Medium",31.99,49.029998779296875,2.609998950958257,8.158796345602555%,4,1,7 Women/5 Men,Mystic Purple,https://www.shopwss.com/products/10001_5bn?variant=41083645001783,eligible-discount
196265881901,B0D61KWFPJ,"Crocs Unisex Classic Clog Mystic Purple Men's 8, Women's 10 Medium",31.99,49.08000183105469,2.6500017738342336,8.283844244558406%,3,1,10 Women/8 Men,Mystic Purple,https://www.shopwss.com/products/10001_5bn?variant=41083645165623,eligible-discount
196265881895,B0D61L67NL,"Crocs Unisex Classic Clog Mystic Purple Men's 7, Women's 9 Medium",31.99,49.9900016784668,2.940001735687261,9.190377416965493%,2,1,9 Women/7 Men,Mystic Purple,https://www.shopwss.com/products/10001_5bn?variant=41083645132855,eligible-discount
841158003280,B00401ZK0U,"Crocs Unisex Classic Clog Emerald Mens 7, Womens 9 Medium",25.59,49.95000076293945,11.880001220703122,46.4243892954401%,2,1,9 Women/7 Men,Emerald,https://www.shopwss.com/products/10001_302?variant=40951277682743,eligible-discount
196265891825,B0CXGHFY6Z,"Crocs Unisex Classic Clog Emerald Mens 9, Womens 11 Medium",25.59,0,0,,1,1,11 Women/9 Men,Emerald,https://www.shopwss.com/products/10001_302?variant=40951277748279,eligible-discount
841158003273,B004026UNK,"Crocs Unisex Classic Clog Emerald Mens 6, Womens 8 Medium",25.59,0,0,,3,1,8 Women/6 Men,Emerald,https://www.shopwss.com/products/10001_302?variant=40951277649975,eligible-discount
196265891771,B0CXG7RT5L,"Crocs Unisex Classic Clog Emerald Mens 10, Womens 12 Medium",25.59,0,0,,2,1,12 Women/10 Men,Emerald,https://www.shopwss.com/products/10001_302?variant=40951277781047,eligible-discount
196265891818,B0CXFWN3ND,"Crocs Unisex Classic Clog Emerald Mens 8, Womens 10 Medium",25.59,0,0,,2,1,10 Women/8 Men,Emerald,https://www.shopwss.com/products/10001_302?variant=40951277715511,eligible-discount
196265891788,B0CXFY16XN,"Crocs Unisex Classic Clog Emerald Mens 12, Womens 14 Medium",25.59,0,0,,3,1,14 Women/12 Men,Emerald,https://www.shopwss.com/products/10001_302?variant=40951277846583,eligible-discount
841158003327,B004026VO8,"Crocs Unisex Classic Clog Emerald Mens 11, Womens 13 Medium",25.59,0,0,,1,1,13 Women/11 Men,Emerald,https://www.shopwss.com/products/10001_302?variant=40951277813815,eligible-discount
841158003266,B00401ZJS8,"Crocs Unisex Classic Clog Emerald Mens 5, Womens 7 Medium",25.59,49.95000076293945,10.250001106262204,40.05471319367801%,1,1,7 Women/5 Men,Emerald,https://www.shopwss.com/products/10001_302?variant=40951277944887,eligible-discount
196265891795,B0CXFW6YBG,"Crocs Unisex Classic Clog Emerald Mens 13, Womens 15 Medium",25.59,0,0,,1,1,15 Women/13 Men,Emerald,https://www.shopwss.com/products/10001_302?variant=40951277879351,eligible-discount
196265891801,B0CXG4BP9T,"Crocs Unisex Classic Clog Emerald Mens 4, Womens 6 Medium",25.59,0,0,,2,1,6 Women/4 Men,Emerald,https://www.shopwss.com/products/10001_302?variant=40951277912119,eligible-discount
191448101685,B0728CNXWK,"Crocs Unisex-Adult Classic Clogs, Slate Grey, 12 Men/14 Women",31.99,39.95000076293945,-5.26999877929687,-16.473894277264364%,3,1,14 Women/12 Men,Slate Grey,https://www.shopwss.com/products/10001_0da?variant=41419650531383,eligible-discount
191448101791,B0725RV7G2,"Crocs Unisex-Adult Classic Clogs, Slate Grey, 9 Men/11 Women",31.99,39.95000076293945,-5.749998798370356,-17.974363233417805%,2,1,11 Women/9 Men,Slate Grey,https://www.shopwss.com/products/10001_0da?variant=41419650662455,eligible-discount
191448101784,B071FBKTRC,"Crocs Unisex-Adult Classic Clogs, Slate Grey, 8 Men/10 Women",31.99,46.709999084472656,0.7099988555908254,2.21943999872093%,8,1,10 Women/8 Men,Slate Grey,https://www.shopwss.com/products/10001_0da?variant=41419650629687,eligible-discount
191448101661,B071LJ1Z1Z,"Crocs Unisex-Adult Classic Clogs, Slate Grey, 10 Men/12 Women",31.99,49.95000076293945,2.990000972747808,9.34667387542297%,1,1,12 Women/10 Men,Slate Grey,https://www.shopwss.com/products/10001_0da?variant=41419650465847,eligible-discount
191448101777,B0728CNYBJ,"Crocs Unisex-Adult Classic Clogs, Slate Grey, 7 Men/9 Women",31.99,49.95000076293945,2.990000972747808,9.34667387542297%,2,1,9 Women/7 Men,Slate Grey,https://www.shopwss.com/products/10001_0da?variant=41419650596919,eligible-discount
191448101760,B0728CNXVY,Crocs Women's Classic Mule Slate Grey - 6 US Men/ 8 US Women M US,31.99,49.95000076293945,3.470000991821294,10.847142831576411%,4,1,8 Women/6 Men,Slate Grey,https://www.shopwss.com/products/10001_0da?variant=41419650564151,eligible-discount
883503185654,B0015259Z8,"Crocs Classic Clog,White,Women's 11 M US/Men's 9 M US",31.99,40.779998779296875,-5.050000896453852,-15.786185984538456%,9,1,11 Women/9 Men,White,https://www.shopwss.com/products/10001_100?variant=40942228701239,eligible-discount
883503185630,B001526RFY,"Crocs Unisex-Adult Classic Clogs, White, 7 Men/9 Women",31.99,41,-4.299999942779536,-13.44170035254622%,6,1,9 Women/7 Men,White,https://www.shopwss.com/products/10001_100?variant=40942228635703,eligible-discount
883503185647,B00152AGEW,"Crocs Unisex-Adult Classic Clogs, White, 8 Men/10 Women",31.99,40.81999969482422,-2.810000171661372,-8.78399553504649%,11,1,10 Women/8 Men,White,https://www.shopwss.com/products/10001_100?variant=40942228668471,eligible-discount
883503185616,B00152AGCY,"Crocs Unisex-Adult Classic Clogs, White, 5 Men/7 Women",31.99,40.91999816894531,-4.210001697540278,-13.160367919788305%,7,1,7 Women/5 Men,White,https://www.shopwss.com/products/10001_100?variant=40942228799543,eligible-discount
883503185661,B00152CJ60,"Crocs Classic Clog,White,Women's 12 M US/Men's 10 M US",31.99,39.95000076293945,-5.589998950958247,-17.474207411560634%,14,1,12 Women/10 Men,White,https://www.shopwss.com/products/10001_100?variant=40942228734007,eligible-discount
883503185678,B00152AGGA,"Crocs Classic Clog,White,Women's 13 M US/Men's 11 M US",31.99,39.95000076293945,-6.309998741149897,-19.724910100499837%,8,1,13 Women/11 Men,White,https://www.shopwss.com/products/10001_100?variant=40942228832311,eligible-discount
883503185609,B001526REU,"Crocs Unisex-Adult Classic Clogs, White, 4 Men/6 Women",31.99,41.95000076293945,-2.949999084472651,-9.221628898007662%,6,1,6 Women/4 Men,White,https://www.shopwss.com/products/10001_100?variant=40942228766775,eligible-discount
883503185623,B001526RFO,"Crocs Unisex-Adult Classic Clogs, White, 6 Men/8 Women",31.99,32,-11.870000114440913,-37.10534577818353%,10,1,8 Women/6 Men,White,https://www.shopwss.com/products/10001_100?variant=40942228602935,eligible-discount
883503185685,B001526RHC,"Crocs Unisex-Adult Classic Clogs, White, 12 Men/14 Women",31.99,38.5,-7.320000400543208,-22.88215192417383%,10,1,14 Women/12 Men,White,https://www.shopwss.com/products/10001_100?variant=40942228865079,eligible-discount
883503185692,B001526RIG,"Crocs Unisex-Adult Classic Clogs, White, 13 Men/15 Women",31.99,37.97999954223633,-7.110000362396235,-22.22569666269533%,11,1,15 Women/13 Men,White,https://www.shopwss.com/products/10001_100?variant=40942228897847,eligible-discount
191448101746,B071FBKTRQ,"Crocs Unisex-Adult Classic Clogs, Slate Grey, 4 Men/6 Women",31.99,39,-5.049999942779536,-15.786183003374605%,8,1,6 Women/4 Men,Slate Grey,https://www.shopwss.com/products/10001_0da?variant=41419651022903,eligible-discount
191448101753,B071FBKV8B,"Crocs Unisex Classic Clog, Slate Grey, 7 Women/5 Men",31.99,49.95000076293945,3.850001106262212,12.035014399069123%,4,1,7 Women/5 Men,Slate Grey,https://www.shopwss.com/products/10001_0da?variant=41419650695223,eligible-discount
191448101692,B071HXB8GZ,"Crocs Unisex-Adult Classic Clogs, Slate Grey, 13 Men/15 Women",31.99,49.900001525878906,2.5400016403198293,7.939986371740636%,1,1,15 Women/13 Men,Slate Grey,https://www.shopwss.com/products/10001_0da?variant=41419650924599,eligible-discount
196265528370,B0C7K2CZ56,"Crocs Unisex-Adult Classic Clog, Clogs for Women and Men, Latte, 4 Men/6 Women",31.99,39.63999938964844,-4.350000610351557,-13.598001282749477%,6,1,6 Women/4 Men,Latte,https://www.shopwss.com/products/10001_2q9?variant=40943168061495,eligible-discount
196265528394,B0C7K64C9V,"Crocs Unisex-Adult Classic Clog, Clogs for Women and Men, Latte, 6 Men/8 Women",31.99,39.95000076293945,-4.649998893737788,-14.535788976985897%,4,1,8 Women/6 Men,Latte,https://www.shopwss.com/products/10001_2q9?variant=40943168258103,eligible-discount
196265528387,B0C7K64C9W,"Crocs Unisex-Adult Classic Clog, Clogs for Women and Men, Latte, 5 Men/7 Women",31.99,43.34000015258789,-1.359999885559077,-4.251328182429124%,5,1,7 Women/5 Men,Latte,https://www.shopwss.com/products/10001_2q9?variant=40943168028727,eligible-discount
196265528400,B0C7KD3GKY,"Crocs Unisex-Adult Classic Clog, Clogs for Women and Men, Latte, 7 Men/9 Women",31.99,39.95000076293945,-5.509999027252192,-17.22412950063205%,3,1,9 Women/7 Men,Latte,https://www.shopwss.com/products/10001_2q9?variant=40943168323639,eligible-discount
196265528417,B0C7JYLGL3,"Crocs Unisex-Adult Classic Clog, Clogs for Women and Men, Latte, 8 Men/10 Women",31.99,40.439998626708984,-4.8600013160705515,-15.192251691374029%,6,1,10 Women/8 Men,Latte,https://www.shopwss.com/products/10001_2q9?variant=40943168389175,eligible-discount
841158002771,B0014C2PZG,"Crocs Unisex-Adult Classic Clogs, Navy, 12 Men/14 Women",31.99,46.91999816894531,0.32999826431274926,1.0315669406462935%,6,1,14 Women/12 Men,Navy,https://www.shopwss.com/products/10001_410?variant=40942227750967,eligible-discount
841158002726,B0014C3X2K,"Crocs Unisex-Adult Classic Clogs, Navy, 7 Men/9 Women",31.99,49.77000045776367,3.230000743865972,10.09690760820873%,5,1,9 Women/7 Men,Navy,https://www.shopwss.com/products/10001_410?variant=40942227816503,eligible-discount
841158002702,B0014C5UKI,"Crocs Unisex-Adult Classic Clogs, Navy, 5 Men/7 Women",31.99,44.95000076293945,-1.0199987792968699,-3.188492589236855%,7,1,7 Women/5 Men,Navy,https://www.shopwss.com/products/10001_410?variant=40942227914807,eligible-discount
841158002757,B0014C5USU,"Crocs Unisex-Adult Classic Clogs, Navy, 12 Women/10 Men",31.99,49.709999084472656,2.4599988555908254,7.689899517320492%,3,1,12 Women/10 Men,Navy,https://www.shopwss.com/products/10001_410?variant=40942227685431,eligible-discount
841158002740,B0014C3X5C,"Crocs Unisex-Adult Classic Clogs, Navy, 9 Men/11 Women",31.99,48.93000030517578,2.3600003814697317,7.377306600405538%,3,1,11 Women/9 Men,Navy,https://www.shopwss.com/products/10001_410?variant=40942227882039,eligible-discount
841158002719,B0014C5ULM,"Crocs Unisex-Adult Classic Clogs, Navy, 6 Men/8 Women",31.99,48.189998626708984,1.9699986076355032,6.158170077010014%,7,1,8 Women/6 Men,Navy,https://www.shopwss.com/products/10001_410?variant=40942227783735,eligible-discount
841158002788,B0014C5UVM,"Crocs Men's and Women's Classic Clog, Navy, 15 Women/13 Men",31.99,43.029998779296875,-3.450000991821284,-10.784623294220957%,6,1,15 Women/13 Men,Navy,https://www.shopwss.com/products/10001_410?variant=40942227980343,eligible-discount
841158002481,B0014BYHJE,"Crocs Unisex-Adult Classic Clogs, Black, 11 Men/13 Women",31.99,34.34000015258789,-10.0399997138977,-31.38480685807346%,17,1,13 Women/11 Men,Black,https://www.shopwss.com/products/10001-001?variant=40942213431351,eligible-discount
841158002467,B0014BYHGC,"Crocs Unisex-Adult Classic Clogs, Black, 9 Men/11 Women",31.99,40.099998474121094,-5.5500013732910105,-17.34917590900597%,13,1,11 Women/9 Men,Black,https://www.shopwss.com/products/10001-001?variant=40942213365815,eligible-discount
841158002443,B0014C0LSY,"Crocs Unisex-Adult Classic Clogs, Black, 9 Women/7 Men",31.99,40.720001220703125,-3.4299991035461375,-10.722097854161106%,10,1,9 Women/7 Men,Black,https://www.shopwss.com/products/10001-001?variant=40942213300279,eligible-discount
841158002498,B0014C2NKS,"Crocs Unisex-Adult Classic Clogs, Black, 12 Men/14 Women",31.99,39.95000076293945,-5.509999027252192,-17.22412950063205%,14,1,14 Women/12 Men,Black,https://www.shopwss.com/products/10001-001?variant=40942213464119,eligible-discount
841158002412,B0014BYH62,"Crocs Unisex-Adult Classic Clogs, Black, 4 Men/6 Women",31.99,39.9900016784668,-4.209998359680171,-13.160357485714819%,5,1,6 Women/4 Men,Black,https://www.shopwss.com/products/10001-001?variant=40942213595191,eligible-discount
841158002504,B0014BYHNK,"Crocs Unisex-Adult Classic Clogs, Black, 13 Men/15 Women",31.99,39.900001525878906,-5.959998359680171,-18.63081700431438%,5,1,15 Women/13 Men,Black,https://www.shopwss.com/products/10001-001?variant=40942213496887,eligible-discount
841158002429,B0014BYHA8,"Crocs Unisex-Adult Classic Clogs, Black, 5 Men/7 Women",31.99,38,-7.969999542236323,-24.91403420517763%,11,1,7 Women/5 Men,Black,https://www.shopwss.com/products/10001-001?variant=40942213529655,eligible-discount
841158002450,B0014C0LUC,"Crocs Unisex-Adult Classic Clogs, Black, 8 Men/10 Women",31.99,39.95000076293945,-5.509999027252192,-17.22412950063205%,7,1,10 Women/8 Men,Black,https://www.shopwss.com/products/10001-001?variant=40942213333047,eligible-discount
841158002436,B0014C2NBC,"Crocs unisex adult Men's and Women's Classic (Neutral Colors) Clog, Black, 8 Women 6 Men US",31.99,40.66999816894531,-4.500001659393305,-14.06690109219539%,10,1,8 Women/6 Men,Black,https://www.shopwss.com/products/10001-001?variant=40942213562423,eligible-discount
841158002474,B0014C5S7S,"Crocs Unisex-Adult Classic Clogs, Black, 10 Men/12 Women",31.99,0,0,,2,1,12 Women/10 Men,Black,https://www.shopwss.com/products/10001-001?variant=40942213398583,eligible-discount
195734776106,B091ZGKB8G,"adidas Unisex Shower Slide Sandal, Core Black/Core Black/Core Black, 9 US Men",12.79,18,-3.359999933242797,-26.27052332480686%,6,23,10 Women/9 Men,Core Black/Core Black/Core Black,https://www.shopwss.com/products/gz3772?variant=40942488551479,eligible-discount
195734776038,B091ZHLQB9,"adidas Unisex Shower Slide Sandal, Core Black/Core Black/Core Black, 15 US Men",12.79,18,-4.729999818801879,-36.982015784221105%,2,23,16 Women/15 Men,Core Black/Core Black/Core Black,https://www.shopwss.com/products/gz3772?variant=40942488846391,eligible-discount
195734776113,B091ZFYP7F,"adidas Unisex Shower Slide Sandal, Core Black/Core Black/Core Black, 10 US Men",12.79,18,-3.359999933242797,-26.27052332480686%,6,23,11 Women/10 Men,Core Black/Core Black/Core Black,https://www.shopwss.com/products/gz3772?variant=40942488289335,eligible-discount
195734776069,B091ZG18P3,"adidas Unisex Shower Slide Sandal, Core Black/Core Black/Core Black, 13 US Men",12.79,18,-4.810000219345092,-37.60750757892957%,4,23,14 Women/13 Men,Core Black/Core Black/Core Black,https://www.shopwss.com/products/gz3772?variant=40942488387639,eligible-discount
195734776083,B091ZGTBDM,"adidas Unisex Shower Slide Sandal, Core Black/Core Black/Core Black, 11 US Men",12.79,18,-4.890000143051147,-38.23299564543508%,5,23,12 Women/11 Men,Core Black/Core Black/Core Black,https://www.shopwss.com/products/gz3772?variant=40942488322103,eligible-discount
195734776045,B091ZF5LTJ,"adidas Unisex Shower Slide Sandal, Core Black/Core Black/Core Black, 14 US Men",12.79,18,-4.490000047683715,-35.10555158470458%,3,23,15 Women/14 Men,Core Black/Core Black/Core Black,https://www.shopwss.com/products/gz3772?variant=40942488420407,eligible-discount
195734776090,B091ZF7F26,"adidas Unisex Shower Slide Sandal, Core Black/Core Black/Core Black, 12 US Men",12.79,18,-4.109999933242797,-32.134479540600445%,4,23,13 Women/12 Men,Core Black/Core Black/Core Black,https://www.shopwss.com/products/gz3772?variant=40942488354871,eligible-discount
195734776175,B091ZDXQ2Z,"adidas unisex adult Shower Slide Sandal, Core Black/Core Black/Core Black, 8 US",12.79,18,-3.5400002384185782,-27.67787520264721%,5,23,9 Women/8 Men,Core Black/Core Black/Core Black,https://www.shopwss.com/products/gz3772?variant=40942488518711,eligible-discount
195734776151,B091ZJVGYT,"adidas unisex adult Shower Slide Sandal, Core Black, 7 US",12.79,18,-3.359999933242797,-26.27052332480686%,4,23,8 Women/7 Men,Core Black/Core Black/Core Black,https://www.shopwss.com/products/gz3772?variant=40942488485943,eligible-discount
198445103070,B0D2NX6W8D,Crocs Unisex Classic Clogs (Little Kid/Big Kid) Mystic Purple 4 Medium,25.59,39.95000076293945,2.600001010894772,10.16022278583342%,2,25,4 Big Kid,Mystic Purple,https://www.shopwss.com/products/206991_5bny?variant=41435218575415,eligible-discount
198445103087,B0D2NWQKLS,Crocs Unisex Classic Clogs (Little Kid/Big Kid) Mystic Purple 5 Medium,25.59,39.95000076293945,2.850001010894772,11.137166904629824%,5,25,5 Big Kid,Mystic Purple,https://www.shopwss.com/products/206991_5bny?variant=41435218608183,eligible-discount
198445103094,B0D2NXPY7F,Crocs Unisex Classic Clogs (Little Kid/Big Kid) Mystic Purple 6 Medium,25.59,38.95000076293945,0.5200006103515591,2.0320461522139865%,6,25,6 Big Kid,Mystic Purple,https://www.shopwss.com/products/206991_5bny?variant=41435218640951,eligible-discount
198445102745,B0D2NVJPPG,Crocs Unisex Classic Clogs (Toddler) Mystic Purple 4 Medium,22.39,34.95000076293945,2.3300012207031244,10.406436894609756%,3,25,4 Toddler,Mystic Purple,https://www.shopwss.com/products/206990_5bn?variant=41435218903095,eligible-discount
198445102790,B0D2NVYZ8R,Crocs Unisex Classic Clogs (Toddler) Mystic Purple 9 Medium,22.39,34.95000076293945,1.9500011062622065,8.709250139625754%,4,25,9 Toddler,Mystic Purple,https://www.shopwss.com/products/206990_5bn?variant=41435219066935,eligible-discount
198445102752,B0D2NXG5TZ,Crocs Unisex Classic Clogs (Toddler) Mystic Purple 5 Medium,22.39,34.95000076293945,1.9500011062622065,8.709250139625754%,3,25,5 Toddler,Mystic Purple,https://www.shopwss.com/products/206990_5bn?variant=41435218935863,eligible-discount
198445102738,B0D2NTJ44M,Crocs Unisex Classic Clogs (Toddler) Mystic Purple 10 Medium,22.39,34.95000076293945,1.5500010108947748,6.92273787804723%,4,25,10 Toddler,Mystic Purple,https://www.shopwss.com/products/206990_5bn?variant=41435219099703,eligible-discount
198445102783,B0D2NVT68M,Crocs Unisex Classic Clogs (Toddler) Mystic Purple 8 Medium,22.39,0,0,,4,25,8 Toddler,Mystic Purple,https://www.shopwss.com/products/206990_5bn?variant=41435219034167,eligible-discount
198445102769,B0D2NVRV55,Crocs Unisex's Classic Clogs (Toddler) Mystic Purple 6 Medium,22.39,34.95000076293945,2.3300012207031244,10.406436894609756%,4,25,6 Toddler,Mystic Purple,https://www.shopwss.com/products/206990_5bn?variant=41435218968631,eligible-discount
198445103032,B0D2NTC9HQ,Crocs Unisex Classic Clogs (Little Kid/Big Kid) Mystic Purple 13 Medium,25.59,39.95000076293945,2.5000011062622036,9.769445510989463%,4,25,13 Little Kid,Mystic Purple,https://www.shopwss.com/products/206991_5bn?variant=41435218772023,eligible-discount
198445103063,B0D2NTN2D8,Crocs Unisex Classic Clogs (Little Kid/Big Kid) Mystic Purple 3 Medium,25.59,39.95000076293945,0.6500012016296353,2.5400594045706733%,3,25,3 Little Kid,Mystic Purple,https://www.shopwss.com/products/206991_5bn?variant=41435218870327,eligible-discount
198445103018,B0D2NX8BMF,Crocs Unisex Classic Clogs (Little Kid/Big Kid) Mystic Purple 11 Medium,25.59,39.95000076293945,2.850001010894772,11.137166904629824%,4,25,11 Little Kid,Mystic Purple,https://www.shopwss.com/products/206991_5bn?variant=41435218706487,eligible-discount
198445103049,B0D2NSC9FC,Crocs Unisex Classic Clogs (Little Kid/Big Kid) Mystic Purple 1 Medium,25.59,39.95000076293945,2.5000011062622036,9.769445510989463%,4,25,1 Little Kid,Mystic Purple,https://www.shopwss.com/products/206991_5bn?variant=41435218804791,eligible-discount
198445103025,B0D2NTQ4HD,Crocs Unisex's Classic Clogs (Little Kid/Big Kid) Mystic Purple 12 Medium,25.59,39.95000076293945,2.850001010894772,11.137166904629824%,4,25,12 Little Kid,Mystic Purple,https://www.shopwss.com/products/206991_5bn?variant=41435218739255,eligible-discount
196265800636,B0CQY3QCWV,Crocs Kids Unisex Classic Clogs (Little Kid/Toddler/Big Kid) Venetian Blue 5 Medium,25.59,39.95000076293945,1.290001068115231,5.041035826945022%,1,25,5 Big Kid,Venetian Blue,https://www.shopwss.com/products/206991_4oxy?variant=40951085727799,eligible-discount
196265800643,B0CQY4D95Q,Crocs Kids Unisex Classic Clogs (Little Kid/Toddler/Big Kid) Venetian Blue 6 Medium,25.59,39.95000076293945,1.1300012207031216,4.4157921871946915%,2,25,6 Big Kid,Venetian Blue,https://www.shopwss.com/products/206991_4oxy?variant=40951085760567,eligible-discount
196265800667,B0CQRCFH3H,Crocs Kids Unisex Classic Clogs (Little Kid/Toddler/Big Kid) Pink Crush 12 Medium,25.59,39.95000076293945,2.850001010894772,11.137166904629824%,2,25,12 Little Kid,Pink Crush,https://www.shopwss.com/products/206991_6tw?variant=40951086252087,eligible-discount
196265800612,B0CQXV32ZQ,Crocs Kids Unisex Classic Clogs (Little Kid/Toddler/Big Kid) Venetian Blue 3 Medium,25.59,38.95000076293945,1.3100005722045864,5.119189418540783%,6,25,3 Little Kid,Venetian Blue,https://www.shopwss.com/products/206991_4ox?variant=40951085957175,eligible-discount
196265746927,B0CQXV3312,Crocs Kids Unisex Classic Clogs (Toddler) Venetian Blue 10 Medium,22.39,34.95000076293945,8.201599115409408e-7,0.0000036630634727152335%,4,25,10 Toddler,Venetian Blue,https://www.shopwss.com/products/206990_4ox?variant=40951086186551,eligible-discount
196265746941,B0CQY3XGSL,Crocs Kids Unisex Classic Clogs (Toddler) Venetian Blue 5 Medium,22.39,29.950000762939453,-1.4799991989135748,-6.61009021399542%,5,25,5 Toddler,Venetian Blue,https://www.shopwss.com/products/206990_4ox?variant=40951086022711,eligible-discount
196265800568,B0CQY22D4B,Crocs Kids Unisex Classic Clogs (Little Kid/Toddler/Big Kid) Venetian Blue 11 Medium,25.59,39.95000076293945,3.0000011062622036,11.723333748582272%,2,25,11 Little Kid,Venetian Blue,https://www.shopwss.com/products/206991_4ox?variant=40951085793335,eligible-discount
196265746965,B0CQY3YQWQ,Crocs Kids Unisex Classic Clogs (Toddler) Venetian Blue 7 Medium,22.39,32.95000076293945,0.25000082015991154,1.116573560339042%,4,25,7 Toddler,Venetian Blue,https://www.shopwss.com/products/206990_4ox?variant=40951086055479,eligible-discount
196265800698,B0CQR9BSJF,Crocs Kids Unisex Classic Clogs (Little Kid/Toddler/Big Kid) Pink Crush 2 Medium,25.59,39.95000076293945,1.290001068115231,5.041035826945022%,3,25,2 Little Kid,Pink Crush,https://www.shopwss.com/products/206991_6tw?variant=40951086383159,eligible-discount
196265800704,B0CQR7NNNX,Crocs Kids Unisex Classic Clogs (Little Kid/Toddler/Big Kid) Pink Crush 3 Medium,25.59,39.95000076293945,1.3700009918212857,5.353657646820186%,3,25,3 Little Kid,Pink Crush,https://www.shopwss.com/products/206991_6tw?variant=40951086317623,eligible-discount
196265800681,B0CQR9JC2T,Crocs Kids Unisex Classic Clogs (Little Kid/Toddler/Big Kid) Pink Crush 1 Medium,25.59,39.95000076293945,1.1300012207031216,4.4157921871946915%,4,25,1 Little Kid,Pink Crush,https://www.shopwss.com/products/206991_6tw?variant=40951086350391,eligible-discount
196265746958,B0CQY44DY3,Crocs Kids Unisex Classic Clogs (Toddler) Venetian Blue 6 Medium,22.39,32.95000076293945,-1.779999389648438,-7.949974942601331%,3,25,6 Toddler,Venetian Blue,https://www.shopwss.com/products/206990_4ox?variant=40951086088247,eligible-discount
196265746972,B0CQY46LDG,Crocs Kids Unisex Classic Clogs (Toddler) Venetian Blue 8 Medium,22.39,34.95000076293945,1.9500011062622065,8.709250139625754%,3,25,8 Toddler,Venetian Blue,https://www.shopwss.com/products/206990_4ox?variant=40951086121015,eligible-discount
196265800605,B0CQY3497J,Crocs Kids Unisex Classic Clogs (Little Kid/Toddler/Big Kid) Venetian Blue 2 Medium,25.59,39.95000076293945,2.5000011062622036,9.769445510989463%,4,25,2 Little Kid,Venetian Blue,https://www.shopwss.com/products/206991_4ox?variant=40951085924407,eligible-discount
196265747023,B0CQR9MCPQ,Crocs Kids Unisex Classic Clogs (Toddler) Pink Crush 6 Medium,22.39,34.97999954223633,2.3499997711181635,10.495756012140077%,9,25,6 Toddler,Pink Crush,https://www.shopwss.com/products/206990_6tw?variant=40951086514231,eligible-discount
196265747016,B0CQR79W5Z,Crocs Kids Unisex Classic Clogs (Toddler) Pink Crush 5 Medium,22.39,34.93000030517578,2.3100007629394526,10.317109258327166%,7,25,5 Toddler,Pink Crush,https://www.shopwss.com/products/206990_6tw?variant=40951086448695,eligible-discount
196265747030,B0CQRBQ9M3,Crocs Kids Unisex Classic Clogs (Toddler) Pink Crush 7 Medium,22.39,34.95000076293945,2.3300012207031244,10.406436894609756%,8,25,7 Toddler,Pink Crush,https://www.shopwss.com/products/206990_6tw?variant=40951086481463,eligible-discount
196265747054,B0CQR97HSW,Crocs Kids Unisex Classic Clogs (Toddler) Pink Crush 9 Medium,22.39,34.95000076293945,1.8000010108947748,8.039307775322799%,12,25,9 Toddler,Pink Crush,https://www.shopwss.com/products/206990_6tw?variant=40951086579767,eligible-discount
196265747009,B0CQRBMGC1,Crocs Kids Unisex Classic Clogs (Toddler) Pink Crush 4 Medium,22.39,34.93000030517578,2.7500003433227533,12.28227040340667%,4,25,4 Toddler,Pink Crush,https://www.shopwss.com/products/206990_6tw?variant=40951086415927,eligible-discount
196265800735,B0CQQSQ8BQ,Crocs Kids Unisex Classic Clogs (Little Kid/Toddler/Big Kid) Pink Crush 6 Medium,22.39,39.95000076293945,4.5700009918212885,20.410902151948587%,3,25,6 Big Kid,Pink Crush,https://www.shopwss.com/products/206991_6twy?variant=40951076454455,eligible-discount
196265800711,B0CQR8CB42,Crocs Kids Unisex Classic Clogs (Little Kid/Toddler/Big Kid) Pink Crush 4 Medium,22.39,39.95000076293945,4.5700009918212885,20.410902151948587%,3,25,4 Big Kid,Pink Crush,https://www.shopwss.com/products/206991_6twy?variant=40951076388919,eligible-discount
196265800728,B0CQR8NRQH,Crocs Kids Unisex Classic Clogs (Little Kid/Toddler/Big Kid) Pink Crush 5 Medium,22.39,39.95000076293945,4.090000972747802,18.26708786399197%,1,25,5 Big Kid,Pink Crush,https://www.shopwss.com/products/206991_6twy?variant=40951076421687,eligible-discount
