UPC,Price,Variation,Source Link
'198294854840,19.50,XS,https://www.calvinklein.us/en/women/apparel/tops/square-logo-graphic-slim-t-shirt-/47C826G-XDZ.html?journey=Tier_0000010
'198294854857,19.50,S,https://www.calvinklein.us/en/women/apparel/tops/square-logo-graphic-slim-t-shirt-/47C826G-XDZ.html?journey=Tier_0000010
'198294854864,19.50,M,https://www.calvinklein.us/en/women/apparel/tops/square-logo-graphic-slim-t-shirt-/47C826G-XDZ.html?journey=Tier_0000010
'198294854871,19.50,L,https://www.calvinklein.us/en/women/apparel/tops/square-logo-graphic-slim-t-shirt-/47C826G-XDZ.html?journey=Tier_0000010
'198294854888,19.50,XL,https://www.calvinklein.us/en/women/apparel/tops/square-logo-graphic-slim-t-shirt-/47C826G-XDZ.html?journey=Tier_0000010
'198294854895,19.50,2XL,https://www.calvinklein.us/en/women/apparel/tops/square-logo-graphic-slim-t-shirt-/47C826G-XDZ.html?journey=Tier_0000010
'198294895737,19.50,XS,https://www.calvinklein.us/en/women/apparel/tops/floral-photo-graphic-classic-t-shirt-/47C861G-UB1.html?journey=Tier_0000010
'198294954182,19.50,XS,https://www.calvinklein.us/en/women/apparel/tops/square-logo-graphic-slim-t-shirt-/47C826G-VE0.html?journey=Tier_0000010
'198294873018,39.50,XS,https://www.calvinklein.us/en/women/apparel/tops/tencel-roll-tab-classic-button-down-shirt-/44C924G-YAA.html?journey=Tier_0000010
'198294854772,19.50,XS,https://www.calvinklein.us/en/women/apparel/tops/square-logo-graphic-slim-t-shirt-/47C826G-P77.html?journey=Tier_0000010
'198294895744,19.50,S,https://www.calvinklein.us/en/women/apparel/tops/floral-photo-graphic-classic-t-shirt-/47C861G-UB1.html?journey=Tier_0000010
'198294698086,44.50,OS,https://www.calvinklein.us/en/women/accessories/bags/archive-hardware-flap-crossbody-bag/4K1033G-VFS.html?journey=Tier_0000010
'198294954199,19.50,S,https://www.calvinklein.us/en/women/apparel/tops/square-logo-graphic-slim-t-shirt-/47C826G-VE0.html?journey=Tier_0000010
'196807678662,18.90,XS,https://www.calvinklein.us/en/sale/women/underwear-loungewear/ck-black-floral-lace-unlined-triangle-bralette/QF7913-OHQ.html?journey=Tier_0000010
'198294569430,24.50,XS,https://www.calvinklein.us/en/sale/men/tops/acid-wash-graphic-crewneck-t-shirt/4RB854G-4XN.html?journey=Tier_0000010
'198294322660,59.50,XS,https://www.calvinklein.us/en/sale/women/tops/terry-zip-polo-sweatshirt/40432WF-XAT.html?journey=Tier_0000010
'198294368026,49.50,OS,https://www.calvinklein.us/en/sale/women/accessories/ruched-small-shoulder-bag/4K3090G-UB1.html?journey=Tier_0000010
'196807454747,14.00,XS,https://www.calvinklein.us/en/sale/women/underwear-loungewear/icon-cotton-modal-lightly-lined-triangle-bralette/QF5650-XAQ.html?journey=Tier_0000010
'196807851096,7.50,XS,https://www.calvinklein.us/en/sale/women/underwear-loungewear/icon-logo-lace-bikini/QD5283-LRF.html?journey=Tier_0000010
'198294367937,49.50,OS,https://www.calvinklein.us/en/women/accessories/bags/drawstring-crossbody-bag/4K3060G-T2U.html?journey=Tier_0000010
'196807697564,22.75,32A,https://www.calvinklein.us/en/sale/women/underwear-loungewear/ck-black-floral-lace-push-up-plunge-bra/QF7914-OHQ.html?journey=Tier_0000010
'198294699427,59.50,2,https://www.calvinklein.us/en/sale/women/pants/refined-stretch-tapered-trouser/44B633G-CKS.html?journey=Tier_0000010
'198294960572,24.50,XS,https://www.calvinklein.us/en/women/apparel/tops/liquid-cotton-scoop-tank-top/44A207G-YAA.html?journey=Tier_0000010
'196807896936,24.50,S,https://www.calvinklein.us/en/sale/men/lounge-sleep/icon-cotton-stretch-sleep-joggers/NM2851O-SQE.html?journey=Tier_0000010
'198294873025,39.50,S,https://www.calvinklein.us/en/women/apparel/tops/tencel-roll-tab-classic-button-down-shirt-/44C924G-YAA.html?journey=Tier_0000010
'198294569492,24.50,XS,https://www.calvinklein.us/en/sale/men/tops/acid-wash-graphic-crewneck-t-shirt/4RB854G-GDA.html?journey=Tier_0000010
'197499774724,19.50,XS,https://www.calvinklein.us/en/women/apparel/tops/monogram-logo-slim-t-shirt/47C860G-YAA.html?journey=Tier_0000010
'198294548374,64.50,30,https://www.calvinklein.us/en/sale/men/bottoms/pull-on-trousers/4LB425G-RNV.html?journey=Tier_0000010
'196807876457,7.50,XS,https://www.calvinklein.us/en/underwear/women/panties/modern-logo-boyshort/QD5195-VO6.html?journey=Tier_0000010
'198294599567,15.60,XS,https://www.calvinklein.us/en/sale/women/tops/cotton-contour-rib-tank/40WL276-WA0.html?journey=Tier_0000010
'197316809066,49.00,XS,https://www.calvinklein.us/en/men/apparel/tops/faded-dye-logo-graphic-classic-crewneck-t-shirt/40EM845-QUR.html?journey=Tier_0000010
'196807895168,15.00,S,https://www.calvinklein.us/en/sale/men/underwear/brushed-microfiber-stretch-boxer-brief/NB4128-XKQ.html?journey=Tier_0000010
'198294572621,44.50,XS,https://www.calvinklein.us/en/men/apparel/tops/denim-short-sleeve-classic-button-down-shirt/4RB934G-U1Y.html?journey=Tier_0000010
'198294370197,44.50,OS,https://www.calvinklein.us/en/women/accessories/bags/all-day-phone-zip-crossbody-bag/4K1029G-67U.html?journey=Tier_0000010
'196669072356,49.50,XS,https://www.calvinklein.us/en/men/apparel/tops/cotton-blend-boucle-relaxed-hoodie-/4RC262G-CJ4.html?journey=Tier_0000010
'197499476932,74.50,30W X 30L,https://www.calvinklein.us/en/sale/men/bottoms/straight-leg-carpenter-jeans/4LB736G-RG3.html?journey=Tier_0000010
'198294716742,34.50,L,https://www.calvinklein.us/en/men/apparel/tops/cotton-pique-classic-polo-shirt-/4RB012G-CJJ.html?journey=Tier_0000010
'196807404445,11.20,S,https://www.calvinklein.us/en/sale/men/underwear/intense-power-ultra-cooling-low-rise-trunk/NB3836-VN7.html?journey=Tier_0000010
'198294854789,19.50,S,https://www.calvinklein.us/en/women/apparel/tops/square-logo-graphic-slim-t-shirt-/47C826G-P77.html?journey=Tier_0000010
'196669021194,39.50,XS,https://www.calvinklein.us/en/women/apparel/tops/plisse-tank-top/44A212G-CJM.html?journey=Tier_0000010
'197499561690,64.50,0,https://www.calvinklein.us/en/women/apparel/dresses/crushed-satin-midi-sheath-dress/44B912G-VI3.html?journey=Tier_0000010
'196807044597,16.00,XS,https://www.calvinklein.us/en/sale/women/underwear-loungewear/sheer-marquisette-lace-unlined-triangle-bralette/QF7102-UB1.html?journey=Tier_0000010
'827782074353,22.75,XS,https://www.calvinklein.us/en/sale/women/sale-womens-swim/structured-twist-bralette-bikini-top/KW02642-XNB.html?journey=Tier_0000010
'196807852215,19.00,XS,https://www.calvinklein.us/en/underwear/women/bras/form-to-body-natural-lightly-lined-triangle-bralette/QF6758-C5T.html?journey=Tier_0000010
'198294329577,64.50,XS,https://www.calvinklein.us/en/men/apparel/tops/fine-knit-lyocell-blend-polo-shirt/4LB255G-RMG.html?journey=Tier_0000010
'198294895751,19.50,M,https://www.calvinklein.us/en/women/apparel/tops/floral-photo-graphic-classic-t-shirt-/47C861G-UB1.html?journey=Tier_0000010
'196807697977,22.75,32A,https://www.calvinklein.us/en/sale/women/underwear-loungewear/ck-black-floral-lace-unlined-balconette-bra/QF7916-UB1.html?journey=Tier_0000010
'196807697151,22.75,32A,https://www.calvinklein.us/en/sale/women/underwear-loungewear/ck-black-floral-lace-push-up-plunge-bra/QF7914-UB1.html?journey=Tier_0000010
'196807698387,22.75,32A,https://www.calvinklein.us/en/sale/women/underwear-loungewear/ck-black-floral-lace-unlined-balconette-bra/QF7916-OHQ.html?journey=Tier_0000010
'198294545755,64.50,XS,https://www.calvinklein.us/en/sale/men/tops/lyocell-blend-relaxed-button-down-shirt/4LB117G-RO3.html?journey=Tier_0000010
'197499821619,64.50,XS,https://www.calvinklein.us/en/women/apparel/dresses/denim-cap-sleeve-mini-dress/47C736G-X26.html?journey=Tier_0000010
'196807884148,27.25,L,https://www.calvinklein.us/en/sale/men/underwear/icon-modal-mesh-3-pack-boxer-brief/NB3954-VRE.html?journey=Tier_0000010
'198294941885,24.50,XS,https://www.calvinklein.us/en/men/apparel/tops/stacked-ck-logo-easy-tee/4RC806G-RMG.html?journey=Tier_0000010
'198294954205,19.50,M,https://www.calvinklein.us/en/women/apparel/tops/square-logo-graphic-slim-t-shirt-/47C826G-VE0.html?journey=Tier_0000010
'197499513804,15.00,S,https://www.calvinklein.us/en/sale/men/underwear/brushed-microfiber-stretch-hip-brief/NB4126-XKQ.html?journey=Tier_0000010
'196807678679,18.90,S,https://www.calvinklein.us/en/sale/women/underwear-loungewear/ck-black-floral-lace-unlined-triangle-bralette/QF7913-OHQ.html?journey=Tier_0000010
'198294569447,24.50,S,https://www.calvinklein.us/en/sale/men/tops/acid-wash-graphic-crewneck-t-shirt/4RB854G-4XN.html?journey=Tier_0000010
'198294322677,59.50,S,https://www.calvinklein.us/en/sale/women/tops/terry-zip-polo-sweatshirt/40432WF-XAT.html?journey=Tier_0000010
'196807454754,14.00,S,https://www.calvinklein.us/en/sale/women/underwear-loungewear/icon-cotton-modal-lightly-lined-triangle-bralette/QF5650-XAQ.html?journey=Tier_0000010
'196807851102,7.50,S,https://www.calvinklein.us/en/sale/women/underwear-loungewear/icon-logo-lace-bikini/QD5283-LRF.html?journey=Tier_0000010
'196807697625,22.75,32B,https://www.calvinklein.us/en/sale/women/underwear-loungewear/ck-black-floral-lace-push-up-plunge-bra/QF7914-OHQ.html?journey=Tier_0000010
'198294699434,59.50,4,https://www.calvinklein.us/en/sale/women/pants/refined-stretch-tapered-trouser/44B633G-CKS.html?journey=Tier_0000010
'198294960589,24.50,S,https://www.calvinklein.us/en/women/apparel/tops/liquid-cotton-scoop-tank-top/44A207G-YAA.html?journey=Tier_0000010
'196807896943,24.50,M,https://www.calvinklein.us/en/sale/men/lounge-sleep/icon-cotton-stretch-sleep-joggers/NM2851O-SQE.html?journey=Tier_0000010
'198294873032,39.50,M,https://www.calvinklein.us/en/women/apparel/tops/tencel-roll-tab-classic-button-down-shirt-/44C924G-YAA.html?journey=Tier_0000010
'198294569508,24.50,S,https://www.calvinklein.us/en/sale/men/tops/acid-wash-graphic-crewneck-t-shirt/4RB854G-GDA.html?journey=Tier_0000010
'198294856110,19.50,S,https://www.calvinklein.us/en/women/apparel/tops/monogram-logo-slim-t-shirt/47C860G-YAA.html?journey=Tier_0000010
'197499389546,64.50,31,https://www.calvinklein.us/en/sale/men/bottoms/pull-on-trousers/4LB425G-RNV.html?journey=Tier_0000010
'196807876464,7.50,S,https://www.calvinklein.us/en/underwear/women/panties/modern-logo-boyshort/QD5195-VO6.html?journey=Tier_0000010
'198294599574,15.60,S,https://www.calvinklein.us/en/sale/women/tops/cotton-contour-rib-tank/40WL276-WA0.html?journey=Tier_0000010
