UPC,Price,Promotion,Source URL
024182001181,6.19,[Use code 20FOODIE to save 20%],https://www.vitacost.com/eden-foods-organic-pizza-pasta-sauce-heirloom-variety
076950450011,4.39,[Use code 20FOODIE to save 20%],https://www.vitacost.com/yogi-tea-bedtime-organic-caffeine-free
024182011005,8.99,"[Use code SAVENONGMO to save 15%], [Use code 20FOODIE to save 20%]",https://www.vitacost.com/eden-foods-organic-sauerkraut
039978049605,5.79,[Use code 20FOODIE to save 20%],https://www.vitacost.com/bobs-red-mill-kosher-organic-whole-grain-steel-cut-oats-quick-cooking
046084000031,4.19,[Use code 20FOODIE to save 20%],https://www.vitacost.com/black-jewell-no-salt-or-oil-microwave-popcorn
074873960150,3.29,"[Use code SAVENONGMO to save 15%], [Use code 20FOODIE to save 20%]",https://www.vitacost.com/west-life-organic-unsweetened-soymilk
838455000012,1.59,[Use code 20FOODIE to save 20%],https://www.vitacost.com/primal-spirit-foods-primal-strips-meatless-vegan-jerky
089836027368,6.99,[Use code 20FOODIE to save 20%],https://www.vitacost.com/frontier-co-op-organic-black-bean-flakes
675625373077,7.89,[Use code 20FOODIE to save 20%],https://www.vitacost.com/one-degree-organic-foods-organic-sprouted-steel-cut-oats
720379504441,9.79,[Use code 20FOODIE to save 20%],https://www.vitacost.com/made-in-nature-organic-dried-deglet-noor-dates
039978034205,2.69,[Use code 20FOODIE to save 20%],https://www.vitacost.com/bobs-red-mill-gluten-free-kosher-flaxseed
013562002214,3.49,[Use code 20FOODIE to save 20%],https://www.vitacost.com/annies-vegan-mac
073416000179,4.00,"[Use code 25FOR814 to save 25%], [Use code 20FOODIE to save 20%]",https://www.vitacost.com/lundberg-brown-rice-cakes-organic-whole-grain-wild-rice
039978039538,6.49,[Use code 20FOODIE to save 20%],https://www.vitacost.com/bobs-red-mill-kosher-organic-whole-grain-rolled-oats-quick-cooking
013562000531,5.29,[Use code 20FOODIE to save 20%],https://www.vitacost.com/annies-homegrown-cheddar-squares
850036699880,3.79,[Use code 20FOODIE to save 20%],https://www.vitacost.com/jacksons-wavy-sweet-potato-chips-vegan-gluten-free-avocado-oil-sea-salt
024182002522,3.69,[Use code 20FOODIE to save 20%],https://www.vitacost.com/eden-foods-organic-aduki-beans-15-oz-2
011110126726,6.09,[Use code 20FOODIE to save 20%],https://www.vitacost.com/simple-truth-organic-100-black-cherry-juice
011110843784,7.79,[Use code 20FOODIE to save 20%],https://www.vitacost.com/private-selection-raw-unfiltered-wildflower-honey
024182002126,5.79,"[Use code SAVENONGMO to save 15%], [Use code 20FOODIE to save 20%]",https://www.vitacost.com/eden-foods-brown-mustard-organic
810589030295,7.69,[Use code 20FOODIE to save 20%],https://www.vitacost.com/purely-elizabeth-gluten-free-keto-organic-grain-free-granola-cereal-vanilla-almond-butter
734027995000,3.49,"[Use code GINGER15 to save 15%], [Use code 20FOODIE to save 20%]",https://www.vitacost.com/the-ginger-people-ginger-soother-lemon-and-honey-gingerade
047445919436,4.09,[Use code 20FOODIE to save 20%],https://www.vitacost.com/choice-organics-tea-rooibos
024182002980,3.69,[Use code 20FOODIE to save 20%],https://www.vitacost.com/eden-foods-organic-refried-pinto-beans
089836029409,10.39,[Use code 20FOODIE to save 20%],https://www.vitacost.com/frontier-co-op-organic-premium-vietnamese-cinnamon-powder
047445919214,4.09,[Use code 20FOODIE to save 20%],https://www.vitacost.com/choice-organics-tea-japanese-green-tea
856802008016,4.69,[Use code 20FOODIE to save 20%],https://www.vitacost.com/wilde-gluten-free-protein-chips-himalayan-pink-salt-chicken
037247403042,7.89,[Use code 20FOODIE to save 20%],https://www.vitacost.com/pure-living-organic-buckwheat-sprouted
810076770598,6.96,[Use code 20FOODIE to save 20%],https://www.vitacost.com/joolies-dates-organic-medjool-whole-12-oz
044082522319,7.39,[Use code 20FOODIE to save 20%],https://www.vitacost.com/once-again-organic-peanut-butter-creamy
093709304609,17.99,[Use code 20FOODIE to save 20%],https://www.vitacost.com/pamelas-products-bread-mix-gluten-free-4-lbs
810070170516,4.19,[Use code 20FOODIE to save 20%],https://www.vitacost.com/undercover-snacks-chocolate-quinoa-crisps-gluten-free-non-gmo-dark-chocolate-cherries
870001002576,17.19,[Use code 20FOODIE to save 20%],https://www.vitacost.com/artisana-organic-raw-cashew-butter
815074022915,11.79,[Use code 20FOODIE to save 20%],https://www.vitacost.com/chosen-foods-avocado-oil-spray-100-pure-non-gmo
829354102037,4.75,[Use code 20FOODIE to save 20%],https://www.vitacost.com/sun-tropics-coco-rolls
854273005039,8.09,[Use code 20FOODIE to save 20%],https://www.vitacost.com/now-foods-ellyndale-naturals-rice-bran-oil
032917001979,6.49,[Use code 20FOODIE to save 20%],https://www.vitacost.com/traditional-medicinals-organic-herbal-tea-everyday-detox
042563016579,6.43,"[Use code SAVENONGMO to save 15%], [Use code 20FOODIE to save 20%]",https://www.vitacost.com/woodstock-organic-kosher-bbq-sauce
816897020195,17.09,[Use code 20FOODIE to save 20%],https://www.vitacost.com/four-sigmatic-mushroom-ground-coffee-with-lions-mane-think
815421013023,4.79,[Use code 20FOODIE to save 20%],https://www.vitacost.com/jovial-organic-crushed-tomatoes
815421012118,4.99,[Use code 20FOODIE to save 20%],https://www.vitacost.com/jovial-organic-einkorn-cookies-checkerboard
797734506914,26.99,[Use code 20FOODIE to save 20%],https://www.vitacost.com/pure-indian-foods-organic-cultured-ghee
043182001014,3.89,"[Use code 25FOR814 to save 25%], [Use code 20FOODIE to save 20%]",https://www.vitacost.com/native-forest-instant-plant-based-coconut-milk-powder
733739070166,18.69,[Use code 20FOODIE to save 20%],https://www.vitacost.com/now-organic-raw-pine-nuts
815421011036,4.49,[Use code 20FOODIE to save 20%],https://www.vitacost.com/jovial-100-organic-einkorn-traditional-pasta-penne-rigate
185814000252,5.69,[Use code 20FOODIE to save 20%],https://www.vitacost.com/truroots-organic-non-gmo-sprouted-green-lentils
813551002276,1.82,"[Use code SAVENONGMO to save 15%], [Use code 20FOODIE to save 20%]",https://www.vitacost.com/koyo-tofu-miso-ramen
011110086761,2.99,[Use code 20FOODIE to save 20%],https://www.vitacost.com/simple-truth-sea-salt-veggie-straws
