UPC,Price,Promotion,Source URL
741391973909,8.38,"[Use code SAVENONGMO to save 15%], [Use code 20FOODIE to save 20%]",https://www.vitacost.com/rishi-tea-organic-scented-green-tea
871459001333,4.89,"[Use code SAVENONGMO to save 15%], [Use code 20FOODIE to save 20%]",https://www.vitacost.com/daiya-dairy-free-deluxe-mac-cheese
628693669405,4.49,"[Use code SAVENONGMO to save 15%], [Use code 20FOODIE to save 20%]",https://www.vitacost.com/bob-snail-fruit-rolls-non-gmo-mango
042563018702,4.10,"[Use code SAVENONGMO to save 15%], [Use code 20FOODIE to save 20%]",https://www.vitacost.com/woodstock-organic-burger-sauce
850009173027,11.99,"[Use code SAVENONGMO to save 15%], [Use code 20FOODIE to save 20%]",https://www.vitacost.com/rxsugar-organic-non-gmo-syrup-vanilla
850016323217,28.49,"[Use code SAVENONGMO to save 15%], [Use code 20FOODIE to save 20%]",https://www.vitacost.com/else-toddler-omega-drink-powder-plant-based-complete-nutrition
687456284347,4.79,"[Use code SAVENONGMO to save 15%], [Use code 20FOODIE to save 20%]",https://www.vitacost.com/madegood-organic-gluten-free-cookies-vanilla-7-oz-1
042563019006,6.99,"[Use code SAVENONGMO to save 15%], [Use code 20FOODIE to save 20%]",https://www.vitacost.com/woodstock-non-gmo-red-peppers-fire-roasted
10813551005175,16.99,"[Use code SAVENONGMO to save 15%], [Use code 20FOODIE to save 20%]",https://www.vitacost.com/koyo-gluten-free-organic-garlic-vegetable-rice-ramen-noodle-soup
812603019767,5.10,"[Use code SAVENONGMO to save 15%], [Use code 20FOODIE to save 20%]",https://www.vitacost.com/tcho-chocolate-bar-organic-100-plant-based-choco-latte
850009173713,17.99,"[Use code SAVENONGMO to save 15%], [Use code 20FOODIE to save 20%]",https://www.vitacost.com/rxsugar-gluten-free-non-gmo-swealthy-snax-bar-vanilla-cr-me
850062947184,4.99,"[Use code SAVENONGMO to save 15%], [Use code 20FOODIE to save 20%]",https://www.vitacost.com/rxsugar-gluten-free-protein-cereal-pro
042608470632,7.19,"[Use code SAVENONGMO to save 15%], [Use code 20FOODIE to save 20%]",https://www.vitacost.com/lakewood-juice-not-from-concentrate-organic-non-gmo-orange-mango
072992041002,6.99,"[Use code SAVENONGMO to save 15%], [Use code 20FOODIE to save 20%]",https://www.vitacost.com/mauna-loa-macadamias-gluten-free-non-gmo-dry-roasted-nuts
811670030095,6.49,"[Use code SAVENONGMO to save 15%], [Use code 20FOODIE to save 20%]",https://www.vitacost.com/oceans-halo-organic-ramen-noodle-bowl
850013716180,3.67,"[Use code SAVENONGMO to save 15%], [Use code 20FOODIE to save 20%]",https://www.vitacost.com/thats-it-crunchables-organic-gluten-free-apple-pumpkin-seed
