Variant URL,Price,Barcode,Available,Proxy
https://www.rarebeauty.com/products/liquid-touch-brightening-concealer?variant=40242002624647,$24.00,'840122901041,True,regular
https://www.rarebeauty.com/products/liquid-touch-brightening-concealer?variant=40242002985095,$24.00,'840122901058,True,regular
https://www.rarebeauty.com/products/liquid-touch-brightening-concealer?variant=34493777707143,$24.00,'840122901065,True,regular
https://www.rarebeauty.com/products/liquid-touch-brightening-concealer?variant=40242002591879,$24.00,'840122901072,True,regular
https://www.rarebeauty.com/products/liquid-touch-brightening-concealer?variant=40242002559111,$24.00,'840122901089,True,regular
https://www.rarebeauty.com/products/liquid-touch-brightening-concealer?variant=40242002526343,$24.00,'840122901096,True,regular
https://www.rarebeauty.com/products/liquid-touch-brightening-concealer?variant=40242003017863,$24.00,'840122901102,True,regular
https://www.rarebeauty.com/products/liquid-touch-brightening-concealer?variant=40731432550535,$24.00,'840122901119,True,regular
https://www.rarebeauty.com/products/liquid-touch-brightening-concealer?variant=40242002493575,$24.00,'840122901126,True,regular
https://www.rarebeauty.com/products/liquid-touch-brightening-concealer?variant=40242003116167,$24.00,'840122901133,True,regular
https://www.rarebeauty.com/products/liquid-touch-brightening-concealer?variant=40242002460807,$24.00,'840122901140,True,regular
https://www.rarebeauty.com/products/liquid-touch-brightening-concealer?variant=40242002428039,$24.00,'840122901157,True,regular
https://www.rarebeauty.com/products/liquid-touch-brightening-concealer?variant=40242003050631,$24.00,'840122901164,True,regular
https://www.rarebeauty.com/products/liquid-touch-brightening-concealer?variant=40242002395271,$24.00,'840122901171,True,regular
https://www.rarebeauty.com/products/liquid-touch-brightening-concealer?variant=40242002362503,$24.00,'840122901188,True,regular
https://www.rarebeauty.com/products/liquid-touch-brightening-concealer?variant=40242002329735,$24.00,'840122901195,True,regular
https://www.rarebeauty.com/products/liquid-touch-brightening-concealer?variant=40242002296967,$24.00,'840122901201,False,regular
https://www.rarebeauty.com/products/liquid-touch-brightening-concealer?variant=40242002264199,$24.00,'840122901218,True,regular
https://www.rarebeauty.com/products/liquid-touch-brightening-concealer?variant=40242002231431,$24.00,'840122901225,True,regular
https://www.rarebeauty.com/products/liquid-touch-brightening-concealer?variant=40242002198663,$24.00,'840122901232,False,regular
https://www.rarebeauty.com/products/liquid-touch-brightening-concealer?variant=40242002165895,$24.00,'840122901249,True,regular
https://www.rarebeauty.com/products/liquid-touch-brightening-concealer?variant=40242002133127,$24.00,'840122901256,True,regular
https://www.rarebeauty.com/products/liquid-touch-brightening-concealer?variant=40242002100359,$24.00,'840122901263,False,regular
https://www.rarebeauty.com/products/liquid-touch-brightening-concealer?variant=40242002067591,$24.00,'840122901270,True,regular
https://www.rarebeauty.com/products/liquid-touch-brightening-concealer?variant=40242002034823,$24.00,'840122901287,True,regular
https://www.rarebeauty.com/products/liquid-touch-brightening-concealer?variant=40242002002055,$24.00,'840122901294,False,regular
https://www.rarebeauty.com/products/liquid-touch-brightening-concealer?variant=40242001969287,$24.00,'840122901300,False,regular
https://www.rarebeauty.com/products/liquid-touch-brightening-concealer?variant=40242001936519,$24.00,'840122901317,True,regular
https://www.rarebeauty.com/products/liquid-touch-brightening-concealer?variant=40242001903751,$24.00,'840122901324,True,regular
https://www.rarebeauty.com/products/liquid-touch-brightening-concealer?variant=40242001870983,$24.00,'840122901331,True,regular
https://www.rarebeauty.com/products/liquid-touch-brightening-concealer?variant=40242001838215,$24.00,'840122901348,False,regular
https://www.rarebeauty.com/products/liquid-touch-brightening-concealer?variant=40242001805447,$24.00,'840122901355,False,regular
https://www.rarebeauty.com/products/liquid-touch-brightening-concealer?variant=40242001772679,$24.00,'840122901362,False,regular
https://www.rarebeauty.com/products/liquid-touch-brightening-concealer?variant=40242001739911,$24.00,'840122901379,False,regular
https://www.rarebeauty.com/products/liquid-touch-brightening-concealer?variant=40242001707143,$24.00,'840122901386,False,regular
https://www.rarebeauty.com/products/liquid-touch-brightening-concealer?variant=40242001674375,$24.00,'840122901393,True,regular
https://www.yourskincaresource.com/products/co2lift-carboxy-gel-treatment-3-count?variant=51051854397754,$270.00,'860008334442,True,regular
https://www.shopwss.com/products/jj1931?variant=41334788915255,$100.00,'197626871449,True,regular
https://www.shopwss.com/products/jj1931?variant=41334788948023,$100.00,'197626871517,True,regular
https://www.shopwss.com/products/jj1931?variant=41334788980791,$100.00,'197626871470,True,regular
https://www.shopwss.com/products/jj1931?variant=41334789013559,$100.00,'197626871456,True,regular
https://www.shopwss.com/products/jj1931?variant=41334789079095,$100.00,'197626871463,False,regular
https://www.shopwss.com/products/jj1931?variant=41334789111863,$100.00,'197626871500,True,regular
https://www.shopwss.com/products/jj1931?variant=41334789144631,$100.00,'197626867831,False,regular
