upc,price,variation,source_url
'198551235450,17.5,Light Gray Heather,https://us.puma.com/us/en/pd/Essentials-All-In-Men's-Polo/690441?swatch=04
'198555374506,17.5,Cool Blue,https://us.puma.com/us/en/pd/Essentials-All-In-Men's-Polo/690441?swatch=34
'198555374568,17.5,Gold Moon,https://us.puma.com/us/en/pd/Essentials-All-In-Men's-Polo/690441?swatch=35
'198551235337,17.5,Almost Apricot,https://us.puma.com/us/en/pd/Essentials-All-In-Men's-Polo/690441?swatch=41
'198555374629,17.5,Wild Green,https://us.puma.com/us/en/pd/Essentials-All-In-Men's-Polo/690441?swatch=74
'197673247990,35,Blue Crystal,https://us.puma.com/us/en/pd/BUTTERFLY-VIBE-Big-Kids'-Cargo-Pants/629869?swatch=46
'197673248140,35,Light Sand,https://us.puma.com/us/en/pd/BUTTERFLY-VIBE-Big-Kids'-Cargo-Pants/629869?swatch=96
'197674990109,30,PUMA Black,https://us.puma.com/us/en/pd/WARDROBE-ESSENTIALS-Suede-Logo-Men's-Tee/687388?swatch=01
'197674990185,30,PUMA White,https://us.puma.com/us/en/pd/WARDROBE-ESSENTIALS-Suede-Logo-Men's-Tee/687388?swatch=02
'198555413410,30,Racing Blue,https://us.puma.com/us/en/pd/WARDROBE-ESSENTIALS-Suede-Logo-Men's-Tee/687388?swatch=20
'198555413724,30,Light Moss,https://us.puma.com/us/en/pd/WARDROBE-ESSENTIALS-Suede-Logo-Men's-Tee/687388?swatch=37
'198555413809,30,Mint Melt,https://us.puma.com/us/en/pd/WARDROBE-ESSENTIALS-Suede-Logo-Men's-Tee/687388?swatch=45
'198555413885,30,Poised Pink,https://us.puma.com/us/en/pd/WARDROBE-ESSENTIALS-Suede-Logo-Men's-Tee/687388?swatch=65
'197674990581,15,Modern Mint,https://us.puma.com/us/en/pd/WARDROBE-ESSENTIALS-Suede-Logo-Men's-Tee/687388?swatch=67
'198555413175,30,Green Terrain,https://us.puma.com/us/en/pd/WARDROBE-ESSENTIALS-Suede-Logo-Men's-Tee/687388?swatch=75
'198555413960,30,Pebble Path,https://us.puma.com/us/en/pd/WARDROBE-ESSENTIALS-Suede-Logo-Men's-Tee/687388?swatch=83
'197674990666,15,Archive Green,https://us.puma.com/us/en/pd/WARDROBE-ESSENTIALS-Suede-Logo-Men's-Tee/687388?swatch=86
'197673248850,19.99,Puma Black,https://us.puma.com/us/en/pd/Train-All-Day-Essentials-Big-Kids'-Woven-Shorts/526547?swatch=01
'197673248683,12.5,Pure Magenta,https://us.puma.com/us/en/pd/Train-All-Day-Essentials-Big-Kids'-Woven-Shorts/526547?swatch=88
'197671336016,35,PUMA Black,https://us.puma.com/us/en/pd/PUMA-x-ROCKET-LEAGUE-Youth-Pants/627965?swatch=01
'197671043433,35,Blue Horizon,https://us.puma.com/us/en/pd/PUMA-x-ROCKET-LEAGUE-Youth-Pants/627965?swatch=24
'197671464979,16.99,Lapis Lazuli,https://us.puma.com/us/en/pd/ESS+-STARRY-SAFARI-Hoodie-Youth/683342?swatch=27
'197671447330,27.5,Magenta Gleam,https://us.puma.com/us/en/pd/ESS+-STARRY-SAFARI-Hoodie-Youth/683342?swatch=45
'198553423596,37.5,PUMA Black,https://us.puma.com/us/en/pd/Evostripe-Full-Zip-Hoodie-Women/688141?swatch=01
'198553424197,37.5,Lux Army,https://us.puma.com/us/en/pd/Evostripe-Full-Zip-Hoodie-Women/688141?swatch=82
'198553450752,54.99,Alpine Snow,https://us.puma.com/us/en/pd/Evostripe-Full-Zip-Hoodie-Women/688141?swatch=87
'198553441606,37.5,Ruby Shimmer,https://us.puma.com/us/en/pd/Evostripe-Full-Zip-Hoodie-Women/688141?swatch=96
'197673104880,40,PUMA Black-Cool Dark Gray,https://us.puma.com/us/en/pd/Neutron-Men's-Training-Shoes/310169?swatch=01
'197673105078,40,For All Time Red-PUMA Black,https://us.puma.com/us/en/pd/Neutron-Men's-Training-Shoes/310169?swatch=02
'197673105269,34.99,PUMA White-PUMA Team Royal,https://us.puma.com/us/en/pd/Neutron-Men's-Training-Shoes/310169?swatch=05
'197673105450,40,Loden Green-PUMA Black,https://us.puma.com/us/en/pd/Neutron-Men's-Training-Shoes/310169?swatch=06
'197674616597,40,PUMA Navy-PUMA White-Cool Light Gray,https://us.puma.com/us/en/pd/Neutron-Men's-Training-Shoes/310169?swatch=07
'197674721437,40,PUMA White-For All Time Red,https://us.puma.com/us/en/pd/Neutron-Men's-Training-Shoes/310169?swatch=11
'197674616788,40,Stormy Slate-Green Glare,https://us.puma.com/us/en/pd/Neutron-Men's-Training-Shoes/310169?swatch=12
'198555038040,40,PUMA White-Fierce Red,https://us.puma.com/us/en/pd/Neutron-Men's-Training-Shoes/310169?swatch=13
'197674068297,17.5,PUMA Black,https://us.puma.com/us/en/pd/IndividualCUP-Men's-Soccer-Shorts/659897?swatch=07
'197674068693,35,Galactic Gray,https://us.puma.com/us/en/pd/IndividualCUP-Men's-Soccer-Shorts/659897?swatch=08
'197671446166,44.99,PUMA Black,https://us.puma.com/us/en/pd/BMW-M-Motorsport-Polo-Men/627462?swatch=01
'197670964302,32.5,PUMA White,https://us.puma.com/us/en/pd/BMW-M-Motorsport-Polo-Men/627462?swatch=02
'197671655957,32.5,Pro Blue-M Color,https://us.puma.com/us/en/pd/BMW-M-Motorsport-Polo-Men/627462?swatch=04
'197673485774,80,Red Fire-Dark Poppy,https://us.puma.com/us/en/pd/Palermo-Weathered-Men's-Sneakers/401722?swatch=02
'197673483947,40,Safe Lake-New Navy,https://us.puma.com/us/en/pd/Palermo-Weathered-Men's-Sneakers/401722?swatch=03
'197673494431,15,PUMA Black,https://us.puma.com/us/en/pd/Essentials-Elevated-Women's-Tee/685016?swatch=01
'197674813019,8.99,PUMA White,https://us.puma.com/us/en/pd/Essentials-Elevated-Women's-Tee/685016?swatch=02
'197674813088,15,Magic Rose,https://us.puma.com/us/en/pd/Essentials-Elevated-Women's-Tee/685016?swatch=22
'197673494356,22.99,No Dye,https://us.puma.com/us/en/pd/Essentials-Elevated-Women's-Tee/685016?swatch=99
'198553840959,10.99,PUMA Black,https://us.puma.com/us/en/pd/Graphics-Gradient-Men's-Tee/691933?swatch=01
'198553841031,10.99,Medium Gray Heather,https://us.puma.com/us/en/pd/Graphics-Gradient-Men's-Tee/691933?swatch=03
'198553840874,10.99,For All Time Red,https://us.puma.com/us/en/pd/Graphics-Gradient-Men's-Tee/691933?swatch=11
'198555456639,16.99,Mountain Blue,https://us.puma.com/us/en/pd/Graphics-Gradient-Men's-Tee/691933?swatch=13
'198555456790,11.99,Light Moss,https://us.puma.com/us/en/pd/Graphics-Gradient-Men's-Tee/691933?swatch=37
'198555456714,10.99,Wild Green,https://us.puma.com/us/en/pd/Graphics-Gradient-Men's-Tee/691933?swatch=74
'198555411454,32.5,Toasted Almond,https://us.puma.com/us/en/pd/ESS-GRAPHIC-Animal-Hoodie-Women/691947?swatch=83
'198555412161,32.5,Ruby Shimmer,https://us.puma.com/us/en/pd/ESS-GRAPHIC-Animal-Hoodie-Women/691947?swatch=96
'198551221736,17.5,PUMA White,https://us.puma.com/us/en/pd/Floral-Sport-Men's-Boxy-Tee/689557?swatch=02
'198551220548,19.99,Desert Dust,https://us.puma.com/us/en/pd/Floral-Sport-Men's-Boxy-Tee/689557?swatch=68
'198551860447,45,PUMA White-Pop Red,https://us.puma.com/us/en/pd/F1®-Caven-2.0-Sneakers-Unisex/309075?swatch=02
'198551861444,45,PUMA White-Green Terrain,https://us.puma.com/us/en/pd/F1®-Caven-2.0-Sneakers-Unisex/309075?swatch=03
'196856235731,27.5,PUMA Black-Cool Dark Gray,https://us.puma.com/us/en/pd/PUMA-Caven-2.0-Little-Kids'-Sneakers/393839?swatch=01
'196856236127,27.99,PUMA White-PUMA Silver-PUMA Black,https://us.puma.com/us/en/pd/PUMA-Caven-2.0-Little-Kids'-Sneakers/393839?swatch=02
'197673861387,35.99,Shadow Gray-Archive Green-PUMA White,https://us.puma.com/us/en/pd/PUMA-Caven-2.0-Little-Kids'-Sneakers/393839?swatch=43
'198551715648,27.5,PUMA Black-Team Regal Red-PUMA White,https://us.puma.com/us/en/pd/PUMA-Caven-2.0-Little-Kids'-Sneakers/393839?swatch=59
'197673455111,20,PUMA Black,https://us.puma.com/us/en/pd/MOVE-CLOUDSPUN-Women's-Loose-Fit-Tee/526696?swatch=01
'197673454916,20,Alpine Snow,https://us.puma.com/us/en/pd/MOVE-CLOUDSPUN-Women's-Loose-Fit-Tee/526696?swatch=87
'195102663175,37.5,Puma Black-CASTLEROCK,https://us.puma.com/us/en/pd/Softride-Enzo-Evo-Men's-Running-Shoes/377048?swatch=01
'195102386395,37.5,High Risk Red-Puma Black,https://us.puma.com/us/en/pd/Softride-Enzo-Evo-Men's-Running-Shoes/377048?swatch=02
'195552415744,70.99,PUMA White-PUMA Black-High Risk Red,https://us.puma.com/us/en/pd/Softride-Enzo-Evo-Men's-Running-Shoes/377048?swatch=10
'196859654485,37.5,PUMA White-PUMA Black-For All Time Red,https://us.puma.com/us/en/pd/Softride-Enzo-Evo-Men's-Running-Shoes/377048?swatch=23
'197670569521,69.99,PUMA White-PUMA Black,https://us.puma.com/us/en/pd/Softride-Enzo-Evo-Men's-Running-Shoes/377048?swatch=25
'197670615259,29.99,Oak Branch-Fizzy Apple,https://us.puma.com/us/en/pd/Softride-Enzo-Evo-Men's-Running-Shoes/377048?swatch=28
'197670495196,34.99,PUMA Black-PUMA Black,https://us.puma.com/us/en/pd/Cell-Thrill-Men's-Running-Shoes/310168?swatch=01
'197670253017,29.99,PUMA Black-For All Time Red,https://us.puma.com/us/en/pd/Cell-Thrill-Men's-Running-Shoes/310168?swatch=02
'197670462112,34.99,Cool Dark Gray-Clyde Royal,https://us.puma.com/us/en/pd/Cell-Thrill-Men's-Running-Shoes/310168?swatch=05
'197670304894,34.99,Desert Dust-PUMA Black,https://us.puma.com/us/en/pd/Cell-Thrill-Men's-Running-Shoes/310168?swatch=09
'197674026389,35,For All Time Red-PUMA Black,https://us.puma.com/us/en/pd/Cell-Thrill-Men's-Running-Shoes/310168?swatch=11
'197674010579,40.99,Alpine Snow-Heat Fire,https://us.puma.com/us/en/pd/Cell-Thrill-Men's-Running-Shoes/310168?swatch=13
'197674021247,29.99,PUMA Black-Cool Mid Gray,https://us.puma.com/us/en/pd/Cell-Thrill-Men's-Running-Shoes/310168?swatch=14
'197674009641,38.99,Cool Light Gray-Green Glare,https://us.puma.com/us/en/pd/Cell-Thrill-Men's-Running-Shoes/310168?swatch=17
'197674009450,29.99,Feather Gray-PUMA Black,https://us.puma.com/us/en/pd/Cell-Thrill-Men's-Running-Shoes/310168?swatch=19
'197674016861,35,PUMA White-PUMA Black,https://us.puma.com/us/en/pd/Cell-Thrill-Men's-Running-Shoes/310168?swatch=20
'198553884090,50,Mauve Mist-New Navy-Frosted Ivory,https://us.puma.com/us/en/pd/Palermo-Craft-Women's-Sneakers/403565?swatch=01
'198551696640,32.5,Cool Light Gray-Blazing Blue-For All Time Red,https://us.puma.com/us/en/pd/Softride-Enzo-5-Speckle-Fade-Big-Kids'-Sneakers/404204?swatch=01
'197673407929,45,PUMA White-Chocotart,https://us.puma.com/us/en/pd/GV-Special-PRM-Sneakers/401379?swatch=01
'197673408087,45,PUMA White-Calming Green,https://us.puma.com/us/en/pd/GV-Special-PRM-Sneakers/401379?swatch=02
'197673407745,45,PUMA White-Cool Light Gray,https://us.puma.com/us/en/pd/GV-Special-PRM-Sneakers/401379?swatch=03
'197673407288,90,PUMA White-New Navy-Frosted Ivory,https://us.puma.com/us/en/pd/GV-Special-PRM-Sneakers/401379?swatch=04
'196858841015,90,Pelé Yellow-Club Red,https://us.puma.com/us/en/pd/Palermo-Sneakers/396463?swatch=01
'196858706802,90,Fresh Mint-Fast Pink,https://us.puma.com/us/en/pd/Palermo-Sneakers/396463?swatch=02
'196858840438,35.99,Grape Mist-Peach Fizz,https://us.puma.com/us/en/pd/Palermo-Sneakers/396463?swatch=06
'196858840872,90,Club Red-Club Navy,https://us.puma.com/us/en/pd/Palermo-Sneakers/396463?swatch=09
'196858840346,80,PUMA Black-PUMA White,https://us.puma.com/us/en/pd/Palermo-Sneakers/396463?swatch=10
'196858840674,80,Alpine Snow-PUMA White,https://us.puma.com/us/en/pd/Palermo-Sneakers/396463?swatch=11
'196858841190,64.99,Pelé Yellow-Yellow Sizzle-Archive Green,https://us.puma.com/us/en/pd/Palermo-Sneakers/396463?swatch=12
'197646469169,64.99,Dark Cheddar-Bright Aqua-PUMA Gold,https://us.puma.com/us/en/pd/Palermo-Sneakers/396463?swatch=13
'197670310161,45,Mars Red-Caramel Latte-Gum,https://us.puma.com/us/en/pd/Palermo-Sneakers/396463?swatch=24
'197670581158,45,Hyperlink Blue-Flame Flicker-Gum,https://us.puma.com/us/en/pd/Palermo-Sneakers/396463?swatch=25
'197673479155,80,Yellow Sizzle-Alpine Snow,https://us.puma.com/us/en/pd/Palermo-Sneakers/396463?swatch=48
'198553103894,80,Warm White-Archive Gold,https://us.puma.com/us/en/pd/Palermo-Sneakers/396463?swatch=62
'198553105805,80,Archive Green-PUMA White,https://us.puma.com/us/en/pd/Palermo-Sneakers/396463?swatch=63
'198553106185,80,Ruby Shimmer-Alpine Snow,https://us.puma.com/us/en/pd/Palermo-Sneakers/396463?swatch=65
'195731887713,32.5,PUMA Black-PUMA White-Ash Gray,https://us.puma.com/us/en/pd/Kaia-2.0-Women's-Sneakers/392320?swatch=01
'196856254916,32.5,PUMA White-PUMA Black,https://us.puma.com/us/en/pd/Kaia-2.0-Women's-Sneakers/392320?swatch=02
'197673823101,32.5,PUMA White-Rose Quartz-Port,https://us.puma.com/us/en/pd/Kaia-2.0-Women's-Sneakers/392320?swatch=10
'197673214893,45,PUMA Black-PUMA White,https://us.puma.com/us/en/pd/Scuderia-Ferrari-Palermo-Sneakers/308717?swatch=01
'197673214077,45,Rosso Corsa-Peach Frost,https://us.puma.com/us/en/pd/Scuderia-Ferrari-Palermo-Sneakers/308717?swatch=02
'197673483572,40,Archive Green-Bright Aqua,https://us.puma.com/us/en/pd/Palermo-Vintage-Update-Men's-Sneakers/401364?swatch=01
'197673484630,80,Vivid Blue-Sunny Yellow,https://us.puma.com/us/en/pd/Palermo-Vintage-Update-Men's-Sneakers/401364?swatch=02
'197674009269,75,PUMA Black-Cool Dark Gray,https://us.puma.com/us/en/pd/Softride-Enzo-5-Men's-Running-Shoes/311098?swatch=01
'197674018124,75,Loden Green-Yellow Alert,https://us.puma.com/us/en/pd/Softride-Enzo-5-Men's-Running-Shoes/311098?swatch=05
'197674026105,75,PUMA White-PUMA Black,https://us.puma.com/us/en/pd/Softride-Enzo-5-Men's-Running-Shoes/311098?swatch=08
'197674025290,54.99,For All Time Red-PUMA Black,https://us.puma.com/us/en/pd/Softride-Enzo-5-Men's-Running-Shoes/311098?swatch=10
'197674053477,37.5,Desert Dust-PUMA Black,https://us.puma.com/us/en/pd/Softride-Enzo-5-Men's-Running-Shoes/311098?swatch=11
'195552827608,24.99,PUMA Black-PUMA White,https://us.puma.com/us/en/pd/Cool-Cat-2.0-Big-Kids'-Sandals/390881?swatch=01
'195552520820,13.99,Cool Dark Gray-PUMA Black,https://us.puma.com/us/en/pd/Cool-Cat-2.0-Big-Kids'-Sandals/390881?swatch=02
'195552883673,13.99,PUMA Black-PUMA White-KNOCKOUT PINK,https://us.puma.com/us/en/pd/Cool-Cat-2.0-Big-Kids'-Sandals/390881?swatch=03
'195552505056,13.99,Bridal Rose-Rose Gold,https://us.puma.com/us/en/pd/Cool-Cat-2.0-Big-Kids'-Sandals/390881?swatch=04
'195552738782,13.99,PUMA Navy-PUMA White-For All Time Red,https://us.puma.com/us/en/pd/Cool-Cat-2.0-Big-Kids'-Sandals/390881?swatch=05
'195552478756,17.99,Future Blue-PUMA Black,https://us.puma.com/us/en/pd/Cool-Cat-2.0-Big-Kids'-Sandals/390881?swatch=07
'195552489325,13.99,For All Time Red-PUMA Black,https://us.puma.com/us/en/pd/Cool-Cat-2.0-Big-Kids'-Sandals/390881?swatch=09
'195731838531,14.99,Vivid Violet-PUMA White-Purple Pop,https://us.puma.com/us/en/pd/Cool-Cat-2.0-Big-Kids'-Sandals/390881?swatch=17
'197646455254,9.99,Cool Mid Gray-Lime Sheen-PUMA Black,https://us.puma.com/us/en/pd/Cool-Cat-2.0-Big-Kids'-Sandals/390881?swatch=26
'197673818350,14.99,Cool Weather-PUMA White-Magic Rose,https://us.puma.com/us/en/pd/Cool-Cat-2.0-Big-Kids'-Sandals/390881?swatch=39
'197674909842,30,Blazing Blue-Cool Light Gray-Rickie Orange,https://us.puma.com/us/en/pd/Cool-Cat-2.0-Big-Kids'-Sandals/390881?swatch=45
'197671220537,35,Desert Dust,https://us.puma.com/us/en/pd/Porsche-Legacy-ESS-Men's-Pants/626382?swatch=02
'197671427868,39.99,Club Navy,https://us.puma.com/us/en/pd/Porsche-Legacy-ESS-Men's-Pants/626382?swatch=03
'198553643765,20,PUMA Black,https://us.puma.com/us/en/pd/Evostripe-High-Waist-Tights-Women/688144?swatch=01
'198553644229,20,Lux Army,https://us.puma.com/us/en/pd/Evostripe-High-Waist-Tights-Women/688144?swatch=82
'197673668047,14.99,PUMA Black,https://us.puma.com/us/en/pd/Essentials-Men's-Crew-Neck-Sweatshirt/682568?swatch=01
'197673591048,25,Medium Gray Heather,https://us.puma.com/us/en/pd/Essentials-Men's-Crew-Neck-Sweatshirt/682568?swatch=03
'197673410615,100,PUMA White-PUMA Black-Gum,https://us.puma.com/us/en/pd/PUMA-Indoor-Sneakers/401360?swatch=01
'197673410875,50,PUMA White-Dark Crimson-Gum,https://us.puma.com/us/en/pd/PUMA-Indoor-Sneakers/401360?swatch=03
'197673411155,100,PUMA White-Dark Myrtle-Gum,https://us.puma.com/us/en/pd/PUMA-Indoor-Sneakers/401360?swatch=05
'197673410233,100,PUMA White-Blue Crystal-Gum,https://us.puma.com/us/en/pd/PUMA-Indoor-Sneakers/401360?swatch=06
'195100368690,39.99,Puma White-PRISM PINK,https://us.puma.com/us/en/pd/Mayze-Wild-Sneakers-Big-Kids/385696?swatch=01
'196859493923,39.99,PUMA Black-Pink Lilac,https://us.puma.com/us/en/pd/Mayze-Wild-Sneakers-Big-Kids/385696?swatch=10
'197670444323,37.5,PUMA Black-Mauved Out,https://us.puma.com/us/en/pd/Mayze-Wild-Sneakers-Big-Kids/385696?swatch=12
'198551979064,75,Dusky Gray-Lilac Crush,https://us.puma.com/us/en/pd/Mayze-Wild-Sneakers-Big-Kids/385696?swatch=16
'197673308400,100,Cool Weather-Pure Magenta,https://us.puma.com/us/en/pd/Inhale-Women's-Sneakers/403281?swatch=09
'197673302859,50,Warm White-Magic Rose,https://us.puma.com/us/en/pd/Inhale-Women's-Sneakers/403281?swatch=12
'195102659048,40,Puma Black-Puma Black-Dark Shadow,https://us.puma.com/us/en/pd/Carina-2.0-Mid-Winter-Women's-Sneakers/385852?swatch=01
'195731838753,80,Vapor Gray-PUMA Gold-Gum,https://us.puma.com/us/en/pd/Carina-2.0-Mid-Winter-Women's-Sneakers/385852?swatch=05
'197670615532,40,Desert Dust-PUMA Gold,https://us.puma.com/us/en/pd/Carina-2.0-Mid-Winter-Women's-Sneakers/385852?swatch=07
'198553068292,42.5,PUMA Black-PUMA Gold,https://us.puma.com/us/en/pd/Meza-Wns-Women/312476?swatch=04
'198553065123,42.5,Mauve Mist-Warm White,https://us.puma.com/us/en/pd/Meza-Wns-Women/312476?swatch=05
'198553068537,42.5,PUMA White-PUMA Silver,https://us.puma.com/us/en/pd/Meza-Wns-Women/312476?swatch=07
'197670622660,49.99,PUMA Black-PUMA White,https://us.puma.com/us/en/pd/SOFTRIDE-Mayve-Running-Shoes-Women/310160?swatch=01
'197670546522,35,PUMA White-PUMA Black-PUMA Silver,https://us.puma.com/us/en/pd/SOFTRIDE-Mayve-Running-Shoes-Women/310160?swatch=02
'197670338332,35,Feather Gray-Mauve Mist-Rose Gold,https://us.puma.com/us/en/pd/SOFTRIDE-Mayve-Running-Shoes-Women/310160?swatch=03
'197670639965,50.99,Mauve Mist-Rose Gold,https://us.puma.com/us/en/pd/SOFTRIDE-Mayve-Running-Shoes-Women/310160?swatch=05
'197670313605,34.99,Midnight Plum-Mauved Out-PUMA White,https://us.puma.com/us/en/pd/SOFTRIDE-Mayve-Running-Shoes-Women/310160?swatch=06
'197670601443,34.99,Warm White-PUMA Black-Fizzy Apple,https://us.puma.com/us/en/pd/SOFTRIDE-Mayve-Running-Shoes-Women/310160?swatch=09
'197670603744,30.99,Haute Coffee-Oak Branch-Desert Dust,https://us.puma.com/us/en/pd/SOFTRIDE-Mayve-Running-Shoes-Women/310160?swatch=10
'197674019565,34.99,Alpine Snow-Warm White-PUMA Black,https://us.puma.com/us/en/pd/SOFTRIDE-Mayve-Running-Shoes-Women/310160?swatch=16
'198553029040,35,Dark Indigo-Fizzy Light-Pink Pixel,https://us.puma.com/us/en/pd/SOFTRIDE-Mayve-Running-Shoes-Women/310160?swatch=21
'198553028807,50.99,Ice Coffee-Alpine Snow,https://us.puma.com/us/en/pd/SOFTRIDE-Mayve-Running-Shoes-Women/310160?swatch=25
'197670866095,25,PUMA Navy-PUMA White-PUMA Red,https://us.puma.com/us/en/pd/ST-Runner-v4-Mesh-Little-Kids'-Sneakers/399877?swatch=02
'197673961933,24.99,Peaceful Blue-PUMA White-Modern Mint-Lavender Alert,https://us.puma.com/us/en/pd/ST-Runner-v4-Mesh-Little-Kids'-Sneakers/399877?swatch=06
'198551929670,25,Jasmine Flower-PUMA White-Mauve Mist-Poised Pink,https://us.puma.com/us/en/pd/ST-Runner-v4-Mesh-Little-Kids'-Sneakers/399877?swatch=11
'197674023913,43.99,Green Moon-Peaceful Blue-PUMA White,https://us.puma.com/us/en/pd/Softride-Enzo-5-Women's-Running-Shoes/311213?swatch=01
'197674020998,35.99,Lilac Frost-Midnight Plum-PUMA Black,https://us.puma.com/us/en/pd/Softride-Enzo-5-Women's-Running-Shoes/311213?swatch=02
'197674009870,54.99,PUMA White-PUMA Silver-PUMA Black,https://us.puma.com/us/en/pd/Softride-Enzo-5-Women's-Running-Shoes/311213?swatch=03
'197674053927,37.5,PUMA Black-PUMA Black-PUMA Silver,https://us.puma.com/us/en/pd/Softride-Enzo-5-Women's-Running-Shoes/311213?swatch=12
'197673754221,32.5,PUMA White-PUMA White-Cool Light Gray,https://us.puma.com/us/en/pd/Court-Lally-Women/400367?swatch=02
'197673723012,32.5,PUMA White-PUMA Black,https://us.puma.com/us/en/pd/Court-Lally-Women/400367?swatch=03
'197673735299,32.5,PUMA White-Rose Quartz,https://us.puma.com/us/en/pd/Court-Lally-Women/400367?swatch=04
'197674811466,31.99,PUMA White,"https://us.puma.com/us/en/pd/Essentials-Elevated-Men's-9""-Shorts/684730?swatch=02"
'197673343197,13.99,Light Gray Heather,"https://us.puma.com/us/en/pd/Essentials-Elevated-Men's-9""-Shorts/684730?swatch=04"
'197674811848,22.5,Red Fire,"https://us.puma.com/us/en/pd/Essentials-Elevated-Men's-9""-Shorts/684730?swatch=15"
'197674812388,22.5,New Navy,"https://us.puma.com/us/en/pd/Essentials-Elevated-Men's-9""-Shorts/684730?swatch=16"
'197673343234,22.5,Green Moon,"https://us.puma.com/us/en/pd/Essentials-Elevated-Men's-9""-Shorts/684730?swatch=30"
'197674811541,22.5,Almost Apricot,"https://us.puma.com/us/en/pd/Essentials-Elevated-Men's-9""-Shorts/684730?swatch=41"
'197674810827,22.5,Sunny Yellow,"https://us.puma.com/us/en/pd/Essentials-Elevated-Men's-9""-Shorts/684730?swatch=55"
'197674811046,22.5,Team Light Blue,"https://us.puma.com/us/en/pd/Essentials-Elevated-Men's-9""-Shorts/684730?swatch=57"
'197674811961,22.5,Totally Taupe,"https://us.puma.com/us/en/pd/Essentials-Elevated-Men's-9""-Shorts/684730?swatch=93"
'197672431109,35,PUMA Black-PUMA White,https://us.puma.com/us/en/pd/PUMA-Astro-Play-Men's-Sneakers/401439?swatch=01
'197672430577,35,PUMA Navy-PUMA White,https://us.puma.com/us/en/pd/PUMA-Astro-Play-Men's-Sneakers/401439?swatch=02
'197672430942,35,Dark Olive-PUMA White,https://us.puma.com/us/en/pd/PUMA-Astro-Play-Men's-Sneakers/401439?swatch=03
'197672430768,35,Rhubarb-PUMA White,https://us.puma.com/us/en/pd/PUMA-Astro-Play-Men's-Sneakers/401439?swatch=04
'197672430348,35,Flat Light Gray-PUMA White,https://us.puma.com/us/en/pd/PUMA-Astro-Play-Men's-Sneakers/401439?swatch=05
'197674653363,35,Toasted Almond-Warm White,https://us.puma.com/us/en/pd/PUMA-Astro-Play-Men's-Sneakers/401439?swatch=06
'198555821741,35,Teak-PUMA Black,https://us.puma.com/us/en/pd/PUMA-Astro-Play-Men's-Sneakers/401439?swatch=07
'196859639246,34.99,PUMA Black-Dewdrop,https://us.puma.com/us/en/pd/X-Cell-Lightspeed-Women's-Running-Shoe/309993?swatch=01
'197670619066,48.99,Silver Mist-Frosted Ivory-Pale Plum,https://us.puma.com/us/en/pd/X-Cell-Lightspeed-Women's-Running-Shoe/309993?swatch=04
'197670497565,56.99,PUMA White-Mauve Mist-Cool Cucumber,https://us.puma.com/us/en/pd/X-Cell-Lightspeed-Women's-Running-Shoe/309993?swatch=05
'197670223096,55.99,Frosted Ivory-PUMA Gold,https://us.puma.com/us/en/pd/X-Cell-Lightspeed-Women's-Running-Shoe/309993?swatch=06
'197670824484,55.99,PUMA Black-Rose Gold,https://us.puma.com/us/en/pd/X-Cell-Lightspeed-Women's-Running-Shoe/309993?swatch=09
'197674019848,45.99,Midnight Plum-Lilac Frost,https://us.puma.com/us/en/pd/X-Cell-Lightspeed-Women's-Running-Shoe/309993?swatch=10
'197674020332,40,PUMA Black-Feather Gray,https://us.puma.com/us/en/pd/X-Cell-Lightspeed-Women's-Running-Shoe/309993?swatch=12
'197674016557,40,Peaceful Blue-Green Moon,https://us.puma.com/us/en/pd/X-Cell-Lightspeed-Women's-Running-Shoe/309993?swatch=13
'197674422877,40,PUMA White-PUMA Silver,https://us.puma.com/us/en/pd/X-Cell-Lightspeed-Women's-Running-Shoe/309993?swatch=14
'198553028173,40,Jasmine Flower-Warm White,https://us.puma.com/us/en/pd/X-Cell-Lightspeed-Women's-Running-Shoe/309993?swatch=15
'197673393000,40,Lilac Frost-PUMA White-Magic Rose,https://us.puma.com/us/en/pd/PUMA-x-HELLO-KITTY®-AND-FRIENDS-Easy-Rider-Big-Kids'-Sneakers/403224?swatch=01
'198551845499,25,PUMA Black-PUMA White,https://us.puma.com/us/en/pd/VITORIA-II-TT-Soccer-Cleats-Men/108501?swatch=01
'198551846090,25,Glowing Red-PUMA White,https://us.puma.com/us/en/pd/VITORIA-II-TT-Soccer-Cleats-Men/108501?swatch=03
'197673496091,20,PUMA Black,https://us.puma.com/us/en/pd/ESS-ELEVATED-High-Waist-Straight-Leg-Rib-Pants-Women/685025?swatch=01
'195552106857,37.99,Desert Tan-Whisper White,https://us.puma.com/us/en/pd/Bari-Comfort-Sherpa-Women's-Slip-On-Shoes/390657?swatch=01
'197672557069,37.5,Wild Willow-PUMA White,https://us.puma.com/us/en/pd/Bari-Comfort-Sherpa-Women's-Slip-On-Shoes/390657?swatch=04
'198555509076,75,Dark Indigo-Whisper White,https://us.puma.com/us/en/pd/Bari-Comfort-Sherpa-Women's-Slip-On-Shoes/390657?swatch=05
'198555509199,75,Prairie Tan-Whisper White,https://us.puma.com/us/en/pd/Bari-Comfort-Sherpa-Women's-Slip-On-Shoes/390657?swatch=06
'197674140634,80,PUMA Black,https://us.puma.com/us/en/pd/Wardrobe-Essentials-Women's-Relaxed-Woven-Cargo-Pants/629756?swatch=01
