upc,price,variation,source_url
198551471988,19.99,PUMA Black,https://us.puma.com/us/en/pd/Essentials-Logo-Lab-Sweatpants-Youth/688987?swatch=01
198553501560,24.99,PUMA Black,https://us.puma.com/us/en/pd/Essentials-Graphic-Animal-Pants-Youth/688760?swatch=01
198553460522,24.99,Ruby Shimmer,https://us.puma.com/us/en/pd/Essentials-Graphic-Animal-Pants-Youth/688760?swatch=96
198553171718,14.99,PUMA Black,https://us.puma.com/us/en/pd/ESS-GRAPHIC-Animal-Tee-Youth/688757?swatch=01
198553171770,14.99,Alpine Snow,https://us.puma.com/us/en/pd/ESS-GRAPHIC-Animal-Tee-Youth/688757?swatch=87
198553617292,24.99,Light Gray Heather,https://us.puma.com/us/en/pd/Essentials-Logo-Lab-Hoodie-Women/688088?swatch=04
198553616561,34.99,Poised Pink,https://us.puma.com/us/en/pd/Essentials-Logo-Lab-Hoodie-Women/688088?swatch=65
198553616516,34.99,Lux Army,https://us.puma.com/us/en/pd/Essentials-Logo-Lab-Hoodie-Women/688088?swatch=82
198553661257,19.99,PUMA Black,https://us.puma.com/us/en/pd/ESS-ELEVATED-Wash-Shorts-Women/688105?swatch=01
198553661639,19.99,Poised Pink,https://us.puma.com/us/en/pd/ESS-ELEVATED-Wash-Shorts-Women/688105?swatch=65
198553412828,59.99,PUMA Black,https://us.puma.com/us/en/pd/ESS-Padded-Vest-Men/685209?swatch=01
198553412736,54.99,New Navy,https://us.puma.com/us/en/pd/ESS-Padded-Vest-Men/685209?swatch=16
198553413061,54.99,Ice Coffee,https://us.puma.com/us/en/pd/ESS-Padded-Vest-Men/685209?swatch=55
198553412910,54.99,Dark Olive,https://us.puma.com/us/en/pd/ESS-Padded-Vest-Men/685209?swatch=70
198555270464,19.99,Mountain Blue,https://us.puma.com/us/en/pd/PUMATECH-Tee-Men/684598?swatch=13
198553490666,14.99,Cool Blue,https://us.puma.com/us/en/pd/PUMATECH-Tee-Men/684598?swatch=34
198553490604,19.99,Dusky Gray,https://us.puma.com/us/en/pd/PUMATECH-Tee-Men/684598?swatch=44
198555270389,14.99,Wild Green,https://us.puma.com/us/en/pd/PUMATECH-Tee-Men/684598?swatch=74
198553490482,19.99,Ruby Shimmer,https://us.puma.com/us/en/pd/PUMATECH-Tee-Men/684598?swatch=96
198553411838,79.99,PUMA Black,https://us.puma.com/us/en/pd/ESS-Hooded-Padded-Jacket-Men/685211?swatch=01
198553411555,79.99,Dusky Gray,https://us.puma.com/us/en/pd/ESS-Hooded-Padded-Jacket-Men/685211?swatch=44
198553411258,69.99,Dark Olive,https://us.puma.com/us/en/pd/ESS-Hooded-Padded-Jacket-Men/685211?swatch=70
197671669039,79.99,PUMA White,https://us.puma.com/us/en/pd/25-Away-Authentic-Men's-Soccer-Jersey/706188?swatch=01
198555414240,15.99,Mountain Blue,https://us.puma.com/us/en/pd/ESS-TRIPLE-BLOCK-Tee-Men/691261?swatch=13
198555414301,15.99,Gray Echo,https://us.puma.com/us/en/pd/ESS-TRIPLE-BLOCK-Tee-Men/691261?swatch=63
198555414363,15.99,Archive Green,https://us.puma.com/us/en/pd/ESS-TRIPLE-BLOCK-Tee-Men/691261?swatch=86
197673675694,14.99,PUMA Black,https://us.puma.com/us/en/pd/Essentials-Small-No.-1-Logo-Women's-Slim-Dress/684974?swatch=01
198553704763,11.99,Cool Blue,https://us.puma.com/us/en/pd/Essentials-Small-No.-1-Logo-Women's-Slim-Dress/684974?swatch=34
198553704909,24.99,Poised Pink,https://us.puma.com/us/en/pd/Essentials-Small-No.-1-Logo-Women's-Slim-Dress/684974?swatch=65
197674821038,15.99,Wild Berry,https://us.puma.com/us/en/pd/Essentials-Small-No.-1-Logo-Women's-Slim-Dress/684974?swatch=89
198553434448,19.99,New Navy-Mountain Blue,https://us.puma.com/us/en/pd/Essentials-2-Colour-No.-1-Logo-Hoodie-Men/684711?swatch=17
198553444171,24.99,Cool Blue,https://us.puma.com/us/en/pd/Essentials-2-Colour-No.-1-Logo-Hoodie-Men/684711?swatch=34
198553443679,19.99,PUMA Black-Gold Moon,https://us.puma.com/us/en/pd/Essentials-2-Colour-No.-1-Logo-Hoodie-Men/684711?swatch=52
198553430129,24.99,Dark Olive,https://us.puma.com/us/en/pd/Essentials-2-Colour-No.-1-Logo-Hoodie-Men/684711?swatch=70
198555436020,24.99,PUMA Black,https://us.puma.com/us/en/pd/PUMA-SPORT-Woven-Short-Men/691497?swatch=01
198555436334,24.99,Mountain Blue,https://us.puma.com/us/en/pd/PUMA-SPORT-Woven-Short-Men/691497?swatch=13
197671821529,54.99,PUMA Navy,https://us.puma.com/us/en/pd/Chivas-'25-Alternative-Replica-Men's-Soccer-Jersey/763835?swatch=01
197671220537,29.99,Desert Dust,https://us.puma.com/us/en/pd/Porsche-Legacy-ESS-Men's-Pants/626382?swatch=02
197671427868,39.99,Club Navy,https://us.puma.com/us/en/pd/Porsche-Legacy-ESS-Men's-Pants/626382?swatch=03
198555399578,39.99,Plum Jam,https://us.puma.com/us/en/pd/ESS-Animal-Straight-Leg-Pant-Women/690333?swatch=64
198555400373,34.99,Alpine Snow,https://us.puma.com/us/en/pd/ESS-Animal-Straight-Leg-Pant-Women/690333?swatch=87
198555372984,49.99,Mountain Blue,https://us.puma.com/us/en/pd/PUMATECH-Hoodie-Men/684600?swatch=13
197673947654,19.99,PUMA Black,https://us.puma.com/us/en/pd/Essentials-No.-1-Logo-Big-Kids'-Hoodie/684896?swatch=01
197673951088,13.99,Pink Fruit,https://us.puma.com/us/en/pd/Essentials-No.-1-Logo-Big-Kids'-Hoodie/684896?swatch=18
198553720831,19.99,Cool Blue,https://us.puma.com/us/en/pd/Essentials-No.-1-Logo-Big-Kids'-Hoodie/684896?swatch=34
197673947623,19.99,Cool Weather,https://us.puma.com/us/en/pd/Essentials-No.-1-Logo-Big-Kids'-Hoodie/684896?swatch=47
198553720886,19.99,Poised Pink,https://us.puma.com/us/en/pd/Essentials-No.-1-Logo-Big-Kids'-Hoodie/684896?swatch=65
198553720787,19.99,Ruby Shimmer,https://us.puma.com/us/en/pd/Essentials-No.-1-Logo-Big-Kids'-Hoodie/684896?swatch=96
198555457995,12.99,PUMA Black,https://us.puma.com/us/en/pd/PUMA-SPORT-Graphic-Tee-US-Men/691971?swatch=01
198555457933,11.99,PUMA White,https://us.puma.com/us/en/pd/PUMA-SPORT-Graphic-Tee-US-Men/691971?swatch=02
198555457810,10.99,Mountain Blue,https://us.puma.com/us/en/pd/PUMA-SPORT-Graphic-Tee-US-Men/691971?swatch=13
198555457872,10.99,Green Terrain,https://us.puma.com/us/en/pd/PUMA-SPORT-Graphic-Tee-US-Men/691971?swatch=75
197674865513,9.99,PUMA Black,https://us.puma.com/us/en/pd/PUMA-Upfront-Line-Women's-Tee/688871?swatch=01
197674865391,9.99,PUMA White,https://us.puma.com/us/en/pd/PUMA-Upfront-Line-Women's-Tee/688871?swatch=02
197674865636,11.99,Magic Rose,https://us.puma.com/us/en/pd/PUMA-Upfront-Line-Women's-Tee/688871?swatch=22
198555454796,10.99,Cool Blue,https://us.puma.com/us/en/pd/PUMA-Upfront-Line-Women's-Tee/688871?swatch=34
197674865575,11.99,Almost Apricot,https://us.puma.com/us/en/pd/PUMA-Upfront-Line-Women's-Tee/688871?swatch=41
197674865452,9.99,Modern Mint,https://us.puma.com/us/en/pd/PUMA-Upfront-Line-Women's-Tee/688871?swatch=67
198555454734,9.99,Lux Army,https://us.puma.com/us/en/pd/PUMA-Upfront-Line-Women's-Tee/688871?swatch=82
198555455380,11.99,PUMA Black,https://us.puma.com/us/en/pd/GRAPHIC-Logo-Tee-Women/691953?swatch=01
198555455489,11.99,PUMA White,https://us.puma.com/us/en/pd/GRAPHIC-Logo-Tee-Women/691953?swatch=02
198555455281,11.99,Cool Blue,https://us.puma.com/us/en/pd/GRAPHIC-Logo-Tee-Women/691953?swatch=34
198555455434,11.99,Poised Pink,https://us.puma.com/us/en/pd/GRAPHIC-Logo-Tee-Women/691953?swatch=65
198555455335,11.99,Ruby Shimmer,https://us.puma.com/us/en/pd/GRAPHIC-Logo-Tee-Women/691953?swatch=96
198555437584,24.99,PUMA White,https://us.puma.com/us/en/pd/PUMA-SPORT-Football-Jersey-Men/634322?swatch=02
198555437645,23.99,Pelé Yellow,https://us.puma.com/us/en/pd/PUMA-SPORT-Football-Jersey-Men/634322?swatch=26
198555437706,23.99,Vine,https://us.puma.com/us/en/pd/PUMA-SPORT-Football-Jersey-Men/634322?swatch=37
198555437768,23.99,Team Light Blue,https://us.puma.com/us/en/pd/PUMA-SPORT-Football-Jersey-Men/634322?swatch=57
197674865292,11.99,Green Moon,https://us.puma.com/us/en/pd/ESS-No.-1-Logo-Women's-Tee/688870?swatch=30
