UPC,Price,Variant,Promo,Source Link
816218021580,40.0,1.0 fl. oz.,SUPER20,https://supergoop.com/products/daily-dose-bioretinol-mineral-spf-40-fluid?variant=40153478824034
816218029890,25.6,0.70 oz.,SUPER20,https://supergoop.com/products/mineral-sheer-sunscreen-stick?variant=40758236282978
810165890541,32.0,One Size,SUPER20,https://supergoop.com/products/round-trip-ready-spf-travel-kit?variant=41672003780706
,67.2,10N / Sunrise,SUPER20,https://supergoop.com/products/makeup-base-ics-spf-set?variant=41867121983586
816218026219,19.200000000000003,0.13 oz,SUPER20,https://supergoop.com/products/glowsetting-powder-100-mineral-spf-35-refill?variant=40256485687394
,152.8,Default Title,SUPER20,https://supergoop.com/products/bride-shine-spf-set?variant=41788296134754
816218023706,24.0,3 fl. oz.,SUPER20,https://supergoop.com/products/sunnyscreen-100-mineral-lotion?variant=20292031316066
816218024567,30.400000000000002,3.4 fl. oz.,SUPER20,https://supergoop.com/products/play-100-mineral-lotion-spf-30-with-green-algae?variant=39622636535906
816218029159,27.200000000000003,3.4 fl. oz.,SUPER20,https://supergoop.com/products/resetting-refreshing-mist-spf-40-setting-spray?variant=39579607859298
,60.0,Light,SUPER20,https://supergoop.com/products/the-matte-prime-reapply-set?variant=41105440211042
816218022303,19.200000000000003,First Light,SUPER20,https://supergoop.com/products/shimmershade-spf-30?variant=40722206916706
,57.6,Golden Hour / Sunrise,SUPER20,https://supergoop.com/products/soft-glow-go-spf-set?variant=41834991485026
816218028848,12.8,1 fl. oz.,SUPER20,https://supergoop.com/products/play-100-mineral-lotion-spf-50-with-green-algae?variant=39622630670434
816218023065,19.200000000000003,Light,SUPER20,https://supergoop.com/products/mineral-setting-powder-refill?variant=32056186830946
,67.2,10N / Golden Hour,SUPER20,https://supergoop.com/products/makeup-base-ics-spf-set?variant=41867122016354
816218021924,16.0,1 fl. oz.,SUPER20,https://supergoop.com/products/resetting-refreshing-mist-spf-40-setting-spray?variant=41252950245474
,60.0,Medium,SUPER20,https://supergoop.com/products/the-matte-prime-reapply-set?variant=41105440243810
816218025779,35.2,100C / 1.6 fl. oz.,SUPER20,https://supergoop.com/products/cc-screen-100-mineral-cc-cream-spf-50?variant=31865077334114
