"Locale","Image","Title","Product Codes: PartNumber","Model","Product Codes: UPC","ASIN","New, 3rd Party FBA: Current","New: Current","Buy Box 🚚: Current","Buy Box 🚚: 30 days avg.","Buy Box 🚚: 90 days avg.","Reviews: Rating Count - Format Specific","Reviews: Rating Count","New Offer Count: Current","Competitive Price Threshold","Size","Item Form","Pattern","Style","Material","Item Type","Variation Attributes","Color","Bought in past month","Sales Rank: Current","Parent ASIN","Product Codes: EAN","Product Codes: GTIN","Amazon: Current","Amazon: Highest","Amazon: 90 days OOS","FBA Pick&Pack Fee","Referral Fee %","Referral Fee based on current Buy Box price","Total Offer Count","Listed since","Brand","Brand Store Name","Brand Store URL Name","Categories: Root","Manufacturer","Return Rate"
"com","https://m.media-amazon.com/images/I/71QYMnKf0EL.jpg;https://m.media-amazon.com/images/I/51YXoZHrxlL.jpg;https://m.media-amazon.com/images/I/51lpxcRHS-L.jpg;https://m.media-amazon.com/images/I/61TV8etiPOL.jpg;https://m.media-amazon.com/images/I/71qVY33pdkL.jpg;https://m.media-amazon.com/images/I/519qbnCfJYL.jpg;https://m.media-amazon.com/images/I/51WbcLJESrL.jpg","Crocs Classic Marbled Tie-Dye Clog Light Grey/Multi Men's 9, Women's 11 Medium","206867-0ES-M9W11","206867-0ES","191448915091, 191448914957","B097J47GGD","","$ 69.90","","","$ 66.84","100","12694","1","-","11 Women/9 Men","","","Classic Marbled Tie Dye Clog","Resin","clogs-and-mules-shoes","Color: Light Grey/Multi; Size: 11 Women/9 Men;","Light Grey/Multi","","2290","B0C8NRKNRR","0191448914957, 0191448915091","","","$ 54.99","100 %","$ 7.16","15.01 %","-","1","2021/06/18","Crocs","Crocs","Crocs","Clothing, Shoes & Jewelry","Crocs",""
"com","https://m.media-amazon.com/images/I/71lQRFH+qvL.jpg;https://m.media-amazon.com/images/I/71iJwm6uLtL.jpg;https://m.media-amazon.com/images/I/81yguV-nRmL.jpg;https://m.media-amazon.com/images/I/71kGsquSeML.jpg;https://m.media-amazon.com/images/I/81CWzoRfTOL.jpg","Crocs Classic Marbled Tie-Dye Clog 103 Men's 7, Women's 9 Medium","206867-103_White/Black_6 UK","206867-103","191448730700","B08911QN1S","$ 53.24","$ 54.24","","$ 51.90","$ 49.21","528","12694","1","-","9 Women/7 Men","","","Classic Marbled Tie Dye Clog","Plastic","clogs-and-mules-shoes","Color: 103; Size: 9 Women/7 Men;","103","200","2394","B0C8NRKNRR","0191448730700","","","$ 55.00","100 %","$ 7.16","15.01 %","-","1","2023/06/19","Crocs","Crocs","Crocs","Clothing, Shoes & Jewelry","Crocs",""
"com","https://m.media-amazon.com/images/I/31dKMnfb1zL.jpg;https://m.media-amazon.com/images/I/21L1-qEBrcL.jpg;https://m.media-amazon.com/images/I/31+Uw-CAqwL.jpg;https://m.media-amazon.com/images/I/31mUWnm9bDL.jpg;https://m.media-amazon.com/images/I/21hBchpMtXL.jpg;https://m.media-amazon.com/images/I/21OEbPbPMRL.jpg","Crocs Unisex Classic Clogs, White, 12 US Men","10001-100","10001-100","883503185685","B07376GDLY","","$ 49.99","$ 49.99","$ 49.99","$ 49.99","-","12692","2","$ 49.99","12","","Solid","Classic Clogs","Ethylene Vinyl Acetate","clogs-and-mules-shoes","Color: White; Size: 12;","White","","2291","B0C8NRKNRR","0883503185685","","","","100 %","$ 5.77","15 %","$ 7.50","2","2019/11/20","Crocs","Crocs","Crocs","Clothing, Shoes & Jewelry","Crocs",""
"com","https://m.media-amazon.com/images/I/71QYMnKf0EL.jpg;https://m.media-amazon.com/images/I/51YXoZHrxlL.jpg;https://m.media-amazon.com/images/I/51lpxcRHS-L.jpg;https://m.media-amazon.com/images/I/61TV8etiPOL.jpg;https://m.media-amazon.com/images/I/71qVY33pdkL.jpg;https://m.media-amazon.com/images/I/519qbnCfJYL.jpg;https://m.media-amazon.com/images/I/51WbcLJESrL.jpg","Crocs Classic Marbled Tie-Dye Clog Light Grey/Multi Men's 6, Women's 8 Medium","206867-0ES-M6W8","206867-0ES","191448915060, 191448914926","B097J3CRY6","$ 74.90","$ 74.90","","","$ 63.23","108","12694","2","-","8 Women/6 Men","","","Classic Marbled Tie Dye Clog","Resin","clogs-and-mules-shoes","Color: Light Grey/Multi; Size: 8 Women/6 Men;","Light Grey/Multi","","2391","B0C8NRKNRR","0191448914926, 0191448915060","","","$ 54.99","100 %","$ 7.16","15.01 %","-","2","2021/06/18","Crocs","Crocs","Crocs","Clothing, Shoes & Jewelry","Crocs",""
"com","https://m.media-amazon.com/images/I/71I1vPvFwRL.jpg;https://m.media-amazon.com/images/I/81isIXPASPL.jpg;https://m.media-amazon.com/images/I/71-TrfZu4KL.jpg;https://m.media-amazon.com/images/I/81Y3c-pMQ5L.jpg;https://m.media-amazon.com/images/I/81Ef5LCIB0L.jpg;https://m.media-amazon.com/images/I/71yo7+EbEPL.jpg;https://m.media-amazon.com/images/I/51RNDhJszKL.jpg;https://m.media-amazon.com/images/I/71P0baf-TOL.jpg;https://m.media-amazon.com/images/I/81bCOLm8XYL.jpg;https://m.media-amazon.com/images/I/31s4zvdDsyL.jpg","New Balance Men's 574 Core Sneaker, Grey/White, 7 Wide","ML574EVG","ML574EVG","195907802847","B093QJVM2R","","$ 125.27","","$ 89.98","$ 89.96","1","8037","3","$ 89.95","7 Wide","","solid","574 Core","Polyester","road-running-shoes","Size: 7 Wide; Color: Grey/White;","Grey/White","","2744","B0FF2PFVSJ","0195907802847","","","$ 89.99","10 %","$ 6.77","15 %","-","3","2022/03/31","New Balance","","","Clothing, Shoes & Jewelry","New Balance Athletics, Inc.",""
"com","https://m.media-amazon.com/images/I/61m7fnIF6mL.jpg;https://m.media-amazon.com/images/I/81-Zhgynz5L.jpg;https://m.media-amazon.com/images/I/6145195CA-L.jpg;https://m.media-amazon.com/images/I/71Tbl9DG4UL.jpg;https://m.media-amazon.com/images/I/615GBZuvQjL.jpg;https://m.media-amazon.com/images/I/61-025H22DL.jpg;https://m.media-amazon.com/images/I/81pGT4tL7gL.jpg;https://m.media-amazon.com/images/I/716hJUB40cL.jpg","New Balance Men's 574 Core Sneaker, Black/White, 11 Wide","ML574EVB","ML574EVB","195907803578","B093QL41KF","","$ 107.16","","$ 90.11","$ 90.02","56","8044","3","$ 89.95","11 Wide","","solid","574 Core","Suede","fashion-sneakers","Size: 11 Wide; Color: Black/White;","Black/White","","2811","B0FF2PFVSJ","0195907803578","","","$ 99.99","72 %","$ 7.48","15 %","-","3","2022/03/31","New Balance","","","Clothing, Shoes & Jewelry","New Balance",""
"com","https://m.media-amazon.com/images/I/61m7fnIF6mL.jpg;https://m.media-amazon.com/images/I/81-Zhgynz5L.jpg;https://m.media-amazon.com/images/I/6145195CA-L.jpg;https://m.media-amazon.com/images/I/71Tbl9DG4UL.jpg;https://m.media-amazon.com/images/I/615GBZuvQjL.jpg;https://m.media-amazon.com/images/I/61-025H22DL.jpg;https://m.media-amazon.com/images/I/81pGT4tL7gL.jpg;https://m.media-amazon.com/images/I/716hJUB40cL.jpg","New Balance Men's 574 Core Sneaker, Black/White, 7 Wide","ML574EVB","ML574EVB","195907803493","B093QKP3V1","","$ 133.54","","$ 89.97","$ 91.30","3","8032","3","$ 89.95","7 Wide","","solid","574 Core","Rubber","fashion-sneakers","Size: 7 Wide; Color: Black/White;","Black/White","","2809","B0FF2PFVSJ","0195907803493","","","$ 89.99","67 %","$ 7.08","15 %","-","3","2022/12/03","New Balance","","","Clothing, Shoes & Jewelry","New Balance",""
"com","https://m.media-amazon.com/images/I/71Tbl9DG4UL.jpg;https://m.media-amazon.com/images/I/81GsgehIaIL.jpg;https://m.media-amazon.com/images/I/71SNsXCfoSL.jpg;https://m.media-amazon.com/images/I/71Tbl9DG4UL.jpg;https://m.media-amazon.com/images/I/71LfwEmlVyL.jpg;https://m.media-amazon.com/images/I/71wha8Kz6rL.jpg;https://m.media-amazon.com/images/I/81saPgw4PmL.jpg;https://m.media-amazon.com/images/I/7195odzt0UL.jpg;https://m.media-amazon.com/images/I/51RNDhJszKL.jpg;https://m.media-amazon.com/images/I/31LBXbT-bWL.jpg;https://m.media-amazon.com/images/I/31UJFLjqByL.jpg;https://m.media-amazon.com/images/I/31D0zeURlvL.jpg","New Balance Men's 574 Core Sneaker, Black/Black, 10","ML574EVE","ML574EVE","195907808566","B093QJCB6X","","$ 113.31","","$ 89.95","$ 89.95","181","209","2","$ 89.99","10","","solid","574 Core","synthetic-and-rubber","fashion-sneakers","Size: 10; Color: Black/Black;","Black/Black","50","2809","B0FF2PFVSJ","0195907808566","","","$ 90.00","80 %","$ 7.48","15 %","-","2","2025/05/11","New Balance","","","Clothing, Shoes & Jewelry","New Balance",""
"com","https://m.media-amazon.com/images/I/71I1vPvFwRL.jpg;https://m.media-amazon.com/images/I/81isIXPASPL.jpg;https://m.media-amazon.com/images/I/71-TrfZu4KL.jpg;https://m.media-amazon.com/images/I/81Y3c-pMQ5L.jpg;https://m.media-amazon.com/images/I/81Ef5LCIB0L.jpg;https://m.media-amazon.com/images/I/71yo7+EbEPL.jpg;https://m.media-amazon.com/images/I/51RNDhJszKL.jpg;https://m.media-amazon.com/images/I/71P0baf-TOL.jpg;https://m.media-amazon.com/images/I/81bCOLm8XYL.jpg;https://m.media-amazon.com/images/I/31s4zvdDsyL.jpg","New Balance Men's 574 Core Sneaker, Grey/White, 13 Wide","ML574EVG","ML574EVG","195907802953","B093QK64X3","","$ 106.37","","$ 89.72","$ 89.51","30","8032","3","$ 89.95","13 Wide","","solid","574 Core","Polyester","fashion-sneakers","Size: 13 Wide; Color: Grey/White;","Grey/White","50","2815","B0FF2PFVSJ","0195907802953","","","$ 89.99","10 %","$ 7.72","15 %","-","3","2022/03/31","New Balance","","","Clothing, Shoes & Jewelry","New Balance Athletics, Inc.",""
"com","https://m.media-amazon.com/images/I/71I1vPvFwRL.jpg;https://m.media-amazon.com/images/I/81isIXPASPL.jpg;https://m.media-amazon.com/images/I/71-TrfZu4KL.jpg;https://m.media-amazon.com/images/I/81Y3c-pMQ5L.jpg;https://m.media-amazon.com/images/I/81Ef5LCIB0L.jpg;https://m.media-amazon.com/images/I/71yo7+EbEPL.jpg;https://m.media-amazon.com/images/I/51RNDhJszKL.jpg;https://m.media-amazon.com/images/I/71P0baf-TOL.jpg;https://m.media-amazon.com/images/I/81bCOLm8XYL.jpg;https://m.media-amazon.com/images/I/31s4zvdDsyL.jpg","New Balance Men's 574 Core Sneaker, Grey/White, 8.5 Wide","ML574EVG","ML574EVG","195907802878","B093QKC6VS","","$ 124.82","","$ 89.97","$ 89.91","21","8051","3","$ 89.95","8.5 Wide","","solid","574 Core","Suede, Mesh, Foam, Polyurethane, Rubber","fashion-sneakers","Size: 8.5 Wide; Color: Grey/White;","Grey/White","","2826","B0FF2PFVSJ","0195907802878","","","$ 89.99","44 %","$ 7.32","15 %","-","3","2025/05/11","New Balance","","","Clothing, Shoes & Jewelry","New Balance",""
"com","https://m.media-amazon.com/images/I/61m7fnIF6mL.jpg;https://m.media-amazon.com/images/I/81-Zhgynz5L.jpg;https://m.media-amazon.com/images/I/6145195CA-L.jpg;https://m.media-amazon.com/images/I/71Tbl9DG4UL.jpg;https://m.media-amazon.com/images/I/615GBZuvQjL.jpg;https://m.media-amazon.com/images/I/61-025H22DL.jpg;https://m.media-amazon.com/images/I/81pGT4tL7gL.jpg;https://m.media-amazon.com/images/I/716hJUB40cL.jpg","New Balance Men's 574 Core Sneaker, Black/White, 12 Wide","ML574EVB","ML574EVB","195907803592","B093QKK57K","","$ 129.99","","$ 89.97","$ 89.92","57","62","2","$ 89.95","12 Wide","","solid","574 Core","Suede","fashion-sneakers","Size: 12 Wide; Color: Black/White;","Black/White","","2696","B0FF2PFVSJ","0195907803592","","","$ 89.99","57 %","$ 7.80","15 %","-","2","2022/03/31","New Balance","","","Clothing, Shoes & Jewelry","New Balance",""
"com","https://m.media-amazon.com/images/I/61m7fnIF6mL.jpg;https://m.media-amazon.com/images/I/81-Zhgynz5L.jpg;https://m.media-amazon.com/images/I/6145195CA-L.jpg;https://m.media-amazon.com/images/I/71Tbl9DG4UL.jpg;https://m.media-amazon.com/images/I/615GBZuvQjL.jpg;https://m.media-amazon.com/images/I/61-025H22DL.jpg;https://m.media-amazon.com/images/I/81pGT4tL7gL.jpg;https://m.media-amazon.com/images/I/716hJUB40cL.jpg","New Balance Men's 574 Core Sneaker, Black/White, 11.5 Wide","ML574EVB","ML574EVB","195907803585","B093QJQNZ7","","$ 119.57","","$ 89.98","$ 90.65","10","8051","3","$ 89.95","11.5 Wide","","solid","574 Core","Rubber","fashion-sneakers","Size: 11.5 Wide; Color: Black/White;","Black/White","","2815","B0FF2PFVSJ","0195907803585","","","$ 89.99","60 %","$ 7.64","15 %","-","3","2022/03/31","New Balance","","","Clothing, Shoes & Jewelry","New Balance",""
"com","https://m.media-amazon.com/images/I/61m7fnIF6mL.jpg;https://m.media-amazon.com/images/I/81-Zhgynz5L.jpg;https://m.media-amazon.com/images/I/6145195CA-L.jpg;https://m.media-amazon.com/images/I/71Tbl9DG4UL.jpg;https://m.media-amazon.com/images/I/615GBZuvQjL.jpg;https://m.media-amazon.com/images/I/61-025H22DL.jpg;https://m.media-amazon.com/images/I/81pGT4tL7gL.jpg;https://m.media-amazon.com/images/I/716hJUB40cL.jpg","New Balance Men's 574 Core Sneaker, Black/White, 8.5 Wide","ML574EVB","ML574EVB","195907803523","B093QK9L24","","$ 106.03","","$ 89.94","$ 90.03","23","8032","4","$ 89.95","8.5 Wide","","solid","574 Core","Rubber","fashion-sneakers","Size: 8.5 Wide; Color: Black/White;","Black/White","","2828","B0FF2PFVSJ","0195907803523","","","$ 89.99","38 %","$ 7.32","15 %","-","4","2022/03/31","New Balance","","","Clothing, Shoes & Jewelry","New Balance Athletics, Inc.",""
"com","https://m.media-amazon.com/images/I/61m7fnIF6mL.jpg;https://m.media-amazon.com/images/I/81-Zhgynz5L.jpg;https://m.media-amazon.com/images/I/6145195CA-L.jpg;https://m.media-amazon.com/images/I/71Tbl9DG4UL.jpg;https://m.media-amazon.com/images/I/615GBZuvQjL.jpg;https://m.media-amazon.com/images/I/61-025H22DL.jpg;https://m.media-amazon.com/images/I/81pGT4tL7gL.jpg;https://m.media-amazon.com/images/I/716hJUB40cL.jpg","New Balance Men's 574 Core Sneaker, Black/White, 10.5 Wide","ML574EVB","ML574EVB","195907803561","B093QJ4S8F","","$ 108.51","","$ 89.96","$ 89.92","54","8037","3","$ 89.95","10.5 Wide","","solid","574 Core","Rubber","fashion-sneakers","Size: 10.5 Wide; Color: Black/White;","Black/White","","2747","B0FF2PFVSJ","0195907803561","","","$ 90.00","68 %","$ 7.48","15 %","-","3","2022/03/31","New Balance","","","Clothing, Shoes & Jewelry","New Balance",""
"com","https://m.media-amazon.com/images/I/71Tbl9DG4UL.jpg;https://m.media-amazon.com/images/I/81GsgehIaIL.jpg;https://m.media-amazon.com/images/I/71SNsXCfoSL.jpg;https://m.media-amazon.com/images/I/71Tbl9DG4UL.jpg;https://m.media-amazon.com/images/I/71LfwEmlVyL.jpg;https://m.media-amazon.com/images/I/71wha8Kz6rL.jpg;https://m.media-amazon.com/images/I/81saPgw4PmL.jpg;https://m.media-amazon.com/images/I/7195odzt0UL.jpg;https://m.media-amazon.com/images/I/51RNDhJszKL.jpg;https://m.media-amazon.com/images/I/31LBXbT-bWL.jpg;https://m.media-amazon.com/images/I/31UJFLjqByL.jpg;https://m.media-amazon.com/images/I/31D0zeURlvL.jpg","New Balance Men's 574 Core Sneaker, Black/Black, 10.5","ML574EVE","ML574EVE","195907808573","B093QK564Z","","$ 105.82","","$ 89.74","$ 89.89","127","8055","6","$ 89.99","10.5","","solid","574 Core","Suede & Synthetic","fashion-sneakers","Size: 10.5; Color: Black/Black;","Black/Black","","2774","B0FF2PFVSJ","0195907808573","","","$ 90.00","63 %","$ 7.48","15 %","-","6","2022/03/31","New Balance","","","Clothing, Shoes & Jewelry","New Balance",""
"com","https://m.media-amazon.com/images/I/71Tbl9DG4UL.jpg;https://m.media-amazon.com/images/I/81GsgehIaIL.jpg;https://m.media-amazon.com/images/I/71SNsXCfoSL.jpg;https://m.media-amazon.com/images/I/71Tbl9DG4UL.jpg;https://m.media-amazon.com/images/I/71LfwEmlVyL.jpg;https://m.media-amazon.com/images/I/71wha8Kz6rL.jpg;https://m.media-amazon.com/images/I/81saPgw4PmL.jpg;https://m.media-amazon.com/images/I/7195odzt0UL.jpg;https://m.media-amazon.com/images/I/51RNDhJszKL.jpg;https://m.media-amazon.com/images/I/31LBXbT-bWL.jpg;https://m.media-amazon.com/images/I/31UJFLjqByL.jpg;https://m.media-amazon.com/images/I/31D0zeURlvL.jpg","New Balance Men's 574 Core Sneaker, Black/Black, 8","ML574EVE","ML574EVE","195907808528","B093QJPYHY","$ 121.84","$ 103.22","","$ 89.73","$ 89.79","126","8051","4","$ 89.99","8","","solid","574 Core","Rubber","fashion-sneakers","Size: 8; Color: Black/Black;","Black/Black","","2723","B0FF2PFVSJ","0195907808528","","","$ 90.00","69 %","$ 7.32","15 %","-","4","2022/03/31","New Balance","","","Clothing, Shoes & Jewelry","New Balance",""
"com","https://m.media-amazon.com/images/I/61TL8a-opZL.jpg;https://m.media-amazon.com/images/I/61cQz5uH5rL.jpg;https://m.media-amazon.com/images/I/61zPIAxtyuL.jpg;https://m.media-amazon.com/images/I/61MD0DoSbJL.jpg","Converse Chuck Taylor All Star High-Top Platform Sneaker Black 5 B (M)","560845F","560845F","194433494700","B09MZ3CN6R","","$ 83.66","","$ 79.27","$ 72.82","12","12909","8","$ 74.99","5","","solid","Sneaker","Rubber","fashion-sneakers","Size: 5; Color: Black/White;","Black/White","","2886","B0DFC7V2M1","0194433494700","","","","100 %","$ 6.62","15 %","-","8","2022/01/26","Converse","","","Clothing, Shoes & Jewelry","",""
"com","https://m.media-amazon.com/images/I/618oshc1F4L.jpg;https://m.media-amazon.com/images/I/615L2S33geL.jpg;https://m.media-amazon.com/images/I/715zXkic9kL.jpg;https://m.media-amazon.com/images/I/71ADJCh4B2L.jpg;https://m.media-amazon.com/images/I/61TolvEuXOL.jpg;https://m.media-amazon.com/images/I/71qj5pcIhIL.jpg;https://m.media-amazon.com/images/I/61bPHSb7gOL.jpg","Crocs Unisex-Adult Bistro Clogs, Slip Resistant Work Shoes, Black, 10 Men/12 Women","10075_001","10075-001","883503071155","B0016J81B4","$ 34.29","$ 34.29","","$ 38.39","$ 39.77","6426","71364","5","$ 28.12","12 Women/10 Men","","solid","Men's and Women's Bistro Clog | Slip Resistant Work Shoes","Rubber","clogs-and-mules-shoes","Color: Black; Size: 12 Women/10 Men;","Black","800","2998","B0C8NLBG7C","0883503071155","","","$ 49.99","88 %","$ 7.72","15.01 %","-","5","2025/05/18","Crocs","Crocs","Crocs","Clothing, Shoes & Jewelry","Crocs",""
"com","https://m.media-amazon.com/images/I/618oshc1F4L.jpg;https://m.media-amazon.com/images/I/615L2S33geL.jpg;https://m.media-amazon.com/images/I/715zXkic9kL.jpg;https://m.media-amazon.com/images/I/71ADJCh4B2L.jpg;https://m.media-amazon.com/images/I/61TolvEuXOL.jpg;https://m.media-amazon.com/images/I/71qj5pcIhIL.jpg;https://m.media-amazon.com/images/I/61bPHSb7gOL.jpg","Crocs Unisex Adult Bistro Clogs, Slip Resistant Work Shoes, Black, 8 Women 6 Men US","10075_001","10075-001","883503071117","B0014JKJHK","$ 32.00","$ 32.00","","$ 38.24","$ 36.87","5945","71364","5","$ 28.12","8 Women/6 Men","","Solid","Men's and Women's Bistro Clog | Slip Resistant Work Shoes","Rubber","clogs-and-mules-shoes","Color: Black; Size: 8 Women/6 Men;","Black","700","2998","B0C8NLBG7C","0883503071117","","","$ 49.99","62 %","$ 6.05","15 %","-","5","2025/05/18","Crocs","Crocs","Crocs","Clothing, Shoes & Jewelry","crocs(クロックス)",""
"com","https://m.media-amazon.com/images/I/618oshc1F4L.jpg;https://m.media-amazon.com/images/I/615L2S33geL.jpg;https://m.media-amazon.com/images/I/715zXkic9kL.jpg;https://m.media-amazon.com/images/I/71ADJCh4B2L.jpg;https://m.media-amazon.com/images/I/61TolvEuXOL.jpg;https://m.media-amazon.com/images/I/71qj5pcIhIL.jpg;https://m.media-amazon.com/images/I/61bPHSb7gOL.jpg","Crocs Unisex Adult Bistro Clogs, Slip Resistant Work Shoes, Black, 11 US","10075_001","10075-001","883503071162","B0014JLYS8","$ 34.29","$ 34.29","","$ 34.13","$ 37.33","5237","71363","3","$ 28.12","13 Women/11 Men","","solid","Men's and Women's Bistro Clog | Slip Resistant Work Shoes","Rubber","clogs-and-mules-shoes","Color: Black; Size: 13 Women/11 Men;","Black","500","2972","B0C8NLBG7C","0883503071162","","","$ 49.99","78 %","$ 7.56","14.99 %","-","3","2025/05/18","Crocs","Crocs","Crocs","Clothing, Shoes & Jewelry","Crocs",""
"com","https://m.media-amazon.com/images/I/618oshc1F4L.jpg;https://m.media-amazon.com/images/I/615L2S33geL.jpg;https://m.media-amazon.com/images/I/715zXkic9kL.jpg;https://m.media-amazon.com/images/I/71ADJCh4B2L.jpg;https://m.media-amazon.com/images/I/61TolvEuXOL.jpg;https://m.media-amazon.com/images/I/71qj5pcIhIL.jpg;https://m.media-amazon.com/images/I/61bPHSb7gOL.jpg","Crocs Unisex Adult Men's and Women's Bistro Clog | Slip Resistant Work Shoes, Black, 10 Women 8 Men US","10075_001","10075-001","883503071131","B0014JGDUC","$ 34.99","$ 34.99","","$ 36.54","$ 37.80","6261","71364","4","$ 28.12","10 Women/8 Men","","solid","Men's and Women's Bistro Clog | Slip Resistant Work Shoes","Rubber","clogs-and-mules-shoes","Color: Black; Size: 10 Women/8 Men;","Black","600","2994","B0C8NLBG7C","0883503071131","","","$ 49.99","100 %","$ 7.24","15 %","-","4","2025/05/18","Crocs","Crocs","Crocs","Clothing, Shoes & Jewelry","Crocs",""
"com","https://m.media-amazon.com/images/I/618oshc1F4L.jpg;https://m.media-amazon.com/images/I/615L2S33geL.jpg;https://m.media-amazon.com/images/I/715zXkic9kL.jpg;https://m.media-amazon.com/images/I/71ADJCh4B2L.jpg;https://m.media-amazon.com/images/I/61TolvEuXOL.jpg;https://m.media-amazon.com/images/I/71qj5pcIhIL.jpg;https://m.media-amazon.com/images/I/61bPHSb7gOL.jpg","Crocs Unisex Adult Bistro Clogs, Slip Resistant Work Shoes, Black, 9 US","10075_001","10075-001","883503071124, 883503864122","B0014JLYPQ","$ 34.29","$ 34.29","","$ 34.34","$ 37.81","6141","71364","8","$ 28.12","9 Women/7 Men","","solid","Men's and Women's Bistro Clog | Slip Resistant Work Shoes","Rubber","clogs-and-mules-shoes","Color: Black; Size: 9 Women/7 Men;","Black","700","2994","B0C8NLBG7C","0883503071124, 0883503073548, 4003824000498, 0883503864122","00883503071124","","$ 54.99","98 %","$ 7.32","14.99 %","-","8","2025/05/18","Crocs","Crocs","Crocs","Clothing, Shoes & Jewelry","Crocs",""
"com","https://m.media-amazon.com/images/I/618oshc1F4L.jpg;https://m.media-amazon.com/images/I/615L2S33geL.jpg;https://m.media-amazon.com/images/I/715zXkic9kL.jpg;https://m.media-amazon.com/images/I/71ADJCh4B2L.jpg;https://m.media-amazon.com/images/I/61TolvEuXOL.jpg;https://m.media-amazon.com/images/I/71qj5pcIhIL.jpg;https://m.media-amazon.com/images/I/61bPHSb7gOL.jpg","Crocs Unisex Adult Bistro Clogs, Slip Resistant Work Shoes, Black, 14 Women/12 Men","10075_001","10075-001","883503071179","B0014JKJK2","$ 34.29","$ 34.29","","$ 36.49","$ 37.92","3942","71363","5","$ 28.12","14 Women/12 Men","","solid","Bistro Clogs, Slip Resistant Work Shoes","Rubber","clogs-and-mules-shoes","Color: Black; Size: 14 Women/12 Men;","Black","400","2987","B0C8NLBG7C","0883503071179","00883503071179","","$ 49.99","98 %","$ 7.48","15.01 %","-","5","2025/05/18","Crocs","Crocs","Crocs","Clothing, Shoes & Jewelry","Crocs",""
"com","https://m.media-amazon.com/images/I/61G-WU94tAL.jpg;https://m.media-amazon.com/images/I/71-KRhjbi4L.jpg;https://m.media-amazon.com/images/I/811cwJqiCbL.jpg;https://m.media-amazon.com/images/I/81vsMr7qQyL.jpg;https://m.media-amazon.com/images/I/71qjbp2D6ML.jpg;https://m.media-amazon.com/images/I/81DR8aUkxSL.jpg;https://m.media-amazon.com/images/I/81KOhXRGKrL.jpg","Gatorade 32oz Gator-skin Bottle, Green, One Size","10052000101703","10052000101703","052000101706","B07N7XV5BD","","$ 10.31","","$ 8.81","$ 9.39","-","11308","6","$ 8.81","32 Ounces","","","Gatorade 32oz Gator-skin Bottle","Plastic","sports-water-bottles","","Green","2000","2994","","0052000101706","","","$ 14.99","28 %","$ 4.55","14.96 %","-","6","2019/01/29","Gatorade","Gatorade","Gatorade","Sports & Outdoors","Quaker (Pantry)",""
"com","https://m.media-amazon.com/images/I/51-9QZOMGZL.jpg;https://m.media-amazon.com/images/I/51AgoBNLn1L.jpg;https://m.media-amazon.com/images/I/51PDkdRrSSL.jpg;https://m.media-amazon.com/images/I/51Y2bEadgNL.jpg;https://m.media-amazon.com/images/I/61a6ZLGjP+L.jpg;https://m.media-amazon.com/images/I/51-9QZOMGZL.jpg;https://m.media-amazon.com/images/I/51YVzePOwdL.jpg","New Era 59Fifty Hat MLB Basic Los Angeles Dodgers LA Black/White Fitted Baseball Cap (8)","11591149","11591149","192093988102","B07BFKB7NG","$ 49.99","$ 49.99","","$ 49.59","$ 42.06","102","107","1","$ 47.99","8","","Solid","Basic 59fifty Fitted","Polyester","sports-fan-baseball-caps","Size: 8; Color: Black/White;","Black/White","","3719","B0844KSRZZ","0192093988102","","","","100 %","$ 6.60","17 %","-","1","2018/03/13","New Era","","","Sports & Outdoors","New Era",""
"com","https://m.media-amazon.com/images/I/51-9QZOMGZL.jpg;https://m.media-amazon.com/images/I/51AgoBNLn1L.jpg;https://m.media-amazon.com/images/I/51PDkdRrSSL.jpg;https://m.media-amazon.com/images/I/51Y2bEadgNL.jpg;https://m.media-amazon.com/images/I/61a6ZLGjP+L.jpg;https://m.media-amazon.com/images/I/51-9QZOMGZL.jpg;https://m.media-amazon.com/images/I/51YVzePOwdL.jpg","New Era 11591149: Los Angeles Dodgers Basic Black/White 59FIFTY Unisex-Adults Fitted Cap (7 3/4)","11591149","11591149","192093988065","B07BFJBWKD","","$ 42.88","","$ 38.19","$ 32.29","148","158","1","$ 41.99","7 3/4","","Solid","Basic 59fifty Fitted","Polyester","sports-fan-baseball-caps","Size: 7 3/4; Color: Black/White;","Black/White","","3733","B0844KSRZZ","0192093988065","","","","100 %","$ 6.81","17 %","-","1","2019/08/29","New Era","","","Sports & Outdoors","New Era",""
"com","https://m.media-amazon.com/images/I/51-9QZOMGZL.jpg;https://m.media-amazon.com/images/I/51AgoBNLn1L.jpg;https://m.media-amazon.com/images/I/51PDkdRrSSL.jpg;https://m.media-amazon.com/images/I/51Y2bEadgNL.jpg;https://m.media-amazon.com/images/I/61a6ZLGjP+L.jpg;https://m.media-amazon.com/images/I/51-9QZOMGZL.jpg;https://m.media-amazon.com/images/I/51YVzePOwdL.jpg","New Era 59Fifty Hat MLB Basic Los Angeles Dodgers LA Black/White Fitted Baseball Cap (7)","11591149","11591149","192093988027","B07BFJ7V6N","$ 49.98","$ 49.98","","$ 42.76","$ 43.33","189","200","1","$ 47.99","7","","Solid","Basic 59fifty Fitted","Polyester","sports-fan-baseball-caps","Size: 7; Color: Black/White;","Black/White","","3701","B0844KSRZZ","0192093988027","","","","100 %","$ 6.60","17.01 %","-","1","2019/08/29","New Era","","","Sports & Outdoors","New Era",""
