UPC,Price,Color,Source Link
460399441523,55.90,Fathom,https://tacticalgear.com/vertx-hyde-lt-low-profile-stretch-pants-fathom?queryID=99dbfd45d3d1340921c4745f87a61bb6
811533015146,32.00,Mirrored Silver,https://tacticalgear.com/ess-eye-pro-cdi-max-replacement-lens-mirrored-silver?queryID=3b2a22bd52933ee929160b961fa91e4e
190449164248,416.80,MultiCam,https://tacticalgear.com/vertx-recon-shell-jacket-multicam?queryID=99dbfd45d3d1340921c4745f87a61bb6
8056586236540,140.90,Coyote,https://tacticalgear.com/garmont-9-81-alert-boots-coyote?queryID=3b2a22bd52933ee929160b961fa91e4e
190449204760,416.79,MultiCam,https://tacticalgear.com/vertx-recon-shell-pants-multicam?queryID=99dbfd45d3d1340921c4745f87a61bb6
197615827341,80.00,Black,https://tacticalgear.com/adidas-multi-2l-rain-jacket-black~1?queryID=3b2a22bd52933ee929160b961fa91e4e
194956702177,79.99,Black / Anthracite,https://tacticalgear.com/nike-react-sfb-carbon-low-black-anthracite?queryID=3b2a22bd52933ee929160b961fa91e4e
769028948625,33.59,Gray,https://tacticalgear.com/vertx-pack-organizer-large-gray?queryID=01e4966d603c79ce1a26bf8de10f5e63
601299177062,44.40,Havana,https://tacticalgear.com/galco-concealable-magazine-case-havana?queryID=3b2a22bd52933ee929160b961fa91e4e
811533017447,20.00,Clear,https://tacticalgear.com/ess-eye-pro-crosshair-replacement-lens-clear?queryID=99dbfd45d3d1340921c4745f87a61bb6
841181110436,136.00,Gunmetal (frame) - Smoke Gray (lens),https://tacticalgear.com/ess-eye-pro-invinceible-aviator-gunmetal-smoke-gray?queryID=99dbfd45d3d1340921c4745f87a61bb6
022886254810,130.90,Black,https://tacticalgear.com/condor-elite-titan-assault-pack-black?queryID=99dbfd45d3d1340921c4745f87a61bb6
840803131729,19.90,Black,https://tacticalgear.com/first-tactical-1-5-bdu-belt-black?queryID=3b2a22bd52933ee929160b961fa91e4e
788029589682,31.99,Khaki,https://tacticalgear.com/propper-long-sleeve-revtac-shirt-khaki~2?queryID=99dbfd45d3d1340921c4745f87a61bb6
846909020738,42.90,Black,https://tacticalgear.com/maxpedition-agr-first-response-pouch-black?queryID=99dbfd45d3d1340921c4745f87a61bb6
192810214477,20.90,Marine OD Green,https://tacticalgear.com/under-armour-tac-tech-t-shirt-marine-od-green?queryID=99dbfd45d3d1340921c4745f87a61bb6
788029065223,28.99,Grey,https://tacticalgear.com/propper-long-sleeve-tactical-dress-shirts-gray?queryID=3b2a22bd52933ee929160b961fa91e4e
788029068422,31.90,Olive,https://tacticalgear.com/propper-poly-cotton-ripstop-ls-2-pocket-bdu-shirts-olive?queryID=99dbfd45d3d1340921c4745f87a61bb6
612632402352,143.90,Coffee Brown,https://tacticalgear.com/danner-vital-5-trail-waterproof-boots-coffee-brown?queryID=3b2a22bd52933ee929160b961fa91e4e
190449570971,40.79,It's Black,https://tacticalgear.com/vertx-cof-gloves-its-black?queryID=99dbfd45d3d1340921c4745f87a61bb6
840398915339,51.99,Battle Ship Gray,https://tacticalgear.com/vertx-full-sun-hoodie-battle-ship-gray?queryID=3b2a22bd52933ee929160b961fa91e4e
840054429590,376.90,Dark Brown / Black,https://tacticalgear.com/lowa-alpine-expert-ii-gtx-waterproof-boots-dark-brown-black?queryID=3b2a22bd52933ee929160b961fa91e4e
021676937841,85.90,MultiCam,https://tacticalgear.com/mercury-tactical-gear-tac-pak-with-hydrapak-multicam?queryID=99dbfd45d3d1340921c4745f87a61bb6
190449242243,137.60,Heather Black / Galaxy Black,https://tacticalgear.com/vertx-cof-light-range-bag-heather-black-galaxy-black?queryID=99dbfd45d3d1340921c4745f87a61bb6
190449142468,153.60,MultiCam,https://tacticalgear.com/vertx-recon-base-jacket-multicam?queryID=3b2a22bd52933ee929160b961fa91e4e
840398917258,63.99,Exhaust,https://tacticalgear.com/vertx-trailslacker-pants-exhaust?queryID=3b2a22bd52933ee929160b961fa91e4e
769028976055,124.80,Scorpion,https://tacticalgear.com/vertx-recon-x-garrison-shirt-scorpion?queryID=3b2a22bd52933ee929160b961fa91e4e
190449284922,26.39,Ash Gray,https://tacticalgear.com/vertx-large-overflow-mesh-pouches-2-pack-ash-gray?queryID=99dbfd45d3d1340921c4745f87a61bb6
190449565700,56.90,Medium Wash,https://tacticalgear.com/vertx-burrell-stretch-jeans-medium-wash?queryID=3b2a22bd52933ee929160b961fa91e4e
690104227924,82.90,MultiCam,https://tacticalgear.com/tru-spec-nylon-cotton-ripstop-bdu-uniform-pants-multicam?queryID=99dbfd45d3d1340921c4745f87a61bb6
849954025277,33.90,Black,https://tacticalgear.com/high-speed-gear-duty-pistol-taco-black?queryID=99dbfd45d3d1340921c4745f87a61bb6
190449246272,140.80,Heather Black / Galaxy Black,https://tacticalgear.com/vertx-45l-contingency-duffel-bag-heather-black-galaxy-black?queryID=99dbfd45d3d1340921c4745f87a61bb6
