UPC,Price,Variant,Source URL
,54.95,Singapore,https://www.hotelcollection.com/products/around-the-world-my-way-candle?variant=46053018042534
,54.95,South Korea,https://www.hotelcollection.com/products/around-the-world-my-way-candle?variant=46053018075302
,54.95,Sweden,https://www.hotelcollection.com/products/around-the-world-my-way-candle?variant=46053018108070
,54.95,Taiwan,https://www.hotelcollection.com/products/around-the-world-my-way-candle?variant=46053018140838
,54.95,UAE,https://www.hotelcollection.com/products/around-the-world-my-way-candle?variant=46053018173606
,54.95,USA,https://www.hotelcollection.com/products/around-the-world-my-way-candle?variant=46053018239142
,54.95,United Kingdom,https://www.hotelcollection.com/products/around-the-world-my-way-candle?variant=46053018206374
,54.95,Venezuela,https://www.hotelcollection.com/products/around-the-world-my-way-candle?variant=46053018271910
810118946042,49.95,Black,https://www.hotelcollection.com/products/classic-paradise-candle?variant=45581287162022
810118942136,49.95,Default Title,https://www.hotelcollection.com/products/iced-gingerbread-room-spray?variant=45581285163174
,279.95,Silver / Queen,https://www.hotelcollection.com/products/cotton-blend-midnight-sheet-set?variant=46067326714022
,299.95,Silver / King,https://www.hotelcollection.com/products/cotton-blend-midnight-sheet-set?variant=46067326746790
,279.95,White / Queen,https://www.hotelcollection.com/products/cotton-blend-midnight-sheet-set?variant=46067326779558
,299.95,White / King,https://www.hotelcollection.com/products/cotton-blend-midnight-sheet-set?variant=46067326812326
810118946714,149.95,Black,https://www.hotelcollection.com/products/deluxe-sith-candle?variant=45581291028646
,58.95,Default Title,https://www.hotelcollection.com/products/blanco-y-rosa-wine-set?variant=42091405246630
810118940996,89.96,Default Title,https://www.hotelcollection.com/products/wine-decanter?variant=45581284671654
,196.95,Black / S,https://www.hotelcollection.com/products/womens-luxe-bamboo-long-pj-set?variant=46151365099686
,196.95,Black / M,https://www.hotelcollection.com/products/womens-luxe-bamboo-long-pj-set?variant=46151365132454
,196.95,Black / L,https://www.hotelcollection.com/products/womens-luxe-bamboo-long-pj-set?variant=46151365165222
,196.95,Black / XL,https://www.hotelcollection.com/products/womens-luxe-bamboo-long-pj-set?variant=46151365197990
,196.95,Charcoal / S,https://www.hotelcollection.com/products/womens-luxe-bamboo-long-pj-set?variant=46151365230758
,196.95,Charcoal / M,https://www.hotelcollection.com/products/womens-luxe-bamboo-long-pj-set?variant=46151365263526
,196.95,Charcoal / L,https://www.hotelcollection.com/products/womens-luxe-bamboo-long-pj-set?variant=46151365296294
,196.95,Charcoal / XL,https://www.hotelcollection.com/products/womens-luxe-bamboo-long-pj-set?variant=46151365329062
810118942204,149.95,Default Title,https://www.hotelcollection.com/products/deluxe-fir-tree-candle?variant=45581288865958
,196.95,Black / S,https://www.hotelcollection.com/products/mens-luxe-bamboo-long-pj-set?variant=46151406813350
,196.95,Black / M,https://www.hotelcollection.com/products/mens-luxe-bamboo-long-pj-set?variant=46151406846118
,196.95,Black / L,https://www.hotelcollection.com/products/mens-luxe-bamboo-long-pj-set?variant=46151406878886
,196.95,Black / XL,https://www.hotelcollection.com/products/mens-luxe-bamboo-long-pj-set?variant=46151406911654
,196.95,Charcoal / S,https://www.hotelcollection.com/products/mens-luxe-bamboo-long-pj-set?variant=46151406944422
,196.95,Charcoal / M,https://www.hotelcollection.com/products/mens-luxe-bamboo-long-pj-set?variant=46151406977190
,196.95,Charcoal / L,https://www.hotelcollection.com/products/mens-luxe-bamboo-long-pj-set?variant=46151407009958
,196.95,Charcoal / XL,https://www.hotelcollection.com/products/mens-luxe-bamboo-long-pj-set?variant=46151407042726
810161641048,49.95,Default Title,https://www.hotelcollection.com/products/matsu-reed-diffuser?variant=45581364527270
810161642090,49.95,Default Title,https://www.hotelcollection.com/products/echelon-reed-diffuser?variant=45758078189734
8421950961180,56.95,Single,https://www.hotelcollection.com/products/rioja-reserva-50-2016?variant=43848106213542
810118942365,44.95,Default Title,https://www.hotelcollection.com/products/dark-smoke-stem-white-wine-glasses-pair-vip?variant=45581356892326
,216.95,Case of 4,https://www.hotelcollection.com/products/rioja-reserva-50-2016?variant=43848106246310
,324.95,Case of 6,https://www.hotelcollection.com/products/rioja-reserva-50-2016?variant=43848106279078
,649.95,Case of 12,https://www.hotelcollection.com/products/rioja-reserva-50-2016?variant=43848106311846
810120929910,39.00,Default Title,https://www.hotelcollection.com/products/the-lip-plumper?variant=46028785942694
,54.95,Pro-Pod™ / 30mL,https://www.hotelcollection.com/products/autumn-pine?variant=45774502887590
810118941269,54.95,Regular / 30mL,https://www.hotelcollection.com/products/autumn-pine?variant=45581281984678
810118941313,89.95,Regular / 120mL,https://www.hotelcollection.com/products/autumn-pine?variant=45581431832742
810118941368,159.95,Regular / 500mL,https://www.hotelcollection.com/products/autumn-pine?variant=45581432029350
,279.95,Silver / Queen,https://www.hotelcollection.com/products/sateen-cotton-retreat-sheet-set?variant=46067316883622
,299.95,Silver / King,https://www.hotelcollection.com/products/sateen-cotton-retreat-sheet-set?variant=46067316916390
,279.95,White / Queen,https://www.hotelcollection.com/products/sateen-cotton-retreat-sheet-set?variant=46067316949158
,299.95,White / King,https://www.hotelcollection.com/products/sateen-cotton-retreat-sheet-set?variant=46067316981926
810118947032,49.95,Default Title,https://www.hotelcollection.com/products/small-travel-toiletry-bag?variant=45581289160870
,226.95,Default Title,https://www.hotelcollection.com/products/wine-tasting-set-1?variant=43877509857446
,110.95,Default Title,https://www.hotelcollection.com/products/the-reds?variant=43877515919526
810118946301,99.95,Default Title,https://www.hotelcollection.com/products/star-wars%E2%84%A2-light-vs-dark-side-trio-set?variant=45463032627366
810118941863,229.95,Default Title,https://www.hotelcollection.com/products/cigar-humidor?variant=45581286342822
810118948077,54.95,Pro-Pod™ / 30mL,https://www.hotelcollection.com/products/island-life?variant=45587046105254
810118945625,54.95,Regular / 30mL,https://www.hotelcollection.com/products/island-life?variant=45581287424166
810118945632,89.95,Regular / 120mL,https://www.hotelcollection.com/products/island-life?variant=45581441400998
810118945649,159.95,Regular / 500mL,https://www.hotelcollection.com/products/island-life?variant=45581441433766
810118946288,99.95,Default Title,https://www.hotelcollection.com/products/star-wars-%E2%84%A2-light-side-trio-set?variant=45462941827238
,279.95,Silver / Queen,https://www.hotelcollection.com/products/sateen-cotton-oasis-sheet-set?variant=46061731840166
,299.95,Silver / King,https://www.hotelcollection.com/products/sateen-cotton-oasis-sheet-set?variant=46061731872934
,279.95,White / Queen,https://www.hotelcollection.com/products/sateen-cotton-oasis-sheet-set?variant=46061731905702
,299.95,White / King,https://www.hotelcollection.com/products/sateen-cotton-oasis-sheet-set?variant=46061731938470
,54.95,Pro-Pod™ / 30mL,https://www.hotelcollection.com/products/pinecones-holly?variant=45856745390246
810118942235,54.95,Regular / 30mL,https://www.hotelcollection.com/products/pinecones-holly?variant=45581283557542
810118942334,89.95,Regular / 120mL,https://www.hotelcollection.com/products/pinecones-holly?variant=45581429866662
810118942266,159.95,Regular / 500mL,https://www.hotelcollection.com/products/pinecones-holly?variant=45581430096038
810120929873,34.50,Default Title,https://www.hotelcollection.com/products/the-gua-sha?variant=46028785811622
,125.95,Default Title,https://www.hotelcollection.com/products/essential-set?variant=43877516116134
810120929866,19.99,White / Pure Cotton,https://www.hotelcollection.com/products/the-eye-mask?variant=46028785877158
810118940682,49.95,Default Title,https://www.hotelcollection.com/products/black-velvet-reed-diffuser?variant=45581283754150
810118942471,149.95,Black,https://www.hotelcollection.com/products/deluxe-my-way-candle?variant=45581283328166
810118944871,149.95,White,https://www.hotelcollection.com/products/deluxe-my-way-candle?variant=45581431603366
,54.95,Pro-Pod™ / 30mL,https://www.hotelcollection.com/products/warm-cinnamon-apple?variant=45774486012070
810118941245,54.95,Regular / 30mL,https://www.hotelcollection.com/products/warm-cinnamon-apple?variant=45581283590310
810118940637,54.95,Default Title,https://www.hotelcollection.com/products/24k-magic-hourglass-diffuser-oil?variant=45581282082982
810118941290,89.95,Regular / 120mL,https://www.hotelcollection.com/products/warm-cinnamon-apple?variant=45581432619174
810118941344,159.95,Regular / 500mL,https://www.hotelcollection.com/products/warm-cinnamon-apple?variant=45581432684710
810161640867,49.95,Darth Vader,https://www.hotelcollection.com/products/star-wars-studio-pro?variant=45642687971494
810161640850,49.95,Storm Trooper,https://www.hotelcollection.com/products/star-wars-studio-pro?variant=45642687938726
810161640874,49.95,C-3PO,https://www.hotelcollection.com/products/star-wars-studio-pro?variant=45642688004262
810118940699,49.95,Default Title,https://www.hotelcollection.com/products/24k-magic-reed-diffuser?variant=45581281460390
8421950961180,99.95,Single,https://www.hotelcollection.com/products/reserva-57-magnum-2016?variant=43848158118054
,379.95,Case of 4,https://www.hotelcollection.com/products/reserva-57-magnum-2016?variant=43848158150822
,569.95,Case of 6,https://www.hotelcollection.com/products/reserva-57-magnum-2016?variant=43848158183590
,1139.95,Case of 12,https://www.hotelcollection.com/products/reserva-57-magnum-2016?variant=43848158216358
,54.95,Pro-Pod™ / 30mL,https://www.hotelcollection.com/products/mountain-retreat?variant=45856739819686
,54.95,Regular / 30mL,https://www.hotelcollection.com/products/mountain-retreat?variant=45856739786918
,89.95,Regular / 120mL,https://www.hotelcollection.com/products/mountain-retreat?variant=45856974209190
810118941993,159.95,Regular / 500mL,https://www.hotelcollection.com/products/mountain-retreat?variant=45581284442278
810118946295,99.95,Default Title,https://www.hotelcollection.com/products/star-wars%E2%84%A2-dark-side-trio-set?variant=45463025582246
,54.95,Pro-Pod™ / 30mL,https://www.hotelcollection.com/products/libra?variant=45248691339430
810118940781,49.95,Default Title,https://www.hotelcollection.com/products/black-velvet-room-spray?variant=45581280575654
810118940798,49.95,Default Title,https://www.hotelcollection.com/products/24k-magic-room-spray?variant=45581280379046
810118940118,49.95,Black,https://www.hotelcollection.com/products/black-velvet-candle?variant=45581279723686
810118948398,54.95,Pro-Pod™ / 30mL,https://www.hotelcollection.com/products/botanical-garden?variant=45581446086822
,54.95,Pro-Pod™ / 30mL,https://www.hotelcollection.com/products/fir-tree?variant=45856666910886
,54.95,Pro-Pod™ / 30mL,https://www.hotelcollection.com/products/serpentine?variant=45581363347622
810118940835,49.95,Default Title,https://www.hotelcollection.com/products/midnight-in-paris-room-spray?variant=45581279461542
810118945885,49.95,Default Title,https://www.hotelcollection.com/products/crystal-oud-reed-diffuser?variant=45581288833190
810118947414,54.95,Regular / 30mL,https://www.hotelcollection.com/products/botanical-garden?variant=45581291552934
,54.95,Regular / 30mL,https://www.hotelcollection.com/products/fir-tree?variant=45581286965414
810161640348,89.95,Regular / 120mL,https://www.hotelcollection.com/products/serpentine?variant=45581362888870
810118947421,89.95,Regular / 120mL,https://www.hotelcollection.com/products/botanical-garden?variant=45581445988518
810118947438,119.95,Regular / 200mL,https://www.hotelcollection.com/products/botanical-garden?variant=45581446021286
810118947445,159.95,Regular / 500mL,https://www.hotelcollection.com/products/botanical-garden?variant=45581446054054
,89.95,Regular / 120mL,https://www.hotelcollection.com/products/fir-tree?variant=45856958251174
810161640331,119.95,Regular / 200mL,https://www.hotelcollection.com/products/serpentine?variant=45581363216550
810161640355,159.95,Regular / 500mL,https://www.hotelcollection.com/products/serpentine?variant=45587149127846
,159.95,Regular / 500mL,https://www.hotelcollection.com/products/fir-tree?variant=45856958283942
810118940156,49.95,Black,https://www.hotelcollection.com/products/midnight-in-paris-candle?variant=45581279756454
810118940095,49.95,Black,https://www.hotelcollection.com/products/cabana-candle?variant=45581281525926
,54.95,Pro-Pod™ / 30mL,https://www.hotelcollection.com/products/matsu?variant=45581362790566
810161641000,89.95,Regular / 120mL,https://www.hotelcollection.com/products/matsu?variant=45587230687398
810161641017,119.95,Regular / 200mL,https://www.hotelcollection.com/products/matsu?variant=45587230720166
810161641024,159.95,Regular / 500mL,https://www.hotelcollection.com/products/matsu?variant=45587230752934
810118948121,54.95,Pro-Pod™ / 30mL,https://www.hotelcollection.com/products/paradise?variant=45581442973862
810120926674,54.95,Regular / 30mL,https://www.hotelcollection.com/products/paradise?variant=45581288145062
810118946011,89.95,Regular / 120mL,https://www.hotelcollection.com/products/paradise?variant=45581442777254
810118946066,119.95,Regular / 200mL,https://www.hotelcollection.com/products/paradise?variant=45581442810022
810118946028,159.95,Regular / 500mL,https://www.hotelcollection.com/products/paradise?variant=45581442908326
810118940736,49.95,Default Title,https://www.hotelcollection.com/products/midnight-in-paris-reed-diffuser?variant=45581279625382
810118940163,49.95,Black,https://www.hotelcollection.com/products/california-love-candle?variant=45581283917990
810118940743,49.95,Default Title,https://www.hotelcollection.com/products/california-love-reed-diffuser?variant=45581283033254
,54.95,Pro-Pod™ / 30mL,https://www.hotelcollection.com/products/wander?variant=46474140254374
,54.95,Regular / 50mL,https://www.hotelcollection.com/products/wander?variant=46474140287142
,159.95,Regular / 500mL,https://www.hotelcollection.com/products/wander?variant=46474140385446
,54.95,Default Title,https://www.hotelcollection.com/products/meet-the-whites?variant=43877516673190
810118940767,49.95,Default Title,https://www.hotelcollection.com/products/cabana-room-spray?variant=45581281034406
810118948268,42.95,30,https://www.hotelcollection.com/products/my-way-pods?variant=45581364297894
810118948275,65.95,45,https://www.hotelcollection.com/products/my-way-pods?variant=45581364330662
8421950961234,499.95,Single,https://www.hotelcollection.com/products/reserva-58-double-magnum?variant=43848175059110
,1899.95,Case of 4,https://www.hotelcollection.com/products/reserva-58-double-magnum?variant=43848175091878
,2849.95,Case of 6,https://www.hotelcollection.com/products/reserva-58-double-magnum?variant=43848175124646
,5699.95,Case of 12,https://www.hotelcollection.com/products/reserva-58-double-magnum?variant=43848175157414
810118948060,54.95,Pro-Pod™ / 30mL,https://www.hotelcollection.com/products/escape-1?variant=45581444481190
810118941689,54.95,Regular / 30mL,https://www.hotelcollection.com/products/escape-1?variant=45581289619622
810118941696,89.95,Regular / 120mL,https://www.hotelcollection.com/products/escape-1?variant=45581444317350
810118941702,159.95,Regular / 500mL,https://www.hotelcollection.com/products/escape-1?variant=45581444415654
,88.95,Default Title,https://www.hotelcollection.com/products/roja-wine-set?variant=42091400921254
,279.95,Silver / Queen,https://www.hotelcollection.com/products/sateen-cotton-nightfall-sheet-set?variant=46061788168358
,299.95,Silver / King,https://www.hotelcollection.com/products/sateen-cotton-nightfall-sheet-set?variant=46061788201126
,279.95,White / Queen,https://www.hotelcollection.com/products/sateen-cotton-nightfall-sheet-set?variant=46061788233894
,299.95,White / King,https://www.hotelcollection.com/products/sateen-cotton-nightfall-sheet-set?variant=46061788266662
810120929859,45.00,200 mL,https://www.hotelcollection.com/products/the-coconut-body-butter?variant=46028785746086
810120929842,39.00,150 mL,https://www.hotelcollection.com/products/the-coconut-body-butter?variant=46028785778854
810120929828,39.50,Default Title,https://www.hotelcollection.com/products/the-cleansing-brush?variant=46028736069798
810118940613,54.95,Default Title,https://www.hotelcollection.com/products/dream-on-hourglass-diffuser-oil-1?variant=45581282672806
810120929903,29.99,Default Title,https://www.hotelcollection.com/products/the-jelly-cleanser?variant=46028786040998
810118940620,54.95,Default Title,https://www.hotelcollection.com/products/black-velvet-hourglass-diffuser-oil-1?variant=45581280018598
810120929965,45.00,200 mL,https://www.hotelcollection.com/products/the-rose-body-butter?variant=46028786270374
810120929958,39.00,150 mL,https://www.hotelcollection.com/products/the-rose-body-butter?variant=46028786303142
810118940941,49.95,Default Title,https://www.hotelcollection.com/products/wine-accessory-set?variant=45581282476198
810118942112,149.95,Default Title,https://www.hotelcollection.com/products/deluxe-iced-gingerbread-candle?variant=45581286736038
810120929972,98.00,Default Title,https://www.hotelcollection.com/products/the-self-care-set?variant=46028786139302
,49.95,Default Title,https://www.hotelcollection.com/products/wander-room-spray?variant=46487451795622
810161640638,54.95,Pro-Pod™ / 30mL,https://www.hotelcollection.com/products/capricorn?variant=45248691896486
810120920351,170.00,Default Title,https://www.hotelcollection.com/products/the-smart-eye-massager-starter-kit?variant=46028786532518
810118946974,199.95,Navy,https://www.hotelcollection.com/products/travel-backpack?variant=45699963191462
810118942372,199.95,Black,https://www.hotelcollection.com/products/travel-backpack?variant=45581281099942
810118946981,199.95,Grey,https://www.hotelcollection.com/products/travel-backpack?variant=45699963224230
,79.95,Nude,https://www.hotelcollection.com/products/tumbler-4-pack?variant=46413070074022
,79.95,Grey,https://www.hotelcollection.com/products/tumbler-4-pack?variant=46413070106790
,242.90,Default Title,https://www.hotelcollection.com/products/chauffeur-car-diffuser-chauffeur-car-diffuser-oil?variant=45952817332390
810118942037,149.95,Default Title,https://www.hotelcollection.com/products/deluxe-mountain-retreat-candle?variant=45581282410662
,109.95,My Way,https://www.hotelcollection.com/products/paris-collection-candle-trio?variant=46424661524646
,109.95,Dream On,https://www.hotelcollection.com/products/paris-collection-candle-trio?variant=46424661557414
,109.95,Escapade,https://www.hotelcollection.com/products/paris-collection-candle-trio?variant=46424661590182
,109.95,Chandelier,https://www.hotelcollection.com/products/paris-collection-candle-trio?variant=46424661622950
810120929804,14.99,Default Title,https://www.hotelcollection.com/products/the-blass-beauty-balm?variant=46028785615014
8421950961241,249.95,Single,https://www.hotelcollection.com/products/rose-28-double-magnum?variant=43848162476198
,949.95,Case of 4,https://www.hotelcollection.com/products/rose-28-double-magnum?variant=43848162508966
,1424.95,Case of 6,https://www.hotelcollection.com/products/rose-28-double-magnum?variant=43848162541734
,2849.95,Case of 12,https://www.hotelcollection.com/products/rose-28-double-magnum?variant=43848162574502
,54.95,Pro-Pod™ / 30mL,https://www.hotelcollection.com/products/vanilla-brulee?variant=45774508196006
810118941276,54.95,Regular / 30mL,https://www.hotelcollection.com/products/vanilla-brulee?variant=45581284475046
810118941320,89.95,Regular / 120mL,https://www.hotelcollection.com/products/vanilla-brulee?variant=45581433766054
810118941375,159.95,Regular / 500mL,https://www.hotelcollection.com/products/vanilla-brulee?variant=45581433798822
810120929811,79.00,3-Pack,https://www.hotelcollection.com/products/the-balm-3-pack?variant=46028785549478
,38.00,Single Stick,https://www.hotelcollection.com/products/the-balm-3-pack?variant=46028785582246
810120929880,49.49,Default Title,https://www.hotelcollection.com/products/the-gua-sha-primer-duo?variant=46028785713318
8421950961203,99.95,Default Title,https://www.hotelcollection.com/products/cava-84-magnum?variant=44778458316966
810118946455,274.95,Regular,https://www.hotelcollection.com/products/the-star-wars-light-vs-dark-side-discovery-set?variant=46194419433638
,274.95,Pro-Pod™,https://www.hotelcollection.com/products/the-star-wars-light-vs-dark-side-discovery-set?variant=46194419466406
810118940989,59.95,Default Title,https://www.hotelcollection.com/products/smoke-stem-champagne-glasses?variant=45581281689766
,129.95,Clear,https://www.hotelcollection.com/products/crossbody-bag?variant=46283908808870
,129.95,Champagne,https://www.hotelcollection.com/products/crossbody-bag?variant=46283908841638
,129.95,Black,https://www.hotelcollection.com/products/crossbody-bag?variant=46283908874406
810120925394,99.95,White,https://www.hotelcollection.com/products/paris-collection-hourglass-diffuser-1?variant=46424539168934
810120925400,99.95,Black,https://www.hotelcollection.com/products/paris-collection-hourglass-diffuser-1?variant=46424539201702
,79.95,My Way,https://www.hotelcollection.com/products/paris-collection-candle-trio-copy?variant=46425710821542
,79.95,Dream On,https://www.hotelcollection.com/products/paris-collection-candle-trio-copy?variant=46425710854310
,79.95,Escapade,https://www.hotelcollection.com/products/paris-collection-candle-trio-copy?variant=46425710887078
,79.95,Chandelier,https://www.hotelcollection.com/products/paris-collection-candle-trio-copy?variant=46425710919846
,79.95,24K Magic,https://www.hotelcollection.com/products/paris-collection-candle-trio-copy?variant=46425718948006
810161640881,79.95,Default Title,https://www.hotelcollection.com/products/star-wars-%E2%84%A2-r2d2-chauffeur-car-diffuser%E2%84%A2?variant=45655052452006
,49.95,Black,https://www.hotelcollection.com/products/classic-wander-candle?variant=46487463887014
810161640546,54.95,Pro-Pod™ / 30mL,https://www.hotelcollection.com/products/aries?variant=45248690552998
810118942228,49.95,Default Title,https://www.hotelcollection.com/products/fir-tree-reed-diffuser?variant=45581284966566
810118946349,49.95,Default Title,https://www.hotelcollection.com/products/utopia-room-spray?variant=45581288767654
810161642052,54.95,Pro-Pod™ / 30mL,https://www.hotelcollection.com/products/echelon?variant=45751224107174
810161642069,89.95,Regular / 120mL,https://www.hotelcollection.com/products/echelon?variant=45751224008870
810161642076,119.95,Regular / 200mL,https://www.hotelcollection.com/products/echelon?variant=45751224041638
810161642083,159.95,Regular / 500mL,https://www.hotelcollection.com/products/echelon?variant=45751224074406
810118946363,49.95,Black,https://www.hotelcollection.com/products/classic-utopia-candle?variant=45581288046758
810118941672,49.95,Default Title,https://www.hotelcollection.com/products/escape-room-spray?variant=45581289193638
810161641031,49.95,Default Title,https://www.hotelcollection.com/products/matsu-room-spray?variant=45430709092518
,42.95,30 / Sweetest Taboo,https://www.hotelcollection.com/products/laundry-pods?variant=45581365379238
,42.95,30 / Cabana,https://www.hotelcollection.com/products/laundry-pods?variant=45899474501798
,42.95,30 / My Way,https://www.hotelcollection.com/products/laundry-pods?variant=45899474534566
810161640164,119.95,Black,https://www.hotelcollection.com/products/luxury-tote?variant=45581362692262
,49.95,Default Title,https://www.hotelcollection.com/products/wander-reed-diffuser?variant=46487458283686
810118949029,49.95,Default Title,https://www.hotelcollection.com/products/sakura-reed-diffuser?variant=45581290995878
810161640362,49.95,Default Title,https://www.hotelcollection.com/products/serpentine-room-spray?variant=44962144714918
,54.95,Pro-Pod™ / 30mL,https://www.hotelcollection.com/products/crimson-woods?variant=45845102362790
810120929989,49.00,Default Title,https://www.hotelcollection.com/products/the-self-care-reed-diffuser?variant=46028786499750
,89.95,Regular / 120mL,https://www.hotelcollection.com/products/crimson-woods?variant=45845102264486
,119.95,Regular / 200mL,https://www.hotelcollection.com/products/crimson-woods?variant=45845102297254
,159.95,Regular / 500mL,https://www.hotelcollection.com/products/crimson-woods?variant=45845102330022
810118942532,69.95,Default Title,https://www.hotelcollection.com/products/travel-watch-case?variant=45581285621926
,49.00,Default Title,https://www.hotelcollection.com/products/the-self-care-candle?variant=46028786172070
810120929897,14.99,Default Title,https://www.hotelcollection.com/products/the-gua-sha-primer?variant=46028785844390
,54.95,Mickey Mouse,https://www.hotelcollection.com/products/disney-my-way-candle?variant=45917453910182
,54.95,Minnie Mouse,https://www.hotelcollection.com/products/disney-my-way-candle?variant=45917453942950
,54.95,Donald Duck,https://www.hotelcollection.com/products/disney-my-way-candle?variant=45917453975718
,54.95,Daisy Duck,https://www.hotelcollection.com/products/disney-my-way-candle?variant=45917454008486
,54.95,Pluto,https://www.hotelcollection.com/products/disney-my-way-candle?variant=45917454041254
,54.95,Goofy,https://www.hotelcollection.com/products/disney-my-way-candle?variant=45917454074022
,54.95,Ariel,https://www.hotelcollection.com/products/disney-my-way-candle?variant=45917454106790
,54.95,Snow White,https://www.hotelcollection.com/products/disney-my-way-candle?variant=45917454139558
,54.95,Cinderella,https://www.hotelcollection.com/products/disney-my-way-candle?variant=45917454172326
,54.95,Belle,https://www.hotelcollection.com/products/disney-my-way-candle?variant=45917454205094
,54.95,Tiana,https://www.hotelcollection.com/products/disney-my-way-candle?variant=45917454237862
,54.95,Jasmine,https://www.hotelcollection.com/products/disney-my-way-candle?variant=45917454270630
,54.95,Mulan,https://www.hotelcollection.com/products/disney-my-way-candle?variant=45917454303398
,54.95,Nightmare Before Christmas,https://www.hotelcollection.com/products/disney-my-way-candle?variant=45917454336166
,54.95,Haunted Mansion,https://www.hotelcollection.com/products/disney-my-way-candle?variant=45917454368934
,54.95,Beskar Glow,https://www.hotelcollection.com/products/star-wars%E2%84%A2-my-way-candle?variant=45832649474214
,54.95,The Mandalorian Creed,https://www.hotelcollection.com/products/star-wars%E2%84%A2-my-way-candle?variant=45832649506982
,54.95,Mandalore Moonlight,https://www.hotelcollection.com/products/star-wars%E2%84%A2-my-way-candle?variant=45832649539750
,54.95,Twilight Apprentice,https://www.hotelcollection.com/products/star-wars%E2%84%A2-my-way-candle?variant=45832649572518
,54.95,World Between Worlds,https://www.hotelcollection.com/products/star-wars%E2%84%A2-my-way-candle?variant=45832649605286
,54.95,Far Far Away…,https://www.hotelcollection.com/products/star-wars%E2%84%A2-my-way-candle?variant=45832649638054
,54.95,Dark Side Aura,https://www.hotelcollection.com/products/star-wars%E2%84%A2-my-way-candle?variant=45832649670822
,54.95,The Way,https://www.hotelcollection.com/products/star-wars%E2%84%A2-my-way-candle?variant=45832649703590
,55.00,3-Pack,https://www.hotelcollection.com/products/the-blass-beauty-balm-3-pack?variant=46028785647782
810118949395,49.95,Default Title,https://www.hotelcollection.com/products/bonbori-room-spray?variant=45581353418918
810118941665,49.95,Default Title,https://www.hotelcollection.com/products/mountain-retreat-reed-diffuser?variant=45581285425318
810118943171,149.95,Default Title,https://www.hotelcollection.com/products/cigar-travel-case?variant=45581285130406
810118949418,49.95,Black,https://www.hotelcollection.com/products/classic-bonbori-candle?variant=45581292044454
810161641703,49.95,Default Title,https://www.hotelcollection.com/products/aegean-reed-diffuser?variant=45702457786534
810118949012,49.95,Default Title,https://www.hotelcollection.com/products/sakura-room-spray?variant=44775359119526
810161641109,49.95,Default Title,https://www.hotelcollection.com/products/mandarin-room-spray?variant=45599601033382
810161640706,49.95,Black,https://www.hotelcollection.com/products/harris-presidential-candle?variant=45581365477542
810118948817,359.95,Default Title,https://www.hotelcollection.com/products/tower-pro-scent-diffuser?variant=46127254831270
810118947469,49.95,Default Title,https://www.hotelcollection.com/products/botanical-garden-reed-diffuser?variant=45581291815078
810118948473,49.95,Default Title,https://www.hotelcollection.com/products/canyon-lodge-room-spray?variant=45581290832038
810118945052,34.95,Default Title,https://www.hotelcollection.com/products/3d-sleeping-eye-mask?variant=45581285589158
,54.95,Pro-Pod™ / 30mL,https://www.hotelcollection.com/products/taurus?variant=45248690651302
810161640591,54.95,Pro-Pod™ / 30mL,https://www.hotelcollection.com/products/virgo?variant=45248691175590
810161640768,49.95,Default Title,https://www.hotelcollection.com/products/riviera-room-spray?variant=45269540176038
,54.95,Miami Heat,https://www.hotelcollection.com/products/nba-my-way-candle-collection?variant=45832648425638
,54.95,Los Angeles Lakers,https://www.hotelcollection.com/products/nba-my-way-candle-collection?variant=45832648458406
,54.95,Chicago Bulls,https://www.hotelcollection.com/products/nba-my-way-candle-collection?variant=45832648491174
,54.95,Golden State Warriors,https://www.hotelcollection.com/products/nba-my-way-candle-collection?variant=45832648523942
,54.95,Boston Celtics,https://www.hotelcollection.com/products/nba-my-way-candle-collection?variant=45832648556710
,54.95,Milwaukee Bucks,https://www.hotelcollection.com/products/nba-my-way-candle-collection?variant=45832648589478
,54.95,New York Knicks,https://www.hotelcollection.com/products/nba-my-way-candle-collection?variant=45832648622246
,54.95,Denver Nuggets,https://www.hotelcollection.com/products/nba-my-way-candle-collection?variant=45832648655014
,54.95,Dallas Mavericks,https://www.hotelcollection.com/products/nba-my-way-candle-collection?variant=45832648687782
,54.95,Orlando Magic,https://www.hotelcollection.com/products/nba-my-way-candle-collection?variant=45832648720550
,54.95,Sacramento Kings,https://www.hotelcollection.com/products/nba-my-way-candle-collection?variant=45832648753318
,54.95,Indiana Pacers,https://www.hotelcollection.com/products/nba-my-way-candle-collection?variant=45832648786086
,54.95,Cleveland Cavaliers,https://www.hotelcollection.com/products/nba-my-way-candle-collection?variant=45832648818854
,54.95,Utah Jazz,https://www.hotelcollection.com/products/nba-my-way-candle-collection?variant=45832648851622
,54.95,San Antonio Spurs,https://www.hotelcollection.com/products/nba-my-way-candle-collection?variant=45832648884390
,54.95,Toronto Raptors,https://www.hotelcollection.com/products/nba-my-way-candle-collection?variant=45832648917158
,54.95,Minnesota Timberwolves,https://www.hotelcollection.com/products/nba-my-way-candle-collection?variant=45832648949926
,54.95,Philadelphia 76ers,https://www.hotelcollection.com/products/nba-my-way-candle-collection?variant=45832648982694
,54.95,Houston Rockets,https://www.hotelcollection.com/products/nba-my-way-candle-collection?variant=45832649015462
