UPC,ASIN,Title,Cost,Price,Profit,ROI,Offers,Sales Rank,Size,Color, Link, Tags
191526369969,B07D9VMNTM,"adidas Performance adissage Sandal, black/white/black, 6 M US",31.99,18.969999313354492,-21.390000572204585,-66.8646469903238%,1,753,7 Women/6 Men,Black/White/Black,https://www.shopwss.com/products/f35580?variant=41223508885559,"$20 TO $40, ADIDAS, Adissa, BLACK, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, F35580, full-price-eligible-discount, Life, md2-exclusion, Mens, mens-shoes, mens-shoes-slides-and-thongs, Slides and "
191531312752,B07L2KFX2R,"adidas unisex adult Adissage Slides Sandal, Black/White/Black, 16 Women 15 Men US",31.99,18.969999313354492,-23.110000362396235,-72.24132654703419%,3,753,16 Women/15 Men,Black/White/Black,https://www.shopwss.com/products/f35580?variant=41223509114935,"$20 TO $40, ADIDAS, Adissa, BLACK, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, F35580, full-price-eligible-discount, Life, md2-exclusion, Mens, mens-shoes, mens-shoes-slides-and-thongs, Slides and "
191526369914,B07D9F13BB,"adidas Performance adissage Sandal, black/white/black, 13 M US",31.99,18.969999313354492,-22.490000476837153,-70.30322124675573%,11,753,14 Women/13 Men,Black/White/Black,https://www.shopwss.com/products/f35580?variant=41223508721719,"$20 TO $40, ADIDAS, Adissa, BLACK, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, F35580, full-price-eligible-discount, Life, md2-exclusion, Mens, mens-shoes, mens-shoes-slides-and-thongs, Slides and "
193099264542,B07SBR3WXS,"adidas Unisex Adissage Slides Sandal, Black/Gold Metallic/Black, 15 US Men",29.99,29.950000762939453,-11.76999877929687,-39.24641140145672%,2,753,16 Women/15 Men,Black/Gold Metallic/Black,https://www.shopwss.com/products/eg6517?variant=40942354071607,"$20 to $40, ADIDAS, BLACK, EG6517, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, holiday-sale, Lifestyle, md2-exclusion, Mens, mens-shoes, mens-shoes-big-and-tall, mens-shoes-slides-and-thongs, metal"
193099264603,B07S8KYKYN,"adidas Unisex Adissage Slides Sandal, Black/Gold Metallic/Black, 7 US Men",29.99,29.950000762939453,-10.579999198913569,-35.27842347086885%,2,753,8 Women/7 Men,Black/Gold Metallic/Black,https://www.shopwss.com/products/eg6517?variant=40942353973303,"$20 to $40, ADIDAS, BLACK, EG6517, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, holiday-sale, Lifestyle, md2-exclusion, Mens, mens-shoes, mens-shoes-big-and-tall, mens-shoes-slides-and-thongs, metal"
193099264504,B07SCW63WX,"adidas Unisex-Adult Adissage Slides, Black/Gold Metallic/Black, 9 Women/8 Men",29.99,29.950000762939453,-10.399998893737788,-34.67822238658816%,3,753,9 Women/8 Men,Black/Gold Metallic/Black,https://www.shopwss.com/products/eg6517?variant=40942354006071,"$20 to $40, ADIDAS, BLACK, EG6517, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, holiday-sale, Lifestyle, md2-exclusion, Mens, mens-shoes, mens-shoes-big-and-tall, mens-shoes-slides-and-thongs, metal"
193099264511,B07SDV193X,"adidas unisex adult Una Mattina Beach Shorts Slide, Black, 10 Women 9 Men US",29.99,29.950000762939453,-10.579999198913569,-35.27842347086885%,2,753,10 Women/9 Men,Black/Gold Metallic/Black,https://www.shopwss.com/products/eg6517?variant=40942354038839,"$20 to $40, ADIDAS, BLACK, EG6517, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, holiday-sale, Lifestyle, md2-exclusion, Mens, mens-shoes, mens-shoes-big-and-tall, mens-shoes-slides-and-thongs, metal"
196265540679,B0C53TDZ2T,"Crocs Women's Getaway Strappy Sandals, Black, 10",39.99,0,0,,3,912,10,Black,https://www.shopwss.com/products/209587_001?variant=41186872983607,"$20 TO $40, 209587 001, BLACK, CROCS, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, full-price-eligible-discount, Life, md2-exclusion, Slides and Thongs, Womens, womens-shoes, womens-shoes-slides-and"
196265540730,B0C53TYGLK,"Crocs Women's Getaway Platform Strappy Sandals, Black, 8",39.99,39.95000076293945,-13.029999008178713,-32.58314330627335%,4,912,8,Black,https://www.shopwss.com/products/209587_001?variant=41186872918071,"$20 TO $40, 209587 001, BLACK, CROCS, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, full-price-eligible-discount, Life, md2-exclusion, Slides and Thongs, Womens, womens-shoes, womens-shoes-slides-and"
196265540723,B0C53XKYPL,"Crocs Women's Getaway Strappy Sandals, Black, 7",39.99,0,0,,1,912,7,Black,https://www.shopwss.com/products/209587_001?variant=41186872819767,"$20 TO $40, 209587 001, BLACK, CROCS, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, full-price-eligible-discount, Life, md2-exclusion, Slides and Thongs, Womens, womens-shoes, womens-shoes-slides-and"
196265540709,B0C53SLCRB,"Crocs Women's Getaway Strappy Sandals, Black, 5",39.99,39.95000076293945,-12.079999198913576,-30.20754988475513%,1,912,5,Black,https://www.shopwss.com/products/209587_001?variant=41186872885303,"$20 TO $40, 209587 001, BLACK, CROCS, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, full-price-eligible-discount, Life, md2-exclusion, Slides and Thongs, Womens, womens-shoes, womens-shoes-slides-and"
196265540716,B0C53SM7RZ,"Crocs Women's Getaway Strappy Sandals, Black, 6",39.99,39.95000076293945,-13.109998931884768,-32.78319312799391%,2,912,6,Black,https://www.shopwss.com/products/209587_001?variant=41186872852535,"$20 TO $40, 209587 001, BLACK, CROCS, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, full-price-eligible-discount, Life, md2-exclusion, Slides and Thongs, Womens, womens-shoes, womens-shoes-slides-and"
196265540747,B0C53TL383,"Crocs Women's Getaway Strappy Sandals, Black, 9",39.99,0,0,,4,912,9,Black,https://www.shopwss.com/products/209587_001?variant=41186872950839,"$20 TO $40, 209587 001, BLACK, CROCS, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, full-price-eligible-discount, Life, md2-exclusion, Slides and Thongs, Womens, womens-shoes, womens-shoes-slides-and"
052000049770,B09NYKWPKZ,"Gatorade Insulated Squeeze Bottle, Red, 30oz",14.99,14.989999771118164,-6.40000032424927,-42.69513224982835%,1,1076,30 Ounces,Red,https://www.shopwss.com/products/gato-52000049777?variant=40942898577463,"$0 TO $20, bts-accessories, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, full-price-eligible-discount, GATO-52000049777, GATORADE, hydration, md2-exclusion, RED, soccer accessories, summer essential"
190844402327,B01N1WQAML,"New Era NBA Sacramento Kings Men's 9Fifty Snapback Cap, One Size, Black",34.99,28.899999618530273,-17.81000017166138,-50.90025770694878%,3,1188,One Size,Black,https://www.shopwss.com/products/70353723?variant=41188728635447,"$20 TO $40, 70353723, 9fifty, Adjustable, BLACK, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, full-price-eligible-discount, Hats, md2-exclusion, NEW ERA, sacramento kings, unisex, unisex-accessories"
190844401542,B01MU5052U,"New Era NBA Dallas Mavericks Men's 9Fifty Snapback Cap, One Size, Black",34.99,32.630001068115234,-14.5099990272522,-41.46898836025207%,3,1188,One Size,Black,https://www.shopwss.com/products/70353684?variant=40942248919095,"$20 to $40, 70353684, 9fifty, Adjustable, BLACK, Dallas Mavericks, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, Fitted, full-price-eligible-discount, Hats, md2-exclusion, NBA, NEW ERA, show-all, uni"
190844401610,B01N7MKOEK,"NBA Los Angeles Lakers Men's 9Fifty Snapback Cap, One Size, Black",34.99,34.9900016784668,-12.54999803543091,-35.86738506839357%,13,1188,One Size,Black,https://www.shopwss.com/products/70353696?variant=40942240432183,"$20 TO $40, 70353696, 9fifty, Adjustable, Adult Unisex, BLACK, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, full-price-eligible-discount, Hats, LAKERS, Los Angeles Lakers, md2-exclusion, Mens, mens-"
192093980601,B07CZ3DTP1,New Era 950 Los Angeles Dodgers Basic Snapback Hat (Black/White) Men's Cap,34.99,29.950000762939453,-16.729999294281008,-47.813659029096904%,12,1190,One Size,Black/White,https://www.shopwss.com/products/11591046?variant=40942365147191,"$20 to $40, 11591046, 9fifty, Adjustable, BLACK, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, full-price-eligible-discount, Hats, Los Angeles Dodgers, md2-exclusion, Mens, mens-accessories, mens-acc"
190844401528,B01NANKC28,"New Era NBA Chicago Bulls Men's 9Fifty Snapback Cap, One Size, Black",34.99,34.9900016784668,-12.54999803543091,-35.86738506839357%,8,1190,One Size,Black,https://www.shopwss.com/products/70353680?variant=40942375501879,"$20 to $40, 70353680, 9fifty, Adjustable, BLACK, Chicago Bulls, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, full-price-eligible-discount, Hats, md2-exclusion, mens-accessories, mens-accessories-hat"
192093988072,B07BFKSCBF,New Era 11591149: Los Angeles Dodgers Basic Black/White 59FIFTY Fitted Cap (7 3/8),44.99,38.849998474121094,-19.340001335144045,-42.98733348553911%,3,1190,7 3/8,Black/White,https://www.shopwss.com/products/11591149?variant=40942231093303,"$40 to $60, 11591149, 59fifty, 6 7/8, 7, 7 1/2, 7 1/4, 7 1/8, 7 3/4, 7 3/8, 7 5/8, 7 7/8, 8, Adult Unisex, BLACK, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, Fitted, full-price-eligible-discount, H"
192093980397,B07FDRHFWM,New Era New York Yankees mens Basic Black and White 9FIFTY Snapback 950,34.99,30.100000381469727,-16.609999408721926,-47.47070422612725%,19,1190,One Size,Black White,https://www.shopwss.com/products/11591025?variant=40942232404023,"$20 TO $40, 11591025, 9fifty, Adjustable, Adult Unisex, BLACK, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, full-price-eligible-discount, Hats, md2-exclusion, Mens, mens-accessories, mens-accessorie"
196265773794,B0CQRC88R8,"Crocs Unisex Mellow Recovery Slides Sandal, Black Tide, 9 Women/7 Men",39.99,39.97999954223633,-13.410000553131106,-33.53338472901001%,2,1245,9 Women/7 Men,Black Tide,https://www.shopwss.com/products/210333_001?variant=40951054237751,"$20 TO $40, 210333 001, CROCS, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, GREY, holiday-sale, lifestyle, md2-exclusion, Mellow, mens, mens-shoes, mens-shoes-slides-and-thongs, on-sale, Slides, Sli"
196265773817,B0CQR99DM9,"Crocs Unisex Mellow Recovery Slides Sandal, Black Tide, 11 Women/9 Men",39.99,39.97999954223633,-13.890000572204592,-34.73368485172441%,1,1245,11 Women/9 Men,Black Tide,https://www.shopwss.com/products/210333_001?variant=40951054303287,"$20 TO $40, 210333 001, CROCS, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, GREY, holiday-sale, lifestyle, md2-exclusion, Mellow, mens, mens-shoes, mens-shoes-slides-and-thongs, on-sale, Slides, Sli"
196265773718,B0CQRBHCPZ,"Crocs Unisex Mellow Recovery Slides Sandal, Black Tide, 13 Women/11 Men",39.99,39.97999954223633,-13.810000648498537,-34.533635030003836%,1,1245,13 Women/11 Men,Black Tide,https://www.shopwss.com/products/210333_001?variant=40951054368823,"$20 TO $40, 210333 001, CROCS, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, GREY, holiday-sale, lifestyle, md2-exclusion, Mellow, mens, mens-shoes, mens-shoes-slides-and-thongs, on-sale, Slides, Sli"
196265773763,B0CQR9GGGX,"Crocs Unisex Mellow Recovery Slides Sandal, Black Tide, 6 Women/4 Men",39.99,39.95000076293945,-13.109998931884768,-32.78319312799391%,2,1245,6 Women/4 Men,Black Tide,https://www.shopwss.com/products/210333_001?variant=40951054532663,"$20 TO $40, 210333 001, CROCS, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, GREY, holiday-sale, lifestyle, md2-exclusion, Mellow, mens, mens-shoes, mens-shoes-slides-and-thongs, on-sale, Slides, Sli"
196265773787,B0CQR93TZ2,"Crocs Unisex Mellow Recovery Slides Sandal, Black Tide, 8 Women/6 Men",39.99,39.97999954223633,-13.090000381469729,-32.73318424973675%,2,1245,8 Women/6 Men,Black Tide,https://www.shopwss.com/products/210333_001?variant=40951054467127,"$20 TO $40, 210333 001, CROCS, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, GREY, holiday-sale, lifestyle, md2-exclusion, Mellow, mens, mens-shoes, mens-shoes-slides-and-thongs, on-sale, Slides, Sli"
196265773770,B0CQRB83Q1,"Crocs Unisex Mellow Recovery Slides Sandal, Black Tide, 7 Women/5 Men",39.99,39.95000076293945,-13.109998931884768,-32.78319312799391%,2,1245,7 Women/5 Men,Black Tide,https://www.shopwss.com/products/210333_001?variant=40951054499895,"$20 TO $40, 210333 001, CROCS, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, GREY, holiday-sale, lifestyle, md2-exclusion, Mellow, mens, mens-shoes, mens-shoes-slides-and-thongs, on-sale, Slides, Sli"
196265264230,B0BFNMMK7T,Crocs Unisex-Adult Mellow Recovery Slides Black Men's 10 Women's 12 Medium,39.99,39.95000076293945,-13.5099990272522,-33.783443428987745%,3,1245,12 Women/10 Men,Black,https://www.shopwss.com/products/208392_001?variant=40942593278007,"$20 TO $40, 208392 001, BLACK, CROCS, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, holiday-sale, md2-exclusion, Mens, on-sale, unisex-label"
196265264247,B0BFNP5WZ7,Crocs Unisex-Adult Mellow Recovery Slides Black Men's 11 Women's 13 Medium,39.99,39.95000076293945,-13.909999122619631,-34.78369372998157%,3,1245,13 Women/11 Men,Black,https://www.shopwss.com/products/208392_001?variant=40942593310775,"$20 TO $40, 208392 001, BLACK, CROCS, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, holiday-sale, md2-exclusion, Mens, on-sale, unisex-label"
196265264254,B0BFNNF5L5,Crocs Unisex-Adult Mellow Recovery Slides Black Men's 12 Women's 14 Medium,39.99,39.95000076293945,-13.589998950958254,-33.98349325070831%,3,1245,14 Women/12 Men,Black,https://www.shopwss.com/products/208392_001?variant=40942593343543,"$20 TO $40, 208392 001, BLACK, CROCS, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, holiday-sale, md2-exclusion, Mens, on-sale, unisex-label"
196265773701,B0CQRBCRZH,"Crocs Unisex Mellow Recovery Slides Sandal, Black Tide, 12 Women/10 Men",39.99,39.97999954223633,-13.570000400543215,-33.93348437245115%,1,1246,12 Women/10 Men,Black Tide,https://www.shopwss.com/products/210333_001?variant=40951054336055,"$20 TO $40, 210333 001, CROCS, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, GREY, holiday-sale, lifestyle, md2-exclusion, Mellow, mens, mens-shoes, mens-shoes-slides-and-thongs, on-sale, Slides, Sli"
196265773800,B0CQRCMV5X,"Crocs Unisex Mellow Recovery Slides Sandal, Black Tide, 10 Women/8 Men",39.99,39.97999954223633,-13.010000457763674,-32.53313442801618%,3,1246,10 Women/8 Men,Black Tide,https://www.shopwss.com/products/210333_001?variant=40951054270519,"$20 TO $40, 210333 001, CROCS, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, GREY, holiday-sale, lifestyle, md2-exclusion, Mellow, mens, mens-shoes, mens-shoes-slides-and-thongs, on-sale, Slides, Sli"
196265773725,B0CQRBDVQL,"Crocs Unisex Mellow Recovery Slides Sandal, Black Tide, 14 Women/12 Men",39.99,39.97999954223633,-13.730000247955324,-34.333584015892285%,1,1246,14 Women/12 Men,Black Tide,https://www.shopwss.com/products/210333_001?variant=40951054401591,"$20 TO $40, 210333 001, CROCS, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, GREY, holiday-sale, lifestyle, md2-exclusion, Mellow, mens, mens-shoes, mens-shoes-slides-and-thongs, on-sale, Slides, Sli"
196265773732,B0CQRBZVVW,"Crocs Unisex Mellow Recovery Slides Sandal, Black Tide, 15 Women/13 Men",39.99,39.97999954223633,-13.810000648498537,-34.533635030003836%,1,1246,15 Women/13 Men,Black Tide,https://www.shopwss.com/products/210333_001?variant=40951054434359,"$20 TO $40, 210333 001, CROCS, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, GREY, holiday-sale, lifestyle, md2-exclusion, Mellow, mens, mens-shoes, mens-shoes-slides-and-thongs, on-sale, Slides, Sli"
196265264261,B0BFNMQDM8,Crocs Unisex-Adult Mellow Recovery Slides Black Men's 13 Women's 15 Medium,39.99,0,0,,1,1246,15 Women/13 Men,Black,https://www.shopwss.com/products/208392_001?variant=40942593441847,"$20 TO $40, 208392 001, BLACK, CROCS, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, holiday-sale, md2-exclusion, Mens, on-sale, unisex-label"
196265277261,B0BFNLP3YQ,Crocs Unisex-Adult Mellow Recovery Slides Black Men's 9 Women's 11 Medium,39.99,0,0,,1,1246,11 Women/9 Men,Black,https://www.shopwss.com/products/208392_001?variant=40942593245239,"$20 TO $40, 208392 001, BLACK, CROCS, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, holiday-sale, md2-exclusion, Mens, on-sale, unisex-label"
194955549216,B09B14GL3T,"Nike Unisex Everyday Cushioned Training Ankle Socks (3 Pairs), Multi-Color, Medium",18,32,3.9499998092651367,21.944443384806313%,3,1364,Medium,Multi-color,https://www.shopwss.com/products/sx7667_964?variant=40942855585847,"$0 TO $20, BLACK, BOGO-50, bts-accessories, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, full-price-eligible-discount, md2-exclusion, NIKE, qty-limit-5, quarter, socks, SX7667 964, unisex, unisex-ac"
194954124766,B08QZ9W14M,"Nike Standard Everyday Cushioned Training Crew Socks (6 Pairs), Black/White, S",24,0,0,,3,1369,Small,Black/White,https://www.shopwss.com/products/sx7666_010?variant=40942239645751,"$20 to $40, Adult Unisex, Athletic, BLACK, BOGO-50, bts-accessories, Crew, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, full-price-eligible-discount, gym-essentials, L, M, md2-exclusion, mens, mens-"
194955549223,B09B12QLSM,"Nike Unisex Everyday Cushioned Training Ankle Socks (3 Pairs), Multi-Color, Large",18,20,-4.670000076293945,-25.944444868299698%,1,1369,Large,Multi-color,https://www.shopwss.com/products/sx7667_964?variant=40942855618615,"$0 TO $20, BLACK, BOGO-50, bts-accessories, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, full-price-eligible-discount, md2-exclusion, NIKE, qty-limit-5, quarter, socks, SX7667 964, unisex, unisex-ac"
195907796689,B093QJQYFY,"New Balance Women's 574 Core Sneaker, Black/White, 10",89.99,86.62999725341797,-23.670002689361567,-26.30292553546124%,7,1427,10,Black/White,https://www.shopwss.com/products/wl574evb?variant=41137503830071,"$80 TO $100, 574, BLACK, bts25, Classic, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, full-price-eligible-discount, IWD25, md2-exclusion, NEW BALANCE, running, WL574EVB, womens, womens-shoes, womens"
195907796672,B093QKTVJJ,"New Balance Women's 574 Core Sneaker, Black/White, 9.5",89.99,86.25,-23.999999752044673,-26.66962968334779%,9,1427,9.5,Black/White,https://www.shopwss.com/products/wl574evb?variant=41137503797303,"$80 TO $100, 574, BLACK, bts25, Classic, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, full-price-eligible-discount, IWD25, md2-exclusion, NEW BALANCE, running, WL574EVB, womens, womens-shoes, womens"
195907796580,B093QKQ284,"New Balance Women's 574 Core Sneaker, 5, Grey with White",89.99,89.6500015258789,-20.409998168945307,-22.68029577613658%,5,1427,5,Black/White,https://www.shopwss.com/products/wl574evb?variant=41137503600695,"$80 TO $100, 574, BLACK, bts25, Classic, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, full-price-eligible-discount, IWD25, md2-exclusion, NEW BALANCE, running, WL574EVB, womens, womens-shoes, womens"
195907796658,B093QYKCJX,"New Balance womens 574 V3 Sneaker, Black/White, 8.5 US",89.99,87.69999694824219,-22.53000282287597,-25.036118260780054%,8,1427,8.5,Black/White,https://www.shopwss.com/products/wl574evb?variant=41137503731767,"$80 TO $100, 574, BLACK, bts25, Classic, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, full-price-eligible-discount, IWD25, md2-exclusion, NEW BALANCE, running, WL574EVB, womens, womens-shoes, womens"
195907796665,B093QHV4PJ,"New Balance Women's 574 Core Sneaker, Black/White, 9",89.99,88.19999694824219,-22.340002765655512,-24.82498362668687%,9,1427,9,Black/White,https://www.shopwss.com/products/wl574evb?variant=41137503764535,"$80 TO $100, 574, BLACK, bts25, Classic, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, full-price-eligible-discount, IWD25, md2-exclusion, NEW BALANCE, running, WL574EVB, womens, womens-shoes, womens"
195907796627,B093QL9T2W,"New Balance Women's 574 Core Sneaker, Black/White, 7",89.99,86.25,-23.75999950408935,-26.402933108222413%,9,1427,7,Black/White,https://www.shopwss.com/products/wl574evb?variant=41137503502391,"$80 TO $100, 574, BLACK, bts25, Classic, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, full-price-eligible-discount, IWD25, md2-exclusion, NEW BALANCE, running, WL574EVB, womens, womens-shoes, womens"
195907796610,B093R7P6GH,"New Balance Women's 574 Core Sneaker, Black/White, 6.5",89.99,86.25,-23.75999950408935,-26.402933108222413%,8,1427,6.5,Black/White,https://www.shopwss.com/products/wl574evb?variant=41137503567927,"$80 TO $100, 574, BLACK, bts25, Classic, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, full-price-eligible-discount, IWD25, md2-exclusion, NEW BALANCE, running, WL574EVB, womens, womens-shoes, womens"
195907795538,B093R7RCTM,"New Balance Women's 574 Core Sneaker, Nimbus Cloud/White, 9 Wide",84.99,0,0,,5,1427,9 Wide,Nimbus Cloud With White,https://www.shopwss.com/products/wl574evw?variant=40942919352375,"$80 TO $100, 574, BEIGE, classic, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, festival2025, for-her-2024, full-price-eligible-discount, grey day, IWD25, lifestyle, md2-exclusion, NEW BALANCE, runni"
195907795545,B093QK9GJX,"New Balance Women's 574 Core Sneaker, Nimbus Cloud/White, 9.5 Wide",84.99,89.94999694824219,-15.850002994537348,-18.64925637667649%,2,1427,9.5 Wide,Nimbus Cloud With White,https://www.shopwss.com/products/wl574evw?variant=40942919385143,"$80 TO $100, 574, BEIGE, classic, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, festival2025, for-her-2024, full-price-eligible-discount, grey day, IWD25, lifestyle, md2-exclusion, NEW BALANCE, runni"
195907795491,B093R1JQPK,"New Balance Womens 574 Core Sneaker, Nimbus Cloud with White, 7 Wide US",84.99,89.94999694824219,-15.610002746582026,-18.366869921852015%,3,1427,7 Wide,Nimbus Cloud With White,https://www.shopwss.com/products/wl574evw?variant=40942919254071,"$80 TO $100, 574, BEIGE, classic, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, festival2025, for-her-2024, full-price-eligible-discount, grey day, IWD25, lifestyle, md2-exclusion, NEW BALANCE, runni"
195907796382,B093QKJ61F,"New Balance Women's 574 Core Sneaker, Grey/White, 11",89.99,89.94999694824219,-20.85000299453735,-23.16924435441421%,5,1427,11,Grey/White,https://www.shopwss.com/products/wl574evg?variant=41265424269367,"$80 TO $100, 574, best-sellers-web, classic, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, festival2025, for-her-2024, full-price-eligible-discount, GREY, grey day, IWD25, lifestyle, md2-exclusion, N"
195907796351,B093QHV68L,"New Balance womens 574 V3 Sneaker, Grey/White, 9.5 US",89.99,89.94999694824219,-20.85000299453735,-23.16924435441421%,11,1427,9.5,Grey/White,https://www.shopwss.com/products/wl574evg?variant=40943494496311,"$80 TO $100, 574, best-sellers-web, classic, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, festival2025, for-her-2024, full-price-eligible-discount, GREY, grey day, IWD25, lifestyle, md2-exclusion, N"
195907796276,B093QJ92HV,"New Balance Women's 574 Core Sneaker, Grey/White, 5.5",89.99,89.94999694824219,-20.150002708435053,-22.391379829353323%,7,1427,5.5,Grey/White,https://www.shopwss.com/products/wl574evg?variant=40943494332471,"$80 TO $100, 574, best-sellers-web, classic, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, festival2025, for-her-2024, full-price-eligible-discount, GREY, grey day, IWD25, lifestyle, md2-exclusion, N"
195907796269,B093QL1C2Z,"New Balance Women's 574 Core Sneaker, Grey/White, 5",89.99,89.94999694824219,-20.53000282287597,-22.813649097539695%,7,1427,5,Grey/White,https://www.shopwss.com/products/wl574evg?variant=40943494299703,"$80 TO $100, 574, best-sellers-web, classic, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, festival2025, for-her-2024, full-price-eligible-discount, GREY, grey day, IWD25, lifestyle, md2-exclusion, N"
195907796283,B093QKF63F,"New Balance Women's 574 Core Sneaker, Grey/White, 6",89.99,87.94999694824219,-22.390002479553218,-24.880545037841113%,12,1427,6,Grey/White,https://www.shopwss.com/products/wl574evg?variant=40943494234167,"$80 TO $100, 574, best-sellers-web, classic, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, festival2025, for-her-2024, full-price-eligible-discount, GREY, grey day, IWD25, lifestyle, md2-exclusion, N"
195907796634,B093QLDJ3D,"New Balance womens 574 V3 Sneaker, Black/White, 7.5 US",89.99,86.12000274658203,-24.429997196197505,-27.147457713298706%,10,1428,7.5,Black/White,https://www.shopwss.com/products/wl574evb?variant=41137503666231,"$80 TO $100, 574, BLACK, bts25, Classic, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, full-price-eligible-discount, IWD25, md2-exclusion, NEW BALANCE, running, WL574EVB, womens, womens-shoes, womens"
195907796641,B093QJJLQ4,"New Balance Women's 574 Core Sneaker, Black/White, 8",89.99,89.94999694824219,-20.610002746582026,-22.902547779288838%,9,1428,8,Black/White,https://www.shopwss.com/products/wl574evb?variant=41137503698999,"$80 TO $100, 574, BLACK, bts25, Classic, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, full-price-eligible-discount, IWD25, md2-exclusion, NEW BALANCE, running, WL574EVB, womens, womens-shoes, womens"
195907796603,B093QLG4H5,"New Balance Women's 574 Core Sneaker, Black/White, 6",89.99,89.6500015258789,-21.26999830245971,-23.63595766469576%,7,1428,6,Black/White,https://www.shopwss.com/products/wl574evb?variant=41137503535159,"$80 TO $100, 574, BLACK, bts25, Classic, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, full-price-eligible-discount, IWD25, md2-exclusion, NEW BALANCE, running, WL574EVB, womens, womens-shoes, womens"
