UPC,ASIN,Title,Cost,Price,Profit,ROI,Offers,Sales Rank,Size,Color, Link, Tags
196265881864,B0D618V9CZ,"Crocs Unisex Classic Clog Mystic Purple Men's 4, Women's 6 Medium",49.99,49.9900016784668,-13.709998359680178,-27.4254818157235%,1,1,6 Women/4 Men,Mystic Purple,https://www.shopwss.com/products/10001_5bn?variant=41083645034551,"$40 TO $60, 10001 5BN, Classic Clog, Clogs, CROCS, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, festival2025, full-price-eligible-discount, Lifestyle, md2-exclusion, PURPLE, Slides, Slides and Thong"
196265881895,B0D61L67NL,"Crocs Unisex Classic Clog Mystic Purple Men's 7, Women's 9 Medium",49.99,49.9900016784668,-14.659998168945322,-29.32586151019268%,3,1,9 Women/7 Men,Mystic Purple,https://www.shopwss.com/products/10001_5bn?variant=41083645132855,"$40 TO $60, 10001 5BN, Classic Clog, Clogs, CROCS, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, festival2025, full-price-eligible-discount, Lifestyle, md2-exclusion, PURPLE, Slides, Slides and Thong"
196265881857,B0D619RMRY,"Crocs Unisex Classic Clog Mystic Purple Men's 3, Women's 5 M",49.99,0,0,,1,1,5 Women/3 Men,Mystic Purple,https://www.shopwss.com/products/10001_5bn?variant=41083645067319,"$40 TO $60, 10001 5BN, Classic Clog, Clogs, CROCS, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, festival2025, full-price-eligible-discount, Lifestyle, md2-exclusion, PURPLE, Slides, Slides and Thong"
196265881901,B0D61KWFPJ,"Crocs Unisex Classic Clog Mystic Purple Men's 8, Women's 10 Medium",49.99,49.9900016784668,-14.579998245239267,-29.165829656409812%,2,1,10 Women/8 Men,Mystic Purple,https://www.shopwss.com/products/10001_5bn?variant=41083645165623,"$40 TO $60, 10001 5BN, Classic Clog, Clogs, CROCS, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, festival2025, full-price-eligible-discount, Lifestyle, md2-exclusion, PURPLE, Slides, Slides and Thong"
196265881888,B0D613PJ1H,"Crocs Unisex Classic Clog Mystic Purple Men's 6, Women's 8 Medium",49.99,49.9900016784668,-14.499998321533212,-29.005797802626947%,4,1,8 Women/6 Men,Mystic Purple,https://www.shopwss.com/products/10001_5bn?variant=41083645100087,"$40 TO $60, 10001 5BN, Classic Clog, Clogs, CROCS, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, festival2025, full-price-eligible-discount, Lifestyle, md2-exclusion, PURPLE, Slides, Slides and Thong"
196265881871,B0D61GKX9R,"Crocs Unisex Classic Clog Mystic Purple Men's 5, Women's 7 Medium",49.99,49.9900016784668,-14.739998092651376,-29.485893363975546%,3,1,7 Women/5 Men,Mystic Purple,https://www.shopwss.com/products/10001_5bn?variant=41083645001783,"$40 TO $60, 10001 5BN, Classic Clog, Clogs, CROCS, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, festival2025, full-price-eligible-discount, Lifestyle, md2-exclusion, PURPLE, Slides, Slides and Thong"
841158003273,B004026UNK,"Crocs Unisex Classic Clog Emerald Mens 6, Womens 8 Medium",49.99,39.95000076293945,-23.109998931884768,-46.22924371251204%,2,1,8 Women/6 Men,Emerald,https://www.shopwss.com/products/10001_302?variant=40951277649975,"$40 TO $60, 10001 302, Classic Clog, Clogs, CROCS, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, festival2025, full-price-eligible-discount, GREEN, Lifestyle, md2-exclusion, mens, mens-shoes, mens-sh"
841158003327,B004026VO8,"Crocs Unisex Classic Clog Emerald Mens 11, Womens 13 Medium",49.99,0,0,,1,1,13 Women/11 Men,Emerald,https://www.shopwss.com/products/10001_302?variant=40951277813815,"$40 TO $60, 10001 302, Classic Clog, Clogs, CROCS, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, festival2025, full-price-eligible-discount, GREEN, Lifestyle, md2-exclusion, mens, mens-shoes, mens-sh"
841158003280,B00401ZK0U,"Crocs Unisex Classic Clog Emerald Mens 7, Womens 9 Medium",49.99,44.95000076293945,-16.769998779296877,-33.54670689997375%,1,1,9 Women/7 Men,Emerald,https://www.shopwss.com/products/10001_302?variant=40951277682743,"$40 TO $60, 10001 302, Classic Clog, Clogs, CROCS, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, festival2025, full-price-eligible-discount, GREEN, Lifestyle, md2-exclusion, mens, mens-shoes, mens-sh"
196265891818,B0CXFWN3ND,"Crocs Unisex Classic Clog Emerald Mens 8, Womens 10 Medium",49.99,39.970001220703125,-23.339998950958254,-46.689335769070325%,1,1,10 Women/8 Men,Emerald,https://www.shopwss.com/products/10001_302?variant=40951277715511,"$40 TO $60, 10001 302, Classic Clog, Clogs, CROCS, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, festival2025, full-price-eligible-discount, GREEN, Lifestyle, md2-exclusion, mens, mens-shoes, mens-sh"
196265891825,B0CXGHFY6Z,"Crocs Unisex Classic Clog Emerald Mens 9, Womens 11 Medium",49.99,39.970001220703125,-23.019998779296877,-46.04920740007377%,1,1,11 Women/9 Men,Emerald,https://www.shopwss.com/products/10001_302?variant=40951277748279,"$40 TO $60, 10001 302, Classic Clog, Clogs, CROCS, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, festival2025, full-price-eligible-discount, GREEN, Lifestyle, md2-exclusion, mens, mens-shoes, mens-sh"
196265891771,B0CXG7RT5L,"Crocs Unisex Classic Clog Emerald Mens 10, Womens 12 Medium",49.99,0,0,,2,1,12 Women/10 Men,Emerald,https://www.shopwss.com/products/10001_302?variant=40951277781047,"$40 TO $60, 10001 302, Classic Clog, Clogs, CROCS, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, festival2025, full-price-eligible-discount, GREEN, Lifestyle, md2-exclusion, mens, mens-shoes, mens-sh"
196265891788,B0CXFY16XN,"Crocs Unisex Classic Clog Emerald Mens 12, Womens 14 Medium",49.99,39.95000076293945,-23.5099990272522,-47.029403935291455%,3,1,14 Women/12 Men,Emerald,https://www.shopwss.com/products/10001_302?variant=40951277846583,"$40 TO $60, 10001 302, Classic Clog, Clogs, CROCS, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, festival2025, full-price-eligible-discount, GREEN, Lifestyle, md2-exclusion, mens, mens-shoes, mens-sh"
196265891801,B0CXG4BP9T,"Crocs Unisex Classic Clog Emerald Mens 4, Womens 6 Medium",49.99,37.939998626708984,-24.900001277923586,-49.809964548756916%,6,1,6 Women/4 Men,Emerald,https://www.shopwss.com/products/10001_302?variant=40951277912119,"$40 TO $60, 10001 302, Classic Clog, Clogs, CROCS, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, festival2025, full-price-eligible-discount, GREEN, Lifestyle, md2-exclusion, mens, mens-shoes, mens-sh"
841158003266,B00401ZJS8,"Crocs Unisex Classic Clog Emerald Mens 5, Womens 7 Medium",49.99,39.95000076293945,-22.649998893737795,-45.30905959939547%,1,1,7 Women/5 Men,Emerald,https://www.shopwss.com/products/10001_302?variant=40951277944887,"$40 TO $60, 10001 302, Classic Clog, Clogs, CROCS, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, festival2025, full-price-eligible-discount, GREEN, Lifestyle, md2-exclusion, mens, mens-shoes, mens-sh"
196265891795,B0CXFW6YBG,"Crocs Unisex Classic Clog Emerald Mens 13, Womens 15 Medium",49.99,39.95000076293945,-23.66999887466431,-47.349467642857185%,1,1,15 Women/13 Men,Emerald,https://www.shopwss.com/products/10001_302?variant=40951277879351,"$40 TO $60, 10001 302, Classic Clog, Clogs, CROCS, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, festival2025, full-price-eligible-discount, GREEN, Lifestyle, md2-exclusion, mens, mens-shoes, mens-sh"
191448101784,B071FBKTRC,"Crocs Unisex-Adult Classic Clogs, Slate Grey, 8 Men/10 Women",49.99,0,0,,7,1,10 Women/8 Men,Slate Grey,https://www.shopwss.com/products/10001_0da?variant=41419650629687,"$40 TO $60, 10001 0DA, bts25, classic clog, Clogs, CROCS, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, eligible-for-promotions, full-price-eligible-discount, GREY, Lifestyle, md2-exclusion, Mens, me"
191448101753,B071FBKV8B,"Crocs Unisex Classic Clog, Slate Grey, 7 Women/5 Men",49.99,0,0,,4,1,7 Women/5 Men,Slate Grey,https://www.shopwss.com/products/10001_0da?variant=41419650695223,"$40 TO $60, 10001 0DA, bts25, classic clog, Clogs, CROCS, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, eligible-for-promotions, full-price-eligible-discount, GREY, Lifestyle, md2-exclusion, Mens, me"
191448101746,B071FBKTRQ,"Crocs Unisex-Adult Classic Clogs, Slate Grey, 4 Men/6 Women",49.99,0,0,,4,1,6 Women/4 Men,Slate Grey,https://www.shopwss.com/products/10001_0da?variant=41419651022903,"$40 TO $60, 10001 0DA, bts25, classic clog, Clogs, CROCS, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, eligible-for-promotions, full-price-eligible-discount, GREY, Lifestyle, md2-exclusion, Mens, me"
191448101692,B071HXB8GZ,"Crocs Unisex-Adult Classic Clogs, Slate Grey, 13 Men/15 Women",49.99,0,0,,2,1,15 Women/13 Men,Slate Grey,https://www.shopwss.com/products/10001_0da?variant=41419650924599,"$40 TO $60, 10001 0DA, bts25, classic clog, Clogs, CROCS, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, eligible-for-promotions, full-price-eligible-discount, GREY, Lifestyle, md2-exclusion, Mens, me"
191448101791,B0725RV7G2,"Crocs Unisex-Adult Classic Clogs, Slate Grey, 9 Men/11 Women",49.99,0,0,,1,1,11 Women/9 Men,Slate Grey,https://www.shopwss.com/products/10001_0da?variant=41419650662455,"$40 TO $60, 10001 0DA, bts25, classic clog, Clogs, CROCS, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, eligible-for-promotions, full-price-eligible-discount, GREY, Lifestyle, md2-exclusion, Mens, me"
191448101685,B0728CNXWK,"Crocs Unisex-Adult Classic Clogs, Slate Grey, 12 Men/14 Women",49.99,0,0,,2,1,14 Women/12 Men,Slate Grey,https://www.shopwss.com/products/10001_0da?variant=41419650531383,"$40 TO $60, 10001 0DA, bts25, classic clog, Clogs, CROCS, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, eligible-for-promotions, full-price-eligible-discount, GREY, Lifestyle, md2-exclusion, Mens, me"
191448101661,B071LJ1Z1Z,"Crocs Unisex-Adult Classic Clogs, Slate Grey, 10 Men/12 Women",49.99,29.969999313354492,-32.08000062942505,-64.1728358260153%,3,1,12 Women/10 Men,Slate Grey,https://www.shopwss.com/products/10001_0da?variant=41419650465847,"$40 TO $60, 10001 0DA, bts25, classic clog, Clogs, CROCS, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, eligible-for-promotions, full-price-eligible-discount, GREY, Lifestyle, md2-exclusion, Mens, me"
191448101760,B0728CNXVY,Crocs Women's Classic Mule Slate Grey - 6 US Men/ 8 US Women M US,49.99,49.95000076293945,-14.52999900817872,-29.065811178593158%,5,1,8 Women/6 Men,Slate Grey,https://www.shopwss.com/products/10001_0da?variant=41419650564151,"$40 TO $60, 10001 0DA, bts25, classic clog, Clogs, CROCS, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, eligible-for-promotions, full-price-eligible-discount, GREY, Lifestyle, md2-exclusion, Mens, me"
191448101777,B0728CNYBJ,"Crocs Unisex-Adult Classic Clogs, Slate Grey, 7 Men/9 Women",49.99,0,0,,2,1,9 Women/7 Men,Slate Grey,https://www.shopwss.com/products/10001_0da?variant=41419650596919,"$40 TO $60, 10001 0DA, bts25, classic clog, Clogs, CROCS, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, eligible-for-promotions, full-price-eligible-discount, GREY, Lifestyle, md2-exclusion, Mens, me"
196265131921,B09NMCYDN9,"Crocs Unisex-Adult Classic Clog, Clogs for Women and Men, Bone, 13 Men/15 Women",39.99,34.95000076293945,-17.609998931884768,-44.03600633129474%,4,1,15 Women/13 Men,Bone,https://www.shopwss.com/products/10001_2y2?variant=40942757347383,"$20 TO $40, 10001 2Y2, BEIGE, Classic Clog, Clogs, CROCS, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, holiday-sale, lifestyle, md2-exclusion, mens, mens-shoes, mens-shoes-casual, mens-shoes-slides-"
196265132034,B09NMB9C1Q,Crocs Unisex Classic Clogs Bone Size 8,39.99,39.959999084472656,-13.100000610351564,-32.75819107364732%,6,1,10 Women/8 Men,Bone,https://www.shopwss.com/products/10001_2y2?variant=40942757183543,"$20 TO $40, 10001 2Y2, BEIGE, Classic Clog, Clogs, CROCS, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, holiday-sale, lifestyle, md2-exclusion, mens, mens-shoes, mens-shoes-casual, mens-shoes-slides-"
196265131990,B09NMCDLWC,"Crocs Unisex-Adult Classic Clog, Clogs for Women and Men, Bone, 4 Men/6 Women",39.99,37.880001068115234,-13.999998798370363,-35.00874918322171%,6,1,6 Women/4 Men,Bone,https://www.shopwss.com/products/10001_2y2?variant=40942757380151,"$20 TO $40, 10001 2Y2, BEIGE, Classic Clog, Clogs, CROCS, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, holiday-sale, lifestyle, md2-exclusion, mens, mens-shoes, mens-shoes-casual, mens-shoes-slides-"
196265131914,B09NMCP3ZG,"Crocs Unisex-Adult Classic Clog, Clogs for Women and Men, Bone, 12 Men/14 Women",39.99,34.95000076293945,-17.999998798370363,-45.011249808378004%,6,1,14 Women/12 Men,Bone,https://www.shopwss.com/products/10001_2y2?variant=40942757314615,"$20 TO $40, 10001 2Y2, BEIGE, Classic Clog, Clogs, CROCS, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, holiday-sale, lifestyle, md2-exclusion, mens, mens-shoes, mens-shoes-casual, mens-shoes-slides-"
196265132003,B09NMCF2YV,"Crocs Unisex-Adult Classic Clog, Clogs for Women and Men, Bone, 5 Men/7 Women",39.99,0,0,,1,1,7 Women/5 Men,Bone,https://www.shopwss.com/products/10001_2y2?variant=40942757412919,"$20 TO $40, 10001 2Y2, BEIGE, Classic Clog, Clogs, CROCS, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, holiday-sale, lifestyle, md2-exclusion, mens, mens-shoes, mens-shoes-casual, mens-shoes-slides-"
196265132041,B09NMCLJSG,"Crocs Unisex-Adult Classic Clog, Clogs for Women and Men, Bone, 9 Men/11 Women",39.99,39.95000076293945,-13.669998874664309,-34.183543072428876%,3,1,11 Women/9 Men,Bone,https://www.shopwss.com/products/10001_2y2?variant=40942757216311,"$20 TO $40, 10001 2Y2, BEIGE, Classic Clog, Clogs, CROCS, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, holiday-sale, lifestyle, md2-exclusion, mens, mens-shoes, mens-shoes-casual, mens-shoes-slides-"
196265131907,B09NMB5152,"Crocs Unisex-Adult Classic Clog, Clogs for Women and Men, Bone, 11 Men/13 Women",39.99,34.95000076293945,-17.59999917984009,-44.01100069977517%,5,1,13 Women/11 Men,Bone,https://www.shopwss.com/products/10001_2y2?variant=40942757281847,"$20 TO $40, 10001 2Y2, BEIGE, Classic Clog, Clogs, CROCS, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, holiday-sale, lifestyle, md2-exclusion, mens, mens-shoes, mens-shoes-casual, mens-shoes-slides-"
196265131891,B09NMC17GK,"Crocs Unisex-Adult Classic Clog, Clogs for Women and Men, Bone, 10 Men/12 Women",39.99,39.959999084472656,-12.230000724792482,-30.58264747384967%,5,1,12 Women/10 Men,Bone,https://www.shopwss.com/products/10001_2y2?variant=40942757249079,"$20 TO $40, 10001 2Y2, BEIGE, Classic Clog, Clogs, CROCS, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, holiday-sale, lifestyle, md2-exclusion, mens, mens-shoes, mens-shoes-casual, mens-shoes-slides-"
196265132027,B09NMCFG3P,"Crocs Unisex-Adult Classic Clog, Clogs for Women and Men, Bone, 7 Men/9 Women",39.99,42.720001220703125,-10.91999839782715,-27.306822700242932%,4,1,9 Women/7 Men,Bone,https://www.shopwss.com/products/10001_2y2?variant=40942757150775,"$20 TO $40, 10001 2Y2, BEIGE, Classic Clog, Clogs, CROCS, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, holiday-sale, lifestyle, md2-exclusion, mens, mens-shoes, mens-shoes-casual, mens-shoes-slides-"
196265132010,B09NM9YNPH,"Crocs Unisex-Adult Classic Clog, Clogs for Women and Men, Bone, 6 Men/8 Women",39.99,40.4900016784668,-12.649998416900637,-31.63290426831867%,3,1,8 Women/6 Men,Bone,https://www.shopwss.com/products/10001_2y2?variant=40942757118007,"$20 TO $40, 10001 2Y2, BEIGE, Classic Clog, Clogs, CROCS, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, holiday-sale, lifestyle, md2-exclusion, mens, mens-shoes, mens-shoes-casual, mens-shoes-slides-"
841158002443,B0014C0LSY,"Crocs Unisex-Adult Classic Clogs, Black, 9 Women/7 Men",49.99,40.529998779296875,-21.590001335144045,-43.18864039836776%,8,1,9 Women/7 Men,Black,https://www.shopwss.com/products/10001-001?variant=40942213300279,"$40 TO $60, 10001-001, BLACK, Classic Clog, Clogs, CROCS, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, full-family-holiday-2024, full-price-eligible-discount, Lifestyle, md2-exclusion, Mens, mens-sh"
841158002504,B0014BYHNK,"Crocs Unisex-Adult Classic Clogs, Black, 13 Men/15 Women",49.99,45.7400016784668,-18.989998569488534,-37.987594657908645%,6,1,15 Women/13 Men,Black,https://www.shopwss.com/products/10001-001?variant=40942213496887,"$40 TO $60, 10001-001, BLACK, Classic Clog, Clogs, CROCS, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, full-family-holiday-2024, full-price-eligible-discount, Lifestyle, md2-exclusion, Mens, mens-sh"
841158002498,B0014C2NKS,"Crocs Unisex-Adult Classic Clogs, Black, 12 Men/14 Women",49.99,49.61000061035156,-15.299999465942392,-30.606120155915967%,9,1,14 Women/12 Men,Black,https://www.shopwss.com/products/10001-001?variant=40942213464119,"$40 TO $60, 10001-001, BLACK, Classic Clog, Clogs, CROCS, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, full-family-holiday-2024, full-price-eligible-discount, Lifestyle, md2-exclusion, Mens, mens-sh"
841158002450,B0014C0LUC,"Crocs Unisex-Adult Classic Clogs, Black, 8 Men/10 Women",49.99,49.95000076293945,-14.849999179840097,-29.70593954758971%,7,1,10 Women/8 Men,Black,https://www.shopwss.com/products/10001-001?variant=40942213333047,"$40 TO $60, 10001-001, BLACK, Classic Clog, Clogs, CROCS, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, full-family-holiday-2024, full-price-eligible-discount, Lifestyle, md2-exclusion, Mens, mens-sh"
841158002474,B0014C5S7S,"Crocs Unisex-Adult Classic Clogs, Black, 10 Men/12 Women",49.99,0,0,,3,1,12 Women/10 Men,Black,https://www.shopwss.com/products/10001-001?variant=40942213398583,"$40 TO $60, 10001-001, BLACK, Classic Clog, Clogs, CROCS, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, full-family-holiday-2024, full-price-eligible-discount, Lifestyle, md2-exclusion, Mens, mens-sh"
841158002429,B0014BYHA8,"Crocs Unisex-Adult Classic Clogs, Black, 5 Men/7 Women",49.99,48.29999923706055,-17.220000495910654,-34.446890369895286%,6,1,7 Women/5 Men,Black,https://www.shopwss.com/products/10001-001?variant=40942213529655,"$40 TO $60, 10001-001, BLACK, Classic Clog, Clogs, CROCS, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, full-family-holiday-2024, full-price-eligible-discount, Lifestyle, md2-exclusion, Mens, mens-sh"
841158002467,B0014BYHGC,"Crocs Unisex-Adult Classic Clogs, Black, 9 Men/11 Women",49.99,49.95000076293945,-15.169998874664316,-30.346066962721174%,8,1,11 Women/9 Men,Black,https://www.shopwss.com/products/10001-001?variant=40942213365815,"$40 TO $60, 10001-001, BLACK, Classic Clog, Clogs, CROCS, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, full-family-holiday-2024, full-price-eligible-discount, Lifestyle, md2-exclusion, Mens, mens-sh"
841158002412,B0014BYH62,"Crocs Unisex-Adult Classic Clogs, Black, 4 Men/6 Women",49.99,35,-26.450000038146975,-52.91058219273249%,6,1,6 Women/4 Men,Black,https://www.shopwss.com/products/10001-001?variant=40942213595191,"$40 TO $60, 10001-001, BLACK, Classic Clog, Clogs, CROCS, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, full-family-holiday-2024, full-price-eligible-discount, Lifestyle, md2-exclusion, Mens, mens-sh"
841158002436,B0014C2NBC,"Crocs unisex adult Men's and Women's Classic (Neutral Colors) Clog, Black, 8 Women 6 Men US",49.99,40.2599983215332,-22.85000156402588,-45.709144957043165%,13,1,8 Women/6 Men,Black,https://www.shopwss.com/products/10001-001?variant=40942213562423,"$40 TO $60, 10001-001, BLACK, Classic Clog, Clogs, CROCS, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, full-family-holiday-2024, full-price-eligible-discount, Lifestyle, md2-exclusion, Mens, mens-sh"
841158002481,B0014BYHJE,"Crocs Unisex-Adult Classic Clogs, Black, 11 Men/13 Women",49.99,39.060001373291016,-24.029998531341555,-48.069610984880086%,16,1,13 Women/11 Men,Black,https://www.shopwss.com/products/10001-001?variant=40942213431351,"$40 TO $60, 10001-001, BLACK, Classic Clog, Clogs, CROCS, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, full-family-holiday-2024, full-price-eligible-discount, Lifestyle, md2-exclusion, Mens, mens-sh"
196265531820,B0C7JYLGL6,"Crocs Unisex-Adult Classic Clog, Clogs for Women and Men, Dreamscape, 6 Men/8 Women",39.99,0,0,,3,1,8 Women/6 Men,Dreamscape,https://www.shopwss.com/products/10001_5af?variant=40943167766583,"$20 TO $40, 10001 5AF, BLUE, classic clog, Clogs, CROCS, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, holiday-sale, md2-exclusion, on-sale, Slides, slides and thongs, under60-holiday-2024, unisex-la"
196265531844,B0C7KCVWWC,"Crocs Unisex-Adult Classic Clog, Clogs for Women and Men, Dreamscape, 8 Men/10 Women",39.99,39.529998779296875,-13.790001144409182,-34.48362376696469%,2,1,10 Women/8 Men,Dreamscape,https://www.shopwss.com/products/10001_5af?variant=40943167897655,"$20 TO $40, 10001 5AF, BLUE, classic clog, Clogs, CROCS, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, holiday-sale, md2-exclusion, on-sale, Slides, slides and thongs, under60-holiday-2024, unisex-la"
196265528370,B0C7K2CZ56,"Crocs Unisex-Adult Classic Clog, Clogs for Women and Men, Latte, 4 Men/6 Women",39.99,39.95000076293945,-12.079999198913576,-30.20754988475513%,7,1,6 Women/4 Men,Latte,https://www.shopwss.com/products/10001_2q9?variant=40943168061495,"$20 TO $40, 10001 2Q9, BROWN, classic clog, Clogs, CROCS, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, holiday-sale, md2-exclusion, on-sale, Slides, slides and thongs, under60-holiday-2024, womens, "
196265528394,B0C7K64C9V,"Crocs Unisex-Adult Classic Clog, Clogs for Women and Men, Latte, 6 Men/8 Women",39.99,39.95000076293945,-13.029999008178713,-32.58314330627335%,5,1,8 Women/6 Men,Latte,https://www.shopwss.com/products/10001_2q9?variant=40943168258103,"$20 TO $40, 10001 2Q9, BROWN, classic clog, Clogs, CROCS, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, holiday-sale, md2-exclusion, on-sale, Slides, slides and thongs, under60-holiday-2024, womens, "
196265528417,B0C7JYLGL3,"Crocs Unisex-Adult Classic Clog, Clogs for Women and Men, Latte, 8 Men/10 Women",39.99,44.86000061035156,-9.09999917984009,-22.755686871318055%,6,1,10 Women/8 Men,Latte,https://www.shopwss.com/products/10001_2q9?variant=40943168389175,"$20 TO $40, 10001 2Q9, BROWN, classic clog, Clogs, CROCS, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, holiday-sale, md2-exclusion, on-sale, Slides, slides and thongs, under60-holiday-2024, womens, "
196265528387,B0C7K64C9W,"Crocs Unisex-Adult Classic Clog, Clogs for Women and Men, Latte, 5 Men/7 Women",39.99,39.970001220703125,-12.22999881744385,-30.582642704285696%,4,1,7 Women/5 Men,Latte,https://www.shopwss.com/products/10001_2q9?variant=40943168028727,"$20 TO $40, 10001 2Q9, BROWN, classic clog, Clogs, CROCS, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, holiday-sale, md2-exclusion, on-sale, Slides, slides and thongs, under60-holiday-2024, womens, "
196265528400,B0C7KD3GKY,"Crocs Unisex-Adult Classic Clog, Clogs for Women and Men, Latte, 7 Men/9 Women",39.99,39.95000076293945,-13.029999008178713,-32.58314330627335%,5,1,9 Women/7 Men,Latte,https://www.shopwss.com/products/10001_2q9?variant=40943168323639,"$20 TO $40, 10001 2Q9, BROWN, classic clog, Clogs, CROCS, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, holiday-sale, md2-exclusion, on-sale, Slides, slides and thongs, under60-holiday-2024, womens, "
841158002726,B0014C3X2K,"Crocs Unisex-Adult Classic Clogs, Navy, 7 Men/9 Women",49.99,36.369998931884766,-26.160001029968264,-52.33046815356723%,5,1,9 Women/7 Men,Navy,https://www.shopwss.com/products/10001_410?variant=40942227816503,"$40 to $60, 10001 410, BLUE, Classic Clog, Clogs, CROCS, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, for-him-2024, full-price-eligible-discount, Lifestyle, md2-exclusion, Mens, mens-shoes, mens-sho"
841158002719,B0014C5ULM,"Crocs Unisex-Adult Classic Clogs, Navy, 6 Men/8 Women",49.99,34.9900016784668,-27.249998321533205,-54.51089882283098%,7,1,8 Women/6 Men,Navy,https://www.shopwss.com/products/10001_410?variant=40942227783735,"$40 to $60, 10001 410, BLUE, Classic Clog, Clogs, CROCS, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, for-him-2024, full-price-eligible-discount, Lifestyle, md2-exclusion, Mens, mens-shoes, mens-sho"
841158002757,B0014C5USU,"Crocs Unisex-Adult Classic Clogs, Navy, 12 Women/10 Men",49.99,0,0,,3,1,12 Women/10 Men,Navy,https://www.shopwss.com/products/10001_410?variant=40942227685431,"$40 to $60, 10001 410, BLUE, Classic Clog, Clogs, CROCS, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, for-him-2024, full-price-eligible-discount, Lifestyle, md2-exclusion, Mens, mens-shoes, mens-sho"
