UPC,ASIN,Title,Brand,Cost,Price,Profit,ROI,Margin,Estimated Sales,Offers,Amazon Last Seen,Sales Rank,Average30,Average90,Average180,Package Quantity,Review Count,Review Stars,Category,Package Height,Package Length,Package Width,Package Weight,Size,FBA Fee,Referral Fee,Closing Fee,Fixed Additional Cost,Shipping Cost,Percent Additional Cost,Color,Variation Parent,Variations,Variation,Promotion,Source_url
1.97E+11,B0DF2L5NMS,"Nike Club Fleece Set Pre-School (36L135-ACG, Pink) Size 4",Nike,51.97,62.06999969,10.09999969,19.43%,,,1,,9806385,,,,1,,,"Clothing, Shoes & Jewelry",0,0,0,0,4,0,0,0,0,0,0,Pink,B0F5VCN22J,,Little Kids - Magic Flamingo - 4,EXTRA 20% Off with code SPORT,https://www.nike.com/t/club-fleece-set-little-kids-2-piece-set-wNMNGw/36L135-ACG
1.97E+11,B0CS6FNXTV,"Nike Club Men's Woven Flow Shorts (Pure Platinum/White, FN3307-043) Size 3X-Large",Nike,27.97,0,-27.97,-100%,,,0,,9810972,,,,1,,,"Clothing, Shoes & Jewelry",2.130000114,9.329999924,8.819999695,0.489426225,3X-Large,0,0,0,0,0,0,Pure Platinum/White,,,Pure Platinum/White - 3XL,EXTRA 20% Off with code SPORT,https://www.nike.com/t/club-mens-woven-flow-shorts-vw2WpQ/FN3307-043
1.98E+11,B0F5X9GGM8,"Nike Interact Run Men's Road Running Shoes (FD2291-300, Sequoia/Black/Glacier Blue/White) Size 11.5",Nike,72.97,0,-72.97,-100%,,,0,,9828651,,,,1,,,"Clothing, Shoes & Jewelry",0,0,0,0,11.5,0,0,0,0,0,0,Sequoia/Black/Glacier Blue/White,B0F5X8KVVJ,,Sequoia/Black/Glacier Blue/White - 11.5,EXTRA 20% Off with code SPORT,https://www.nike.com/t/interact-run-mens-road-running-shoes-2pmmcR/FD2291-300
1.98E+11,B0F5X86T5S,"Nike Interact Run Men's Road Running Shoes (FD2291-300, Sequoia/Black/Glacier Blue/White) Size 13",Nike,72.97,0,-72.97,-100%,,,0,,9828651,,,,1,,,"Clothing, Shoes & Jewelry",0,0,0,0,13,0,0,0,0,0,0,Sequoia/Black/Glacier Blue/White,B0F5X8KVVJ,,Sequoia/Black/Glacier Blue/White - 13,EXTRA 20% Off with code SPORT,https://www.nike.com/t/interact-run-mens-road-running-shoes-2pmmcR/FD2291-300
1.98E+11,B0F5X8MVMW,"Nike Interact Run Men's Road Running Shoes (FD2291-300, Sequoia/Black/Glacier Blue/White) Size 15",Nike,72.97,0,-72.97,-100%,,,0,,9828651,,,,1,,,"Clothing, Shoes & Jewelry",0,0,0,0,15,0,0,0,0,0,0,Sequoia/Black/Glacier Blue/White,B0F5X8KVVJ,,Sequoia/Black/Glacier Blue/White - 15,EXTRA 20% Off with code SPORT,https://www.nike.com/t/interact-run-mens-road-running-shoes-2pmmcR/FD2291-300
1.98E+11,B0F5X8168J,"Nike Interact Run Men's Road Running Shoes (FD2291-300, Sequoia/Black/Glacier Blue/White) Size 12.5",Nike,72.97,0,-72.97,-100%,,,0,,9828651,,,,1,,,"Clothing, Shoes & Jewelry",0,0,0,0,12.5,0,0,0,0,0,0,Sequoia/Black/Glacier Blue/White,B0F5X8KVVJ,,Sequoia/Black/Glacier Blue/White - 12.5,EXTRA 20% Off with code SPORT,https://www.nike.com/t/interact-run-mens-road-running-shoes-2pmmcR/FD2291-300
1.98E+11,B0F5X9F942,"Nike Interact Run Men's Road Running Shoes (FD2291-300, Sequoia/Black/Glacier Blue/White) Size 12",Nike,72.97,0,-72.97,-100%,,,0,,9828651,,,,1,,,"Clothing, Shoes & Jewelry",0,0,0,0,12,0,0,0,0,0,0,Sequoia/Black/Glacier Blue/White,B0F5X8KVVJ,,Sequoia/Black/Glacier Blue/White - 12,EXTRA 20% Off with code SPORT,https://www.nike.com/t/interact-run-mens-road-running-shoes-2pmmcR/FD2291-300
1.98E+11,B0F5X5LJWF,"Nike Interact Run Men's Road Running Shoes (FD2291-300, Sequoia/Black/Glacier Blue/White) Size 14",Nike,72.97,0,-72.97,-100%,,,0,,9828651,,,,1,,,"Clothing, Shoes & Jewelry",0,0,0,0,14,0,0,0,0,0,0,Sequoia/Black/Glacier Blue/White,B0F5X8KVVJ,,Sequoia/Black/Glacier Blue/White - 14,EXTRA 20% Off with code SPORT,https://www.nike.com/t/interact-run-mens-road-running-shoes-2pmmcR/FD2291-300
1.98E+11,B0F5X85B2Q,"Nike Interact Run Men's Road Running Shoes (FD2291-300, Sequoia/Black/Glacier Blue/White) Size 11",Nike,72.97,0,-72.97,-100%,,,0,,9828651,,,,1,,,"Clothing, Shoes & Jewelry",0,0,0,0,11,0,0,0,0,0,0,Sequoia/Black/Glacier Blue/White,B0F5X8KVVJ,,Sequoia/Black/Glacier Blue/White - 11,EXTRA 20% Off with code SPORT,https://www.nike.com/t/interact-run-mens-road-running-shoes-2pmmcR/FD2291-300
1.98E+11,B0F5X7TH9C,"Nike Interact Run Men's Road Running Shoes (FD2291-300, Sequoia/Black/Glacier Blue/White) Size 10.5",Nike,72.97,0,-72.97,-100%,,,0,,9828651,,,,1,,,"Clothing, Shoes & Jewelry",0,0,0,0,10.5,0,0,0,0,0,0,Sequoia/Black/Glacier Blue/White,B0F5X8KVVJ,,Sequoia/Black/Glacier Blue/White - 10.5,EXTRA 20% Off with code SPORT,https://www.nike.com/t/interact-run-mens-road-running-shoes-2pmmcR/FD2291-300
