UPC,ASIN,Title,Brand,Cost,Price,Profit,ROI,Margin,Estimated Sales,Offers,Amazon Last Seen,Sales Rank,Average30,Average90,Average180,Package Quantity,Review Count,Review Stars,Category,Package Height,Package Length,Package Width,Package Weight,Size,FBA Fee,Referral Fee,Closing Fee,Fixed Additional Cost,Shipping Cost,Percent Additional Cost,Color,Variation Parent,Variations,Variation,Promotion,Source_url
1.98E+11,B0DLH1H6FX,"Nike Men's Court Vision Low Shoes Sneaker, Grey Fog/Black-White, 8",Nike,80,0,-80,-100%,,,0,,-1,,,,1,,,UNKNOWN,4.6062994,13.22834682,8.346456528,1.851883054,8,0,0,0,0,0,0,Grey Fog/Black-white,B0FD9M4KL3,,Grey Fog/White/Black - 8,EXTRA 20% Off with code SPORT,https://www.nike.com/t/court-vision-low-mens-shoes-FpEqIQ3A/HV0927-097
1.98E+11,B0DLGZHS5P,"Nike Men's Court Vision Low Shoes Sneaker, Grey Fog/Black-White, 7",Nike,80,0,-80,-100%,,,0,,-1,,,,1,,,UNKNOWN,4.251968384,11.8503933,8.385827065,1.785744309,7,0,0,0,0,0,0,Grey Fog/Black-white,B0FD9M4KL3,,Grey Fog/White/Black - 7,EXTRA 20% Off with code SPORT,https://www.nike.com/t/court-vision-low-mens-shoes-FpEqIQ3A/HV0927-097
1.98E+11,B0DLH118PK,"Nike Men's Court Vision Low Shoes Sneaker, Grey Fog/Black-White, 6",Nike,80,0,-80,-100%,,,0,,-1,,,,1,,,UNKNOWN,4.130000114,11.85000038,7.559999943,1.679922462,6,0,0,0,0,0,0,Grey Fog/Black-white,B0FD9M4KL3,,Grey Fog/White/Black - 6,EXTRA 20% Off with code SPORT,https://www.nike.com/t/court-vision-low-mens-shoes-FpEqIQ3A/HV0927-097
1.98E+11,B0DP2QK267,"Nike Men's Court Vision Low Shoes Sneaker, Grey Fog/Black-White, 10.5",Nike,80,0,-80,-100%,,,0,,-1,,,,1,,,UNKNOWN,5,13.66141701,8.385827065,2.116437674,10.5,0,0,0,0,0,0,Grey Fog/Black-white,B0FD9M4KL3,,Grey Fog/White/Black - 10.5,EXTRA 20% Off with code SPORT,https://www.nike.com/t/court-vision-low-mens-shoes-FpEqIQ3A/HV0927-097
1.98E+11,B0DPHZ9WMC,"Nike Men's Court Vision Low Shoes Sneaker, Grey Fog/Black-White, 4.5",Nike,80,0,-80,-100%,,,0,,-1,,,,1,,,UNKNOWN,4.75,13.5,9.100000381,3.196702719,4.5,0,0,0,0,0,0,Grey Fog/Black-white,B0FD9M4KL3,,Grey Fog/White/Black - 4.5,EXTRA 20% Off with code SPORT,https://www.nike.com/t/court-vision-low-mens-shoes-FpEqIQ3A/HV0927-097
1.98E+11,B0DPJ188RC,"Nike Men's Court Vision Low Shoes Sneaker, Grey Fog/Black-White, 5",Nike,80,0,-80,-100%,,,0,,-1,,,,1,,,UNKNOWN,4.75,13.5,9.100000381,3.196702719,5,0,0,0,0,0,0,Grey Fog/Black-white,B0FD9M4KL3,,Grey Fog/White/Black - 5,EXTRA 20% Off with code SPORT,https://www.nike.com/t/court-vision-low-mens-shoes-FpEqIQ3A/HV0927-097
1.98E+11,B0DPJ42XS6,"Nike Men's Court Vision Low Shoes Sneaker, Grey Fog/Black-White, 6.5",Nike,80,0,-80,-100%,,,0,,-1,,,,1,,,UNKNOWN,4.090000153,11.77000046,8.430000305,1.699764013,6.5,0,0,0,0,0,0,Grey Fog/Black-white,B0FD9M4KL3,,Grey Fog/White/Black - 6.5,EXTRA 20% Off with code SPORT,https://www.nike.com/t/court-vision-low-mens-shoes-FpEqIQ3A/HV0927-097
1.98E+11,B0DLGYF1SG,"Nike Men's Court Vision Low Shoes Sneaker, Grey Fog/Black-White, 12",Nike,80,0,-80,-100%,,,0,,-1,,,,1,,,UNKNOWN,4.96062994,13.34645653,9.291338921,2.226668835,12,0,0,0,0,0,0,Grey Fog/Black-white,B0FD9M4KL3,,Grey Fog/White/Black - 12,EXTRA 20% Off with code SPORT,https://www.nike.com/t/court-vision-low-mens-shoes-FpEqIQ3A/HV0927-097
1.98E+11,B0DLH3298P,"Nike Men's Court Vision Low Shoes Sneaker, Grey Fog/Black-White, 10",Nike,80,0,-80,-100%,,,0,,-1,,,,1,,,UNKNOWN,4.488188744,13.11023617,8.307086945,2.006206512,10,0,0,0,0,0,0,Grey Fog/Black-white,B0FD9M4KL3,,Grey Fog/White/Black - 10,EXTRA 20% Off with code SPORT,https://www.nike.com/t/court-vision-low-mens-shoes-FpEqIQ3A/HV0927-097
1.98E+11,B0DP2MKSZ4,"Nike Men's Court Vision Low Shoes Sneaker, Grey Fog/Black-White, 9.5",Nike,80,0,-80,-100%,,,0,,-1,,,,1,,,UNKNOWN,4.52755928,13.11023617,8.385827065,1.984160304,9.5,0,0,0,0,0,0,Grey Fog/Black-white,B0FD9M4KL3,,Grey Fog/White/Black - 9.5,EXTRA 20% Off with code SPORT,https://www.nike.com/t/court-vision-low-mens-shoes-FpEqIQ3A/HV0927-097
1.98E+11,B0DP2NC8NC,"Nike Men's Court Vision Low Shoes Sneaker, Grey Fog/Black-White, 8.5",Nike,80,0,-80,-100%,,,0,,-1,,,,1,,,UNKNOWN,4.6062994,13.26771641,8.425196648,1.829836726,8.5,0,0,0,0,0,0,Grey Fog/Black-white,B0FD9M4KL3,,Grey Fog/White/Black - 8.5,EXTRA 20% Off with code SPORT,https://www.nike.com/t/court-vision-low-mens-shoes-FpEqIQ3A/HV0927-097
1.98E+11,B0DPJ1717M,"Nike Men's Court Vision Low Shoes Sneaker, Grey Fog/Black-White, 5.5",Nike,80,0,-80,-100%,,,0,,-1,,,,1,,,UNKNOWN,4.75,13.5,9.100000381,3.196702719,5.5,0,0,0,0,0,0,Grey Fog/Black-white,B0FD9M4KL3,,Grey Fog/White/Black - 5.5,EXTRA 20% Off with code SPORT,https://www.nike.com/t/court-vision-low-mens-shoes-FpEqIQ3A/HV0927-097
1.98E+11,B0DPJ1YHZ3,"Nike Men's Court Vision Low Shoes Sneaker, Grey Fog/Black-White, 4",Nike,80,0,-80,-100%,,,0,,-1,,,,1,,,UNKNOWN,4.75,13.5,9.100000381,3.196702719,4,0,0,0,0,0,0,Grey Fog/Black-white,B0FD9M4KL3,,Grey Fog/White/Black - 4,EXTRA 20% Off with code SPORT,https://www.nike.com/t/court-vision-low-mens-shoes-FpEqIQ3A/HV0927-097
1.98E+11,B0DLH2PFLX,"Nike Men's Court Vision Low Shoes Sneaker, Grey Fog/Black-White, 11",Nike,80,0,-80,-100%,,,0,,-1,,,,1,,,UNKNOWN,4.68503952,13.46456718,8.346456528,2.16053009,11,0,0,0,0,0,0,Grey Fog/Black-white,B0FD9M4KL3,,Grey Fog/White/Black - 11,EXTRA 20% Off with code SPORT,https://www.nike.com/t/court-vision-low-mens-shoes-FpEqIQ3A/HV0927-097
1.98E+11,B0DP2MG5KQ,"Nike Men's Court Vision Low Shoes Sneaker, Grey Fog/Black-White, 12.5",Nike,80,0,-80,-100%,,,0,,-1,,,,1,,,UNKNOWN,4.64566946,13.5433073,9.251968384,2.314853668,12.5,0,0,0,0,0,0,Grey Fog/Black-white,B0FD9M4KL3,,Grey Fog/White/Black - 12.5,EXTRA 20% Off with code SPORT,https://www.nike.com/t/court-vision-low-mens-shoes-FpEqIQ3A/HV0927-097
1.98E+11,B0DP2N7DFV,"Nike Men's Court Vision Low Shoes Sneaker, Grey Fog/Black-White, 11.5",Nike,80,0,-80,-100%,,,0,,-1,,,,1,,,UNKNOWN,5,13.42519665,9.370079041,2.16053009,11.5,0,0,0,0,0,0,Grey Fog/Black-white,B0FD9M4KL3,,Grey Fog/White/Black - 11.5,EXTRA 20% Off with code SPORT,https://www.nike.com/t/court-vision-low-mens-shoes-FpEqIQ3A/HV0927-097
1.98E+11,B0DPHZBPYF,"Nike Men's Court Vision Low Shoes Sneaker, Grey Fog/Black-White, 7.5",Nike,80,0,-80,-100%,,,0,,-1,,,,1,,,UNKNOWN,4.409999847,13.27000046,8.31000042,1.829836726,7.5,0,0,0,0,0,0,Grey Fog/Black-white,B0FD9M4KL3,,Grey Fog/White/Black - 7.5,EXTRA 20% Off with code SPORT,https://www.nike.com/t/court-vision-low-mens-shoes-FpEqIQ3A/HV0927-097
1.98E+11,B0DPJ1QT4Y,"Nike Men's Court Vision Low Shoes Sneaker, Grey Fog/Black-White, 14",Nike,80,0,-80,-100%,,,0,,-1,,,,1,,,UNKNOWN,4.920000076,14.13000011,9.409999847,2.469177246,14,0,0,0,0,0,0,Grey Fog/Black-white,B0FD9M4KL3,,Grey Fog/White/Black - 14,EXTRA 20% Off with code SPORT,https://www.nike.com/t/court-vision-low-mens-shoes-FpEqIQ3A/HV0927-097
