UPC,ASIN,Title,Brand,Cost,Price,Profit,ROI,Margin,Estimated Sales,Offers,Amazon Last Seen,Sales Rank,Average30,Average90,Average180,Package Quantity,Review Count,Review Stars,Category,Package Height,Package Length,Package Width,Package Weight,Size,FBA Fee,Referral Fee,Closing Fee,Fixed Additional Cost,Shipping Cost,Percent Additional Cost,Color,Variation Parent,Variations,Variation,Promotion,Source_url
1.98E+11,B0CTKYLYYB,Nike Alpha Huarache Keystone Low Rubber Baseball Cleats,Nike,45,0,-45,-100%,,,7,,-1,,,,1,,,UNKNOWN,0,0,0,0,,0,0,0,0,0,0,,,,White/Black - 7,EXTRA 20% Off with code SPORT,https://www.nike.com/t/alpha-huarache-4-keystone-mens-baseball-cleats-dGXhG3/DJ6524-106
1.98E+11,B0CTKX5YPB,Nike Alpha Huarache Keystone Low Rubber Baseball Cleats,Nike,45,0,-45,-100%,,,3,,-1,,,,1,,,UNKNOWN,0,0,0,0,,0,0,0,0,0,0,,,,Black/Dark Smoke Grey/White - 12,EXTRA 20% Off with code SPORT,https://www.nike.com/t/alpha-huarache-4-keystone-mens-baseball-cleats-dGXhG3/DJ6524-003
1.98E+11,B0CTKXS17B,Nike Alpha Huarache Keystone Low Rubber Baseball Cleats,Nike,45,0,-45,-100%,,,6,,-1,,,,1,,,UNKNOWN,0,0,0,0,,0,0,0,0,0,0,,,,Black/Dark Smoke Grey/White - 14,EXTRA 20% Off with code SPORT,https://www.nike.com/t/alpha-huarache-4-keystone-mens-baseball-cleats-dGXhG3/DJ6524-003
1.98E+11,B0CTKXT72W,Nike Alpha Huarache Keystone Low Rubber Baseball Cleats,Nike,45,59.18000031,14.18000031,31.51%,,,4,,-1,,,,1,,,UNKNOWN,0,0,0,0,11.5,0,0,0,0,0,0,Black/White-dk Smoke Grey,,,Black/Dark Smoke Grey/White - 11.5,EXTRA 20% Off with code SPORT,https://www.nike.com/t/alpha-huarache-4-keystone-mens-baseball-cleats-dGXhG3/DJ6524-003
1.98E+11,B0CTKXVF21,Nike Alpha Huarache Keystone Low Rubber Baseball Cleats,Nike,45,59.66999817,14.66999817,32.60%,,,8,,-1,,,,1,,,UNKNOWN,0,0,0,0,9,0,0,0,0,0,0,Black/White-dk Smoke Grey,,,Black/Dark Smoke Grey/White - 9,EXTRA 20% Off with code SPORT,https://www.nike.com/t/alpha-huarache-4-keystone-mens-baseball-cleats-dGXhG3/DJ6524-003
1.98E+11,B0CTKY7B2K,Nike Alpha Huarache Keystone Low Rubber Baseball Cleats,Nike,45,0,-45,-100%,,,7,,-1,,,,1,,,UNKNOWN,0,0,0,0,,0,0,0,0,0,0,,,,White/Black - 7.5,EXTRA 20% Off with code SPORT,https://www.nike.com/t/alpha-huarache-4-keystone-mens-baseball-cleats-dGXhG3/DJ6524-106
1.98E+11,B0CTKW9WJX,Nike Alpha Huarache Keystone Low Rubber Baseball Cleats,Nike,45,68.20999908,23.20999908,51.58%,,,5,,-1,,,,1,,,UNKNOWN,0,0,0,0,,0,0,0,0,0,0,,,,Black/Dark Smoke Grey/White - 11,EXTRA 20% Off with code SPORT,https://www.nike.com/t/alpha-huarache-4-keystone-mens-baseball-cleats-dGXhG3/DJ6524-003
1.98E+11,B0CTKX699R,Nike Alpha Huarache Keystone Low Rubber Baseball Cleats,Nike,45,0,-45,-100%,,,1,,-1,,,,1,,,UNKNOWN,0,0,0,0,,0,0,0,0,0,0,,,,Black/Dark Smoke Grey/White - 11,EXTRA 20% Off with code SPORT,https://www.nike.com/t/alpha-huarache-4-keystone-mens-baseball-cleats-dGXhG3/DJ6524-003
1.98E+11,B0CTKXKMZJ,Nike Alpha Huarache Keystone Low Rubber Baseball Cleats,Nike,45,0,-45,-100%,,,3,,-1,,,,1,,,UNKNOWN,0,0,0,0,,0,0,0,0,0,0,,,,Black/Dark Smoke Grey/White - 13,EXTRA 20% Off with code SPORT,https://www.nike.com/t/alpha-huarache-4-keystone-mens-baseball-cleats-dGXhG3/DJ6524-003
1.98E+11,B0CTKY7QBQ,Nike Alpha Huarache Keystone Low Rubber Baseball Cleats,Nike,45,59.13999939,14.13999939,31.42%,,,4,,-1,,,,1,,,UNKNOWN,0,0,0,0,7.5,0,0,0,0,0,0,Black/White-dk Smoke Grey,,,Black/Dark Smoke Grey/White - 7.5,EXTRA 20% Off with code SPORT,https://www.nike.com/t/alpha-huarache-4-keystone-mens-baseball-cleats-dGXhG3/DJ6524-003
1.98E+11,B0CTKYLYYC,Nike Alpha Huarache Keystone Low Rubber Baseball Cleats,Nike,45,62.81999969,17.81999969,39.60%,,,7,,-1,,,,1,,,UNKNOWN,0,0,0,0,,0,0,0,0,0,0,,,,Black/Dark Smoke Grey/White - 12.5,EXTRA 20% Off with code SPORT,https://www.nike.com/t/alpha-huarache-4-keystone-mens-baseball-cleats-dGXhG3/DJ6524-003
1.98E+11,,,,45,0,0,0%,,,0,,-1,,,,0,,,UNKNOWN,0,0,0,0,,0,0,0,0,0,0,,,,White/Black - 6.5,EXTRA 20% Off with code SPORT,https://www.nike.com/t/alpha-huarache-4-keystone-mens-baseball-cleats-dGXhG3/DJ6524-106
1.98E+11,B0CTKX8DLR,Nike Alpha Huarache Keystone Low Rubber Baseball Cleats,Nike,45,0,-45,-100%,,,3,,-1,,,,1,,,UNKNOWN,0,0,0,0,,0,0,0,0,0,0,,,,Black/Dark Smoke Grey/White - 9.5,EXTRA 20% Off with code SPORT,https://www.nike.com/t/alpha-huarache-4-keystone-mens-baseball-cleats-dGXhG3/DJ6524-003
