upc,price,variation,promotion,source_url
'198482145323,75,Particle Beige/Particle Pink/Gum Light Brown/White - 8.5,EXTRA 20% Off with code SPORT,https://www.nike.com/t/waffle-debut-womens-shoes-5Rl1KL/DH9523-201
'198482128678,75,Particle Beige/Particle Pink/Gum Light Brown/White - 9,EXTRA 20% Off with code SPORT,https://www.nike.com/t/waffle-debut-womens-shoes-5Rl1KL/DH9523-201
'198482107369,75,Particle Beige/Particle Pink/Gum Light Brown/White - 9.5,EXTRA 20% Off with code SPORT,https://www.nike.com/t/waffle-debut-womens-shoes-5Rl1KL/DH9523-201
'198482107031,75,Particle Beige/Particle Pink/Gum Light Brown/White - 10,EXTRA 20% Off with code SPORT,https://www.nike.com/t/waffle-debut-womens-shoes-5Rl1KL/DH9523-201
'198482135737,75,Particle Beige/Particle Pink/Gum Light Brown/White - 10.5,EXTRA 20% Off with code SPORT,https://www.nike.com/t/waffle-debut-womens-shoes-5Rl1KL/DH9523-201
'198482162290,75,Particle Beige/Particle Pink/Gum Light Brown/White - 11,EXTRA 20% Off with code SPORT,https://www.nike.com/t/waffle-debut-womens-shoes-5Rl1KL/DH9523-201
'198482102067,75,Particle Beige/Particle Pink/Gum Light Brown/White - 11.5,EXTRA 20% Off with code SPORT,https://www.nike.com/t/waffle-debut-womens-shoes-5Rl1KL/DH9523-201
'198482101534,75,Particle Beige/Particle Pink/Gum Light Brown/White - 12,EXTRA 20% Off with code SPORT,https://www.nike.com/t/waffle-debut-womens-shoes-5Rl1KL/DH9523-201
'197600891838,63.97,Phantom/Summit White/Black/Sesame - 5,EXTRA 20% Off with code SPORT,https://www.nike.com/t/waffle-debut-womens-shoes-5Rl1KL/HF1856-001
'197600890862,63.97,Phantom/Summit White/Black/Sesame - 5.5,EXTRA 20% Off with code SPORT,https://www.nike.com/t/waffle-debut-womens-shoes-5Rl1KL/HF1856-001
'197600890671,63.97,Phantom/Summit White/Black/Sesame - 6,EXTRA 20% Off with code SPORT,https://www.nike.com/t/waffle-debut-womens-shoes-5Rl1KL/HF1856-001
'197600891180,63.97,Phantom/Summit White/Black/Sesame - 6.5,EXTRA 20% Off with code SPORT,https://www.nike.com/t/waffle-debut-womens-shoes-5Rl1KL/HF1856-001
'197600890954,63.97,Phantom/Summit White/Black/Sesame - 7,EXTRA 20% Off with code SPORT,https://www.nike.com/t/waffle-debut-womens-shoes-5Rl1KL/HF1856-001
'197600888005,63.97,Phantom/Summit White/Black/Sesame - 7.5,EXTRA 20% Off with code SPORT,https://www.nike.com/t/waffle-debut-womens-shoes-5Rl1KL/HF1856-001
'197600888845,63.97,Phantom/Summit White/Black/Sesame - 8,EXTRA 20% Off with code SPORT,https://www.nike.com/t/waffle-debut-womens-shoes-5Rl1KL/HF1856-001
'197600889705,63.97,Phantom/Summit White/Black/Sesame - 8.5,EXTRA 20% Off with code SPORT,https://www.nike.com/t/waffle-debut-womens-shoes-5Rl1KL/HF1856-001
'197600890664,63.97,Phantom/Summit White/Black/Sesame - 9,EXTRA 20% Off with code SPORT,https://www.nike.com/t/waffle-debut-womens-shoes-5Rl1KL/HF1856-001
'197600888937,63.97,Phantom/Summit White/Black/Sesame - 9.5,EXTRA 20% Off with code SPORT,https://www.nike.com/t/waffle-debut-womens-shoes-5Rl1KL/HF1856-001
'197600889606,63.97,Phantom/Summit White/Black/Sesame - 10,EXTRA 20% Off with code SPORT,https://www.nike.com/t/waffle-debut-womens-shoes-5Rl1KL/HF1856-001
'197600888272,63.97,Phantom/Summit White/Black/Sesame - 10.5,EXTRA 20% Off with code SPORT,https://www.nike.com/t/waffle-debut-womens-shoes-5Rl1KL/HF1856-001
'197600891036,63.97,Phantom/Summit White/Black/Sesame - 11,EXTRA 20% Off with code SPORT,https://www.nike.com/t/waffle-debut-womens-shoes-5Rl1KL/HF1856-001
'197600887060,63.97,Phantom/Summit White/Black/Sesame - 11.5,EXTRA 20% Off with code SPORT,https://www.nike.com/t/waffle-debut-womens-shoes-5Rl1KL/HF1856-001
'197600890879,63.97,Phantom/Summit White/Black/Sesame - 12,EXTRA 20% Off with code SPORT,https://www.nike.com/t/waffle-debut-womens-shoes-5Rl1KL/HF1856-001
'197859075331,63.97,Soft Pearl/Aluminum/Black/Summit White - 5,EXTRA 20% Off with code SPORT,https://www.nike.com/t/waffle-debut-womens-shoes-5Rl1KL/DH9523-007
'197859086276,63.97,Soft Pearl/Aluminum/Black/Summit White - 5.5,EXTRA 20% Off with code SPORT,https://www.nike.com/t/waffle-debut-womens-shoes-5Rl1KL/DH9523-007
'197859041312,63.97,Soft Pearl/Aluminum/Black/Summit White - 6,EXTRA 20% Off with code SPORT,https://www.nike.com/t/waffle-debut-womens-shoes-5Rl1KL/DH9523-007
'197859083022,63.97,Soft Pearl/Aluminum/Black/Summit White - 6.5,EXTRA 20% Off with code SPORT,https://www.nike.com/t/waffle-debut-womens-shoes-5Rl1KL/DH9523-007
'197859085460,63.97,Soft Pearl/Aluminum/Black/Summit White - 7,EXTRA 20% Off with code SPORT,https://www.nike.com/t/waffle-debut-womens-shoes-5Rl1KL/DH9523-007
'197859096893,63.97,Soft Pearl/Aluminum/Black/Summit White - 7.5,EXTRA 20% Off with code SPORT,https://www.nike.com/t/waffle-debut-womens-shoes-5Rl1KL/DH9523-007
'197859081066,63.97,Soft Pearl/Aluminum/Black/Summit White - 8,EXTRA 20% Off with code SPORT,https://www.nike.com/t/waffle-debut-womens-shoes-5Rl1KL/DH9523-007
'197859098217,63.97,Soft Pearl/Aluminum/Black/Summit White - 8.5,EXTRA 20% Off with code SPORT,https://www.nike.com/t/waffle-debut-womens-shoes-5Rl1KL/DH9523-007
'197859093441,63.97,Soft Pearl/Aluminum/Black/Summit White - 9,EXTRA 20% Off with code SPORT,https://www.nike.com/t/waffle-debut-womens-shoes-5Rl1KL/DH9523-007
'197859058563,63.97,Soft Pearl/Aluminum/Black/Summit White - 9.5,EXTRA 20% Off with code SPORT,https://www.nike.com/t/waffle-debut-womens-shoes-5Rl1KL/DH9523-007
'197859072279,63.97,Soft Pearl/Aluminum/Black/Summit White - 10,EXTRA 20% Off with code SPORT,https://www.nike.com/t/waffle-debut-womens-shoes-5Rl1KL/DH9523-007
'197859086535,63.97,Soft Pearl/Aluminum/Black/Summit White - 10.5,EXTRA 20% Off with code SPORT,https://www.nike.com/t/waffle-debut-womens-shoes-5Rl1KL/DH9523-007
'197859062928,63.97,Soft Pearl/Aluminum/Black/Summit White - 11,EXTRA 20% Off with code SPORT,https://www.nike.com/t/waffle-debut-womens-shoes-5Rl1KL/DH9523-007
'197859051120,63.97,Soft Pearl/Aluminum/Black/Summit White - 11.5,EXTRA 20% Off with code SPORT,https://www.nike.com/t/waffle-debut-womens-shoes-5Rl1KL/DH9523-007
'197859051366,63.97,Soft Pearl/Aluminum/Black/Summit White - 12,EXTRA 20% Off with code SPORT,https://www.nike.com/t/waffle-debut-womens-shoes-5Rl1KL/DH9523-007
'197600926660,75,Sail/Gum Medium Brown/Summit White/Black - 5,EXTRA 20% Off with code SPORT,https://www.nike.com/t/waffle-debut-womens-shoes-5Rl1KL/DH9523-109
'197600959354,75,Sail/Gum Medium Brown/Summit White/Black - 5.5,EXTRA 20% Off with code SPORT,https://www.nike.com/t/waffle-debut-womens-shoes-5Rl1KL/DH9523-109
'197600922471,75,Sail/Gum Medium Brown/Summit White/Black - 6,EXTRA 20% Off with code SPORT,https://www.nike.com/t/waffle-debut-womens-shoes-5Rl1KL/DH9523-109
'197600944077,75,Sail/Gum Medium Brown/Summit White/Black - 6.5,EXTRA 20% Off with code SPORT,https://www.nike.com/t/waffle-debut-womens-shoes-5Rl1KL/DH9523-109
'197600932395,75,Sail/Gum Medium Brown/Summit White/Black - 7,EXTRA 20% Off with code SPORT,https://www.nike.com/t/waffle-debut-womens-shoes-5Rl1KL/DH9523-109
'197600930605,75,Sail/Gum Medium Brown/Summit White/Black - 7.5,EXTRA 20% Off with code SPORT,https://www.nike.com/t/waffle-debut-womens-shoes-5Rl1KL/DH9523-109
'197600944510,75,Sail/Gum Medium Brown/Summit White/Black - 8,EXTRA 20% Off with code SPORT,https://www.nike.com/t/waffle-debut-womens-shoes-5Rl1KL/DH9523-109
'197600953680,75,Sail/Gum Medium Brown/Summit White/Black - 8.5,EXTRA 20% Off with code SPORT,https://www.nike.com/t/waffle-debut-womens-shoes-5Rl1KL/DH9523-109
'197600936447,75,Sail/Gum Medium Brown/Summit White/Black - 9,EXTRA 20% Off with code SPORT,https://www.nike.com/t/waffle-debut-womens-shoes-5Rl1KL/DH9523-109
'197600944176,75,Sail/Gum Medium Brown/Summit White/Black - 9.5,EXTRA 20% Off with code SPORT,https://www.nike.com/t/waffle-debut-womens-shoes-5Rl1KL/DH9523-109
'197600924376,75,Sail/Gum Medium Brown/Summit White/Black - 10,EXTRA 20% Off with code SPORT,https://www.nike.com/t/waffle-debut-womens-shoes-5Rl1KL/DH9523-109
'197600929289,75,Sail/Gum Medium Brown/Summit White/Black - 10.5,EXTRA 20% Off with code SPORT,https://www.nike.com/t/waffle-debut-womens-shoes-5Rl1KL/DH9523-109
'197600955691,75,Sail/Gum Medium Brown/Summit White/Black - 11,EXTRA 20% Off with code SPORT,https://www.nike.com/t/waffle-debut-womens-shoes-5Rl1KL/DH9523-109
'197600945357,75,Sail/Gum Medium Brown/Summit White/Black - 11.5,EXTRA 20% Off with code SPORT,https://www.nike.com/t/waffle-debut-womens-shoes-5Rl1KL/DH9523-109
'197600961807,75,Sail/Gum Medium Brown/Summit White/Black - 12,EXTRA 20% Off with code SPORT,https://www.nike.com/t/waffle-debut-womens-shoes-5Rl1KL/DH9523-109
'196149210971,75,Sanddrift/Phantom/White/Black - 5,EXTRA 20% Off with code SPORT,https://www.nike.com/t/waffle-debut-womens-shoes-5Rl1KL/DH9523-102
'196149210988,75,Sanddrift/Phantom/White/Black - 5.5,EXTRA 20% Off with code SPORT,https://www.nike.com/t/waffle-debut-womens-shoes-5Rl1KL/DH9523-102
'196149210995,75,Sanddrift/Phantom/White/Black - 6,EXTRA 20% Off with code SPORT,https://www.nike.com/t/waffle-debut-womens-shoes-5Rl1KL/DH9523-102
'196149211008,75,Sanddrift/Phantom/White/Black - 6.5,EXTRA 20% Off with code SPORT,https://www.nike.com/t/waffle-debut-womens-shoes-5Rl1KL/DH9523-102
'196149211015,75,Sanddrift/Phantom/White/Black - 7,EXTRA 20% Off with code SPORT,https://www.nike.com/t/waffle-debut-womens-shoes-5Rl1KL/DH9523-102
'196149211022,75,Sanddrift/Phantom/White/Black - 7.5,EXTRA 20% Off with code SPORT,https://www.nike.com/t/waffle-debut-womens-shoes-5Rl1KL/DH9523-102
'196149211039,75,Sanddrift/Phantom/White/Black - 8,EXTRA 20% Off with code SPORT,https://www.nike.com/t/waffle-debut-womens-shoes-5Rl1KL/DH9523-102
'196149211046,75,Sanddrift/Phantom/White/Black - 8.5,EXTRA 20% Off with code SPORT,https://www.nike.com/t/waffle-debut-womens-shoes-5Rl1KL/DH9523-102
'196149211053,75,Sanddrift/Phantom/White/Black - 9,EXTRA 20% Off with code SPORT,https://www.nike.com/t/waffle-debut-womens-shoes-5Rl1KL/DH9523-102
'196149211060,75,Sanddrift/Phantom/White/Black - 9.5,EXTRA 20% Off with code SPORT,https://www.nike.com/t/waffle-debut-womens-shoes-5Rl1KL/DH9523-102
'196149211077,75,Sanddrift/Phantom/White/Black - 10,EXTRA 20% Off with code SPORT,https://www.nike.com/t/waffle-debut-womens-shoes-5Rl1KL/DH9523-102
'196149211084,75,Sanddrift/Phantom/White/Black - 10.5,EXTRA 20% Off with code SPORT,https://www.nike.com/t/waffle-debut-womens-shoes-5Rl1KL/DH9523-102
'196149211091,75,Sanddrift/Phantom/White/Black - 11,EXTRA 20% Off with code SPORT,https://www.nike.com/t/waffle-debut-womens-shoes-5Rl1KL/DH9523-102
'196149211107,75,Sanddrift/Phantom/White/Black - 11.5,EXTRA 20% Off with code SPORT,https://www.nike.com/t/waffle-debut-womens-shoes-5Rl1KL/DH9523-102
'196149211114,75,Sanddrift/Phantom/White/Black - 12,EXTRA 20% Off with code SPORT,https://www.nike.com/t/waffle-debut-womens-shoes-5Rl1KL/DH9523-102
'195866288843,75,White/Black/Orange/White - 5,EXTRA 20% Off with code SPORT,https://www.nike.com/t/waffle-debut-womens-shoes-5Rl1KL/DH9523-100
'195866288850,75,White/Black/Orange/White - 5.5,EXTRA 20% Off with code SPORT,https://www.nike.com/t/waffle-debut-womens-shoes-5Rl1KL/DH9523-100
'195866288867,75,White/Black/Orange/White - 6,EXTRA 20% Off with code SPORT,https://www.nike.com/t/waffle-debut-womens-shoes-5Rl1KL/DH9523-100
'195866288874,75,White/Black/Orange/White - 6.5,EXTRA 20% Off with code SPORT,https://www.nike.com/t/waffle-debut-womens-shoes-5Rl1KL/DH9523-100
'195866288881,75,White/Black/Orange/White - 7,EXTRA 20% Off with code SPORT,https://www.nike.com/t/waffle-debut-womens-shoes-5Rl1KL/DH9523-100
'195866288898,75,White/Black/Orange/White - 7.5,EXTRA 20% Off with code SPORT,https://www.nike.com/t/waffle-debut-womens-shoes-5Rl1KL/DH9523-100
'195866288904,75,White/Black/Orange/White - 8,EXTRA 20% Off with code SPORT,https://www.nike.com/t/waffle-debut-womens-shoes-5Rl1KL/DH9523-100
'195866288911,75,White/Black/Orange/White - 8.5,EXTRA 20% Off with code SPORT,https://www.nike.com/t/waffle-debut-womens-shoes-5Rl1KL/DH9523-100
'195866288928,75,White/Black/Orange/White - 9,EXTRA 20% Off with code SPORT,https://www.nike.com/t/waffle-debut-womens-shoes-5Rl1KL/DH9523-100
'195866288935,75,White/Black/Orange/White - 9.5,EXTRA 20% Off with code SPORT,https://www.nike.com/t/waffle-debut-womens-shoes-5Rl1KL/DH9523-100
'195866288942,75,White/Black/Orange/White - 10,EXTRA 20% Off with code SPORT,https://www.nike.com/t/waffle-debut-womens-shoes-5Rl1KL/DH9523-100
'195866288959,75,White/Black/Orange/White - 10.5,EXTRA 20% Off with code SPORT,https://www.nike.com/t/waffle-debut-womens-shoes-5Rl1KL/DH9523-100
'195866288966,75,White/Black/Orange/White - 11,EXTRA 20% Off with code SPORT,https://www.nike.com/t/waffle-debut-womens-shoes-5Rl1KL/DH9523-100
'195866288973,75,White/Black/Orange/White - 11.5,EXTRA 20% Off with code SPORT,https://www.nike.com/t/waffle-debut-womens-shoes-5Rl1KL/DH9523-100
'195866288980,75,White/Black/Orange/White - 12,EXTRA 20% Off with code SPORT,https://www.nike.com/t/waffle-debut-womens-shoes-5Rl1KL/DH9523-100
'195866288690,75,Black/Orange/Clear/White - 5,EXTRA 20% Off with code SPORT,https://www.nike.com/t/waffle-debut-womens-shoes-5Rl1KL/DH9523-002
'195866288706,75,Black/Orange/Clear/White - 5.5,EXTRA 20% Off with code SPORT,https://www.nike.com/t/waffle-debut-womens-shoes-5Rl1KL/DH9523-002
'195866288713,75,Black/Orange/Clear/White - 6,EXTRA 20% Off with code SPORT,https://www.nike.com/t/waffle-debut-womens-shoes-5Rl1KL/DH9523-002
'195866288720,75,Black/Orange/Clear/White - 6.5,EXTRA 20% Off with code SPORT,https://www.nike.com/t/waffle-debut-womens-shoes-5Rl1KL/DH9523-002
'195866288737,75,Black/Orange/Clear/White - 7,EXTRA 20% Off with code SPORT,https://www.nike.com/t/waffle-debut-womens-shoes-5Rl1KL/DH9523-002
'195866288744,75,Black/Orange/Clear/White - 7.5,EXTRA 20% Off with code SPORT,https://www.nike.com/t/waffle-debut-womens-shoes-5Rl1KL/DH9523-002
'195866288751,75,Black/Orange/Clear/White - 8,EXTRA 20% Off with code SPORT,https://www.nike.com/t/waffle-debut-womens-shoes-5Rl1KL/DH9523-002
'195866288768,75,Black/Orange/Clear/White - 8.5,EXTRA 20% Off with code SPORT,https://www.nike.com/t/waffle-debut-womens-shoes-5Rl1KL/DH9523-002
'195866288775,75,Black/Orange/Clear/White - 9,EXTRA 20% Off with code SPORT,https://www.nike.com/t/waffle-debut-womens-shoes-5Rl1KL/DH9523-002
'195866288782,75,Black/Orange/Clear/White - 9.5,EXTRA 20% Off with code SPORT,https://www.nike.com/t/waffle-debut-womens-shoes-5Rl1KL/DH9523-002
'195866288799,75,Black/Orange/Clear/White - 10,EXTRA 20% Off with code SPORT,https://www.nike.com/t/waffle-debut-womens-shoes-5Rl1KL/DH9523-002
'195866288805,75,Black/Orange/Clear/White - 10.5,EXTRA 20% Off with code SPORT,https://www.nike.com/t/waffle-debut-womens-shoes-5Rl1KL/DH9523-002
'195866288812,75,Black/Orange/Clear/White - 11,EXTRA 20% Off with code SPORT,https://www.nike.com/t/waffle-debut-womens-shoes-5Rl1KL/DH9523-002
'195866288829,75,Black/Orange/Clear/White - 11.5,EXTRA 20% Off with code SPORT,https://www.nike.com/t/waffle-debut-womens-shoes-5Rl1KL/DH9523-002
'195866288836,75,Black/Orange/Clear/White - 12,EXTRA 20% Off with code SPORT,https://www.nike.com/t/waffle-debut-womens-shoes-5Rl1KL/DH9523-002
'197596627220,45.97,Sail/Black/Aster Pink - 5,EXTRA 20% Off with code SPORT,https://www.nike.com/t/waffle-debut-womens-shoes-5Rl1KL/DH9523-108
'197596887716,45.97,Sail/Black/Aster Pink - 5.5,EXTRA 20% Off with code SPORT,https://www.nike.com/t/waffle-debut-womens-shoes-5Rl1KL/DH9523-108
'197596662047,45.97,Sail/Black/Aster Pink - 6,EXTRA 20% Off with code SPORT,https://www.nike.com/t/waffle-debut-womens-shoes-5Rl1KL/DH9523-108
'197596309980,45.97,Sail/Black/Aster Pink - 6.5,EXTRA 20% Off with code SPORT,https://www.nike.com/t/waffle-debut-womens-shoes-5Rl1KL/DH9523-108
'197598785058,45.97,Sail/Black/Aster Pink - 7,EXTRA 20% Off with code SPORT,https://www.nike.com/t/waffle-debut-womens-shoes-5Rl1KL/DH9523-108
'197599393023,45.97,Sail/Black/Aster Pink - 7.5,EXTRA 20% Off with code SPORT,https://www.nike.com/t/waffle-debut-womens-shoes-5Rl1KL/DH9523-108
'197596175875,45.97,Sail/Black/Aster Pink - 8,EXTRA 20% Off with code SPORT,https://www.nike.com/t/waffle-debut-womens-shoes-5Rl1KL/DH9523-108
'197596553970,45.97,Sail/Black/Aster Pink - 8.5,EXTRA 20% Off with code SPORT,https://www.nike.com/t/waffle-debut-womens-shoes-5Rl1KL/DH9523-108
'197596745559,45.97,Sail/Black/Aster Pink - 9,EXTRA 20% Off with code SPORT,https://www.nike.com/t/waffle-debut-womens-shoes-5Rl1KL/DH9523-108
'197598597941,45.97,Sail/Black/Aster Pink - 9.5,EXTRA 20% Off with code SPORT,https://www.nike.com/t/waffle-debut-womens-shoes-5Rl1KL/DH9523-108
'197596825107,45.97,Sail/Black/Aster Pink - 10,EXTRA 20% Off with code SPORT,https://www.nike.com/t/waffle-debut-womens-shoes-5Rl1KL/DH9523-108
'197598587690,45.97,Sail/Black/Aster Pink - 10.5,EXTRA 20% Off with code SPORT,https://www.nike.com/t/waffle-debut-womens-shoes-5Rl1KL/DH9523-108
'197598790113,45.97,Sail/Black/Aster Pink - 11,EXTRA 20% Off with code SPORT,https://www.nike.com/t/waffle-debut-womens-shoes-5Rl1KL/DH9523-108
'197596287165,45.97,Sail/Black/Aster Pink - 11.5,EXTRA 20% Off with code SPORT,https://www.nike.com/t/waffle-debut-womens-shoes-5Rl1KL/DH9523-108
'197596530605,45.97,Sail/Black/Aster Pink - 12,EXTRA 20% Off with code SPORT,https://www.nike.com/t/waffle-debut-womens-shoes-5Rl1KL/DH9523-108
'197598616871,50,Black/White - XS,EXTRA 20% Off with code SPORT,https://www.nike.com/t/windrunner-womens-mid-rise-2-woven-shorts-7Tkj2V/FV7500-010
'197596129779,50,Black/White - S,EXTRA 20% Off with code SPORT,https://www.nike.com/t/windrunner-womens-mid-rise-2-woven-shorts-7Tkj2V/FV7500-010
'197596557589,50,Black/White - M,EXTRA 20% Off with code SPORT,https://www.nike.com/t/windrunner-womens-mid-rise-2-woven-shorts-7Tkj2V/FV7500-010
'197596967159,50,Black/White - L,EXTRA 20% Off with code SPORT,https://www.nike.com/t/windrunner-womens-mid-rise-2-woven-shorts-7Tkj2V/FV7500-010
'197596211153,50,Black/White - XL,EXTRA 20% Off with code SPORT,https://www.nike.com/t/windrunner-womens-mid-rise-2-woven-shorts-7Tkj2V/FV7500-010
'197596664140,50,Black/White - 2XL,EXTRA 20% Off with code SPORT,https://www.nike.com/t/windrunner-womens-mid-rise-2-woven-shorts-7Tkj2V/FV7500-010
'197863639604,50,Light Army/Sail/White - XS,EXTRA 20% Off with code SPORT,https://www.nike.com/t/windrunner-womens-mid-rise-2-woven-shorts-7Tkj2V/FV7500-320
'197863675855,50,Light Army/Sail/White - S,EXTRA 20% Off with code SPORT,https://www.nike.com/t/windrunner-womens-mid-rise-2-woven-shorts-7Tkj2V/FV7500-320
'197863670652,50,Light Army/Sail/White - M,EXTRA 20% Off with code SPORT,https://www.nike.com/t/windrunner-womens-mid-rise-2-woven-shorts-7Tkj2V/FV7500-320
'197863660288,50,Light Army/Sail/White - L,EXTRA 20% Off with code SPORT,https://www.nike.com/t/windrunner-womens-mid-rise-2-woven-shorts-7Tkj2V/FV7500-320
'197863648408,50,Light Army/Sail/White - XL,EXTRA 20% Off with code SPORT,https://www.nike.com/t/windrunner-womens-mid-rise-2-woven-shorts-7Tkj2V/FV7500-320
'197863659053,50,Light Army/Sail/White - 2XL,EXTRA 20% Off with code SPORT,https://www.nike.com/t/windrunner-womens-mid-rise-2-woven-shorts-7Tkj2V/FV7500-320
'197863653464,42.97,Blue Tint/Smokey Blue/White - XS,EXTRA 20% Off with code SPORT,https://www.nike.com/t/windrunner-womens-mid-rise-2-woven-shorts-7Tkj2V/FV7500-423
'197863682884,42.97,Blue Tint/Smokey Blue/White - S,EXTRA 20% Off with code SPORT,https://www.nike.com/t/windrunner-womens-mid-rise-2-woven-shorts-7Tkj2V/FV7500-423
'197863655550,42.97,Blue Tint/Smokey Blue/White - M,EXTRA 20% Off with code SPORT,https://www.nike.com/t/windrunner-womens-mid-rise-2-woven-shorts-7Tkj2V/FV7500-423
'197863691015,42.97,Blue Tint/Smokey Blue/White - L,EXTRA 20% Off with code SPORT,https://www.nike.com/t/windrunner-womens-mid-rise-2-woven-shorts-7Tkj2V/FV7500-423
'197863652221,42.97,Blue Tint/Smokey Blue/White - XL,EXTRA 20% Off with code SPORT,https://www.nike.com/t/windrunner-womens-mid-rise-2-woven-shorts-7Tkj2V/FV7500-423
'197863655109,42.97,Blue Tint/Smokey Blue/White - 2XL,EXTRA 20% Off with code SPORT,https://www.nike.com/t/windrunner-womens-mid-rise-2-woven-shorts-7Tkj2V/FV7500-423
'198485003705,50,Sail/Midnight Navy/Midnight Navy - XS,EXTRA 20% Off with code SPORT,https://www.nike.com/t/windrunner-womens-mid-rise-2-woven-shorts-7Tkj2V/FV7500-134
'198484972347,50,Sail/Midnight Navy/Midnight Navy - S,EXTRA 20% Off with code SPORT,https://www.nike.com/t/windrunner-womens-mid-rise-2-woven-shorts-7Tkj2V/FV7500-134
'198484925459,50,Sail/Midnight Navy/Midnight Navy - M,EXTRA 20% Off with code SPORT,https://www.nike.com/t/windrunner-womens-mid-rise-2-woven-shorts-7Tkj2V/FV7500-134
'198485009134,50,Sail/Midnight Navy/Midnight Navy - L,EXTRA 20% Off with code SPORT,https://www.nike.com/t/windrunner-womens-mid-rise-2-woven-shorts-7Tkj2V/FV7500-134
'198484944023,50,Sail/Midnight Navy/Midnight Navy - XL,EXTRA 20% Off with code SPORT,https://www.nike.com/t/windrunner-womens-mid-rise-2-woven-shorts-7Tkj2V/FV7500-134
'198485002197,50,Sail/Midnight Navy/Midnight Navy - 2XL,EXTRA 20% Off with code SPORT,https://www.nike.com/t/windrunner-womens-mid-rise-2-woven-shorts-7Tkj2V/FV7500-134
'198485008793,50,Midnight Navy/Sail/Sail - XS,EXTRA 20% Off with code SPORT,https://www.nike.com/t/windrunner-womens-mid-rise-2-woven-shorts-7Tkj2V/FV7500-410
'198485019706,50,Midnight Navy/Sail/Sail - S,EXTRA 20% Off with code SPORT,https://www.nike.com/t/windrunner-womens-mid-rise-2-woven-shorts-7Tkj2V/FV7500-410
'198485013452,50,Midnight Navy/Sail/Sail - M,EXTRA 20% Off with code SPORT,https://www.nike.com/t/windrunner-womens-mid-rise-2-woven-shorts-7Tkj2V/FV7500-410
'198485017061,50,Midnight Navy/Sail/Sail - L,EXTRA 20% Off with code SPORT,https://www.nike.com/t/windrunner-womens-mid-rise-2-woven-shorts-7Tkj2V/FV7500-410
'198484991430,50,Midnight Navy/Sail/Sail - XL,EXTRA 20% Off with code SPORT,https://www.nike.com/t/windrunner-womens-mid-rise-2-woven-shorts-7Tkj2V/FV7500-410
'198484979636,50,Midnight Navy/Sail/Sail - 2XL,EXTRA 20% Off with code SPORT,https://www.nike.com/t/windrunner-womens-mid-rise-2-woven-shorts-7Tkj2V/FV7500-410
'198484946140,50,Picante Red/Sail/Sail - XS,EXTRA 20% Off with code SPORT,https://www.nike.com/t/windrunner-womens-mid-rise-2-woven-shorts-7Tkj2V/FV7500-633
'198484964533,50,Picante Red/Sail/Sail - S,EXTRA 20% Off with code SPORT,https://www.nike.com/t/windrunner-womens-mid-rise-2-woven-shorts-7Tkj2V/FV7500-633
'198484999139,50,Picante Red/Sail/Sail - M,EXTRA 20% Off with code SPORT,https://www.nike.com/t/windrunner-womens-mid-rise-2-woven-shorts-7Tkj2V/FV7500-633
'198485016026,50,Picante Red/Sail/Sail - L,EXTRA 20% Off with code SPORT,https://www.nike.com/t/windrunner-womens-mid-rise-2-woven-shorts-7Tkj2V/FV7500-633
'198484995124,50,Picante Red/Sail/Sail - XL,EXTRA 20% Off with code SPORT,https://www.nike.com/t/windrunner-womens-mid-rise-2-woven-shorts-7Tkj2V/FV7500-633
'198484980045,50,Picante Red/Sail/Sail - 2XL,EXTRA 20% Off with code SPORT,https://www.nike.com/t/windrunner-womens-mid-rise-2-woven-shorts-7Tkj2V/FV7500-633
'196975837229,35,University Red/White - XS,EXTRA 20% Off with code SPORT,https://www.nike.com/t/womens-dri-fit-graphic-t-shirt-mT5BzD/FQ4975-657
'196975819942,35,University Red/White - S,EXTRA 20% Off with code SPORT,https://www.nike.com/t/womens-dri-fit-graphic-t-shirt-mT5BzD/FQ4975-657
'196975820467,35,University Red/White - M,EXTRA 20% Off with code SPORT,https://www.nike.com/t/womens-dri-fit-graphic-t-shirt-mT5BzD/FQ4975-657
'196975827671,35,University Red/White - L,EXTRA 20% Off with code SPORT,https://www.nike.com/t/womens-dri-fit-graphic-t-shirt-mT5BzD/FQ4975-657
'196975834358,35,University Red/White - XL,EXTRA 20% Off with code SPORT,https://www.nike.com/t/womens-dri-fit-graphic-t-shirt-mT5BzD/FQ4975-657
'196975836635,35,University Red/White - 2XL,EXTRA 20% Off with code SPORT,https://www.nike.com/t/womens-dri-fit-graphic-t-shirt-mT5BzD/FQ4975-657
'196975829477,24.97,Black/White - XS,EXTRA 20% Off with code SPORT,https://www.nike.com/t/womens-dri-fit-graphic-t-shirt-mT5BzD/FQ4975-011
'196975833443,24.97,Black/White - S,EXTRA 20% Off with code SPORT,https://www.nike.com/t/womens-dri-fit-graphic-t-shirt-mT5BzD/FQ4975-011
'196975834693,24.97,Black/White - M,EXTRA 20% Off with code SPORT,https://www.nike.com/t/womens-dri-fit-graphic-t-shirt-mT5BzD/FQ4975-011
'196975830169,24.97,Black/White - L,EXTRA 20% Off with code SPORT,https://www.nike.com/t/womens-dri-fit-graphic-t-shirt-mT5BzD/FQ4975-011
'196975827879,24.97,Black/White - XL,EXTRA 20% Off with code SPORT,https://www.nike.com/t/womens-dri-fit-graphic-t-shirt-mT5BzD/FQ4975-011
