UPC,ASIN,Title,Brand,Cost,Price,Profit,ROI,Margin,Estimated Sales,Offers,Amazon Last Seen,Sales Rank,Average30,Average90,Average180,Package Quantity,Review Count,Review Stars,Category,Package Height,Package Length,Package Width,Package Weight,Size,FBA Fee,Referral Fee,Closing Fee,Fixed Additional Cost,Shipping Cost,Percent Additional Cost,Color,Variation Parent,Variations,Variation,Promotion,Source_url
1.98E+11,,,,56.97,0,0,0%,,,0,,-1,,,,0,,,UNKNOWN,0,0,0,0,,0,0,0,0,0,0,,,,Big Kids - Light Lemon Twist/Anthracite/Black/Magic Ember - 5Y,EXTRA 20% Off with code SPORT,https://www.nike.com/t/isofly-se-big-kids-basketball-shoes-Rb8yTz6Q/HF1170-700
1.98E+11,,,,56.97,0,0,0%,,,0,,-1,,,,0,,,UNKNOWN,0,0,0,0,,0,0,0,0,0,0,,,,Big Kids - Light Lemon Twist/Anthracite/Black/Magic Ember - 5.5Y,EXTRA 20% Off with code SPORT,https://www.nike.com/t/isofly-se-big-kids-basketball-shoes-Rb8yTz6Q/HF1170-700
1.98E+11,,,,56.97,0,0,0%,,,0,,-1,,,,0,,,UNKNOWN,0,0,0,0,,0,0,0,0,0,0,,,,Big Kids - Light Lemon Twist/Anthracite/Black/Magic Ember - 5.5Y,EXTRA 20% Off with code SPORT,https://www.nike.com/t/isofly-se-big-kids-basketball-shoes-Rb8yTz6Q/HF1170-700
1.98E+11,B0DVZR6STG,"Nike Infinity Tour 2 Golf Shoes (Wide) (HQ2159-100, White/Photon Dust/Malachite) Size 15",Nike,170,0,-170,-100%,,,0,,-1,,,,1,,,UNKNOWN,0,0,0,0,15,0,0,0,0,0,0,White/Photon Dust/Malachite,B0DVZR7PRN,,Wide - White/Photon Dust/Malachite - 15,EXTRA 20% Off with code SPORT,https://www.nike.com/t/infinity-tour-2-golf-shoes-wide-HH7SLD/HQ2159-100
1.98E+11,B0DVZRJL9Z,"Nike Infinity Tour 2 Golf Shoes (Wide) (HQ2159-100, White/Photon Dust/Malachite) Size 12",Nike,170,0,-170,-100%,,,0,,-1,,,,1,,,UNKNOWN,0,0,0,0,12,0,0,0,0,0,0,White/Photon Dust/Malachite,B0DVZR7PRN,,Wide - White/Photon Dust/Malachite - 12,EXTRA 20% Off with code SPORT,https://www.nike.com/t/infinity-tour-2-golf-shoes-wide-HH7SLD/HQ2159-100
1.98E+11,B0DVZS5P49,"Nike Infinity Tour 2 Golf Shoes (Wide) (HQ2159-100, White/Photon Dust/Malachite) Size 8.5",Nike,170,0,-170,-100%,,,0,,-1,,,,1,,,UNKNOWN,0,0,0,0,8.5,0,0,0,0,0,0,White/Photon Dust/Malachite,B0DVZR7PRN,,Wide - White/Photon Dust/Malachite - 8.5,EXTRA 20% Off with code SPORT,https://www.nike.com/t/infinity-tour-2-golf-shoes-wide-HH7SLD/HQ2159-100
1.98E+11,B0DVZSGQPM,"Nike Infinity Tour 2 Golf Shoes (Wide) (HQ2159-100, White/Photon Dust/Malachite) Size 8",Nike,170,0,-170,-100%,,,0,,-1,,,,1,,,UNKNOWN,0,0,0,0,8,0,0,0,0,0,0,White/Photon Dust/Malachite,B0DVZR7PRN,,Wide - White/Photon Dust/Malachite - 8,EXTRA 20% Off with code SPORT,https://www.nike.com/t/infinity-tour-2-golf-shoes-wide-HH7SLD/HQ2159-100
1.98E+11,B0DVZR7W1Q,"Nike Infinity Tour 2 Golf Shoes (Wide) (HQ2159-100, White/Photon Dust/Malachite) Size 11",Nike,170,0,-170,-100%,,,0,,-1,,,,1,,,UNKNOWN,0,0,0,0,11,0,0,0,0,0,0,White/Photon Dust/Malachite,B0DVZR7PRN,,Wide - White/Photon Dust/Malachite - 11,EXTRA 20% Off with code SPORT,https://www.nike.com/t/infinity-tour-2-golf-shoes-wide-HH7SLD/HQ2159-100
1.98E+11,B0DVZRNRQG,"Nike Infinity Tour 2 Golf Shoes (Wide) (HQ2159-100, White/Photon Dust/Malachite) Size 14",Nike,170,0,-170,-100%,,,0,,-1,,,,1,,,UNKNOWN,0,0,0,0,14,0,0,0,0,0,0,White/Photon Dust/Malachite,B0DVZR7PRN,,Wide - White/Photon Dust/Malachite - 14,EXTRA 20% Off with code SPORT,https://www.nike.com/t/infinity-tour-2-golf-shoes-wide-HH7SLD/HQ2159-100
1.98E+11,B0DVZRNXT3,"Nike Infinity Tour 2 Golf Shoes (Wide) (HQ2159-100, White/Photon Dust/Malachite) Size 10.5",Nike,170,0,-170,-100%,,,0,,-1,,,,1,,,UNKNOWN,0,0,0,0,10.5,0,0,0,0,0,0,White/Photon Dust/Malachite,B0DVZR7PRN,,Wide - White/Photon Dust/Malachite - 10.5,EXTRA 20% Off with code SPORT,https://www.nike.com/t/infinity-tour-2-golf-shoes-wide-HH7SLD/HQ2159-100
1.98E+11,B0DVZRVMH9,"Nike Infinity Tour 2 Golf Shoes (Wide) (HQ2159-100, White/Photon Dust/Malachite) Size 13",Nike,170,0,-170,-100%,,,0,,-1,,,,1,,,UNKNOWN,0,0,0,0,13,0,0,0,0,0,0,White/Photon Dust/Malachite,B0DVZR7PRN,,Wide - White/Photon Dust/Malachite - 13,EXTRA 20% Off with code SPORT,https://www.nike.com/t/infinity-tour-2-golf-shoes-wide-HH7SLD/HQ2159-100
1.98E+11,B0DVZRZ3SC,"Nike Infinity Tour 2 Golf Shoes (Wide) (HQ2159-100, White/Photon Dust/Malachite) Size 10",Nike,170,0,-170,-100%,,,0,,-1,,,,1,,,UNKNOWN,0,0,0,0,10,0,0,0,0,0,0,White/Photon Dust/Malachite,B0DVZR7PRN,,Wide - White/Photon Dust/Malachite - 10,EXTRA 20% Off with code SPORT,https://www.nike.com/t/infinity-tour-2-golf-shoes-wide-HH7SLD/HQ2159-100
1.98E+11,B0DVZRZLQW,"Nike Infinity Tour 2 Golf Shoes (Wide) (HQ2159-100, White/Photon Dust/Malachite) Size 11.5",Nike,170,0,-170,-100%,,,0,,-1,,,,1,,,UNKNOWN,0,0,0,0,11.5,0,0,0,0,0,0,White/Photon Dust/Malachite,B0DVZR7PRN,,Wide - White/Photon Dust/Malachite - 11.5,EXTRA 20% Off with code SPORT,https://www.nike.com/t/infinity-tour-2-golf-shoes-wide-HH7SLD/HQ2159-100
1.98E+11,B0DVZRBHQV,"Nike Infinity Tour 2 Golf Shoes (Wide) (HQ2159-100, White/Photon Dust/Malachite) Size 12.5",Nike,170,0,-170,-100%,,,0,,-1,,,,1,,,UNKNOWN,0,0,0,0,12.5,0,0,0,0,0,0,White/Photon Dust/Malachite,B0DVZR7PRN,,Wide - White/Photon Dust/Malachite - 12.5,EXTRA 20% Off with code SPORT,https://www.nike.com/t/infinity-tour-2-golf-shoes-wide-HH7SLD/HQ2159-100
1.98E+11,B0DVZRL5G9,"Nike Infinity Tour 2 Golf Shoes (Wide) (HQ2159-100, White/Photon Dust/Malachite) Size 9.5",Nike,170,0,-170,-100%,,,0,,-1,,,,1,,,UNKNOWN,0,0,0,0,9.5,0,0,0,0,0,0,White/Photon Dust/Malachite,B0DVZR7PRN,,Wide - White/Photon Dust/Malachite - 9.5,EXTRA 20% Off with code SPORT,https://www.nike.com/t/infinity-tour-2-golf-shoes-wide-HH7SLD/HQ2159-100
1.98E+11,B0DVZSTWBB,"Nike Infinity Tour 2 Golf Shoes (Wide) (HQ2159-100, White/Photon Dust/Malachite) Size 9",Nike,170,0,-170,-100%,,,0,,-1,,,,1,,,UNKNOWN,0,0,0,0,9,0,0,0,0,0,0,White/Photon Dust/Malachite,B0DVZR7PRN,,Wide - White/Photon Dust/Malachite - 9,EXTRA 20% Off with code SPORT,https://www.nike.com/t/infinity-tour-2-golf-shoes-wide-HH7SLD/HQ2159-100
1.98E+11,B0DVZVB4RB,"Nike Infinity Tour 2 Golf Shoes (Wide) (HQ2159-100, White/Photon Dust/Malachite) Size 7.5",Nike,170,0,-170,-100%,,,0,,-1,,,,1,,,UNKNOWN,0,0,0,0,7.5,0,0,0,0,0,0,White/Photon Dust/Malachite,B0DVZR7PRN,,Wide - White/Photon Dust/Malachite - 7.5,EXTRA 20% Off with code SPORT,https://www.nike.com/t/infinity-tour-2-golf-shoes-wide-HH7SLD/HQ2159-100
1.98E+11,,,,210,0,0,0%,,,0,,-1,,,,0,,,UNKNOWN,0,0,0,0,,0,0,0,0,0,0,,,,Pure Platinum/White/Safety Orange - 8,EXTRA 20% Off with code SPORT,https://www.nike.com/t/infinity-tour-boa-2-golf-shoes-wide-H5SWzv/HQ2160-001
